name,tear,score,rate
Guo m1e na sai ,CHALLENGER,1201점,242승 190패 (56.02%)
Aileri,CHALLENGER,1196점,273승 227패 (54.60%)
Rich,CHALLENGER,1192점,153승 102패 (60.00%)
HyeonJu,CHALLENGER,1190점,245승 198패 (55.30%)
C9 Berserker,CHALLENGER,1187점,198승 135패 (59.46%)
타 잔,CHALLENGER,1187점,290승 237패 (55.03%)
zpzG,CHALLENGER,1185점,247승 185패 (57.18%)
누누와 윌럼프,CHALLENGER,1183점,136승 75패 (64.45%)
Cloud,CHALLENGER,1179점,725승 674패 (51.82%)
Morgan,CHALLENGER,1178점,207승 158패 (56.71%)
라 코,CHALLENGER,1173점,221승 178패 (55.39%)
키보드에음료쏟아서고장내는이도윤,CHALLENGER,1168점,244승 197패 (55.33%)
DRX kyeahoo,CHALLENGER,1160점,383승 330패 (53.72%)
123156466,CHALLENGER,1159점,215승 165패 (56.58%)
Ilumiss,CHALLENGER,1158점,272승 207패 (56.78%)
행운이 따르기를,CHALLENGER,1148점,269승 220패 (55.01%)
길가다가까까사달라고조르는이도윤,CHALLENGER,1145점,195승 147패 (57.02%)
Hype,CHALLENGER,1142점,286승 233패 (55.11%)
추요정,CHALLENGER,1141점,116승 66패 (63.74%)
God Thunder,CHALLENGER,1138점,529승 483패 (52.27%)
raptor,CHALLENGER,1138점,428승 375패 (53.30%)
LSB,CHALLENGER,1137점,223승 174패 (56.17%)
호떡붕어빵,CHALLENGER,1135점,197승 151패 (56.61%)
subintnqls06,CHALLENGER,1131점,188승 135패 (58.20%)
피자사줬더니올리브만빼먹는이도윤,CHALLENGER,1130점,217승 163패 (57.11%)
DK Rahel,CHALLENGER,1130점,321승 265패 (54.78%)
FA Smlz,CHALLENGER,1129점,391승 346패 (53.05%)
FA ady,CHALLENGER,1129점,548승 506패 (51.99%)
Blaber,CHALLENGER,1127점,304승 264패 (53.52%)
헤 돈,CHALLENGER,1126점,183승 128패 (58.84%)
ahahahhhhhh,CHALLENGER,1123점,350승 297패 (54.10%)
90 마린,CHALLENGER,1123점,377승 317패 (54.32%)
신이 되는 길요,CHALLENGER,1121점,359승 270패 (57.07%)
AYELGODLIKEMODE,CHALLENGER,1118점,246승 159패 (60.74%)
yskmismyson,CHALLENGER,1117점,230승 188패 (55.02%)
DRX,CHALLENGER,1116점,384승 339패 (53.11%)
qeqzxweqvr1212,CHALLENGER,1113점,292승 242패 (54.68%)
K love Jiao,CHALLENGER,1113점,268승 212패 (55.83%)
xiayoujie,CHALLENGER,1112점,292승 239패 (54.99%)
땅굴팀 미드,CHALLENGER,1112점,192승 153패 (55.65%)
Shadow Nia,CHALLENGER,1111점,203승 143패 (58.67%)
괴물쥐,CHALLENGER,1111점,297승 231패 (56.25%)
zaqwxsecdrfv,CHALLENGER,1106점,351승 278패 (55.80%)
용병456,CHALLENGER,1106점,319승 270패 (54.16%)
langmanbusi,CHALLENGER,1105점,412승 364패 (53.09%)
Bad End,CHALLENGER,1105점,422승 370패 (53.28%)
기 회,CHALLENGER,1102점,195승 148패 (56.85%)
Forest,CHALLENGER,1095점,544승 506패 (51.81%)
VIICHAN,CHALLENGER,1093점,311승 232패 (57.27%)
Loopy,CHALLENGER,1092점,330승 283패 (53.83%)
M G,CHALLENGER,1090점,471승 416패 (53.10%)
chainasawman,CHALLENGER,1087점,421승 364패 (53.63%)
aowamzosq,CHALLENGER,1087점,314승 264패 (54.33%)
쪼렙이다말로하자,CHALLENGER,1085점,272승 234패 (53.75%)
Mireu,CHALLENGER,1085점,184승 124패 (59.74%)
300warriors,CHALLENGER,1085점,431승 369패 (53.87%)
kyunang,CHALLENGER,1084점,176승 126패 (58.28%)
시간의 숲,CHALLENGER,1083점,264승 219패 (54.66%)
locn,CHALLENGER,1079점,245승 233패 (51.26%)
luck dog,CHALLENGER,1078점,220승 178패 (55.28%)
바지를 벗어,CHALLENGER,1076점,195승 145패 (57.35%)
Indexy,CHALLENGER,1074점,359승 318패 (53.03%)
cosmos,CHALLENGER,1074점,581승 532패 (52.20%)
한알한알달,CHALLENGER,1073점,378승 313패 (54.70%)
rkswjfgkqslek,CHALLENGER,1073점,442승 395패 (52.81%)
Pooh,CHALLENGER,1073점,435승 392패 (52.60%)
HLE Loki,CHALLENGER,1073점,469승 424패 (52.52%)
DK Thanatos,CHALLENGER,1072점,248승 196패 (55.86%)
pout2023,CHALLENGER,1071점,346승 292패 (54.23%)
haiyaonuli,CHALLENGER,1070점,454승 404패 (52.91%)
반년롤접다옴,CHALLENGER,1070점,164승 117패 (58.36%)
칼과 창 방패,CHALLENGER,1065점,389승 345패 (53.00%)
720Cloud,CHALLENGER,1064점,288승 224패 (56.25%)
UmTi,CHALLENGER,1064점,172승 130패 (56.95%)
snunup,CHALLENGER,1063점,401승 350패 (53.40%)
나카노 니노,CHALLENGER,1062점,127승 73패 (63.50%)
qiowirz,CHALLENGER,1062점,512승 467패 (52.30%)
Clozer,CHALLENGER,1060점,177승 119패 (59.80%)
JJHXHUN,CHALLENGER,1058점,716승 664패 (51.88%)
T1 Gumayusi,CHALLENGER,1057점,298승 253패 (54.08%)
Daystar,CHALLENGER,1056점,157승 103패 (60.38%)
난화내,CHALLENGER,1055점,255승 214패 (54.37%)
모든것을극한으로,CHALLENGER,1055점,320승 258패 (55.36%)
piop5,CHALLENGER,1052점,300승 255패 (54.05%)
적수가없는사람,CHALLENGER,1047점,144승 96패 (60.00%)
도천지,CHALLENGER,1047점,410승 366패 (52.84%)
소년가장 원딜,CHALLENGER,1047점,302승 261패 (53.64%)
Chu성훈,CHALLENGER,1046점,478승 440패 (52.07%)
Qing,CHALLENGER,1045점,400승 351패 (53.26%)
은가뉴,CHALLENGER,1045점,244승 195패 (55.58%)
poome,CHALLENGER,1043점,231승 183패 (55.80%)
라쿤99,CHALLENGER,1043점,197승 153패 (56.29%)
미소 엄마3,CHALLENGER,1042점,346승 298패 (53.73%)
Croquette,CHALLENGER,1041점,363승 330패 (52.38%)
생각이 통달하다,CHALLENGER,1039점,571승 521패 (52.29%)
quanliyifu,CHALLENGER,1036점,414승 370패 (52.81%)
나도 신경 쓰지 않는다,CHALLENGER,1036점,191승 147패 (56.51%)
Castlng,CHALLENGER,1036점,271승 226패 (54.53%)
Brance,CHALLENGER,1031점,276승 228패 (54.76%)
끗빵왕,CHALLENGER,1031점,302승 264패 (53.36%)
Zac,CHALLENGER,1031점,305승 259패 (54.08%)
뇌 녹 사,CHALLENGER,1030점,327승 284패 (53.52%)
dyjkbysb,CHALLENGER,1029점,163승 113패 (59.06%)
ben dan she shou,CHALLENGER,1027점,387승 305패 (55.92%)
nAts2,CHALLENGER,1027점,376승 314패 (54.49%)
DRX Juhana,CHALLENGER,1027점,613승 564패 (52.08%)
business boy,CHALLENGER,1023점,150승 107패 (58.37%)
Yusoo,CHALLENGER,1020점,333승 289패 (53.54%)
취미죽기특기죽기,CHALLENGER,1019점,174승 115패 (60.21%)
거리에서,CHALLENGER,1018점,203승 144패 (58.50%)
라쿤99,CHALLENGER,1018점,418승 362패 (53.59%)
Citrus,CHALLENGER,1017점,762승 707패 (51.87%)
daoxinwengu1,CHALLENGER,1017점,497승 451패 (52.43%)
Guti,CHALLENGER,1016점,370승 329패 (52.93%)
잭장군 이현,CHALLENGER,1016점,298승 253패 (54.08%)
악 신,CHALLENGER,1009점,138승 92패 (60.00%)
그 맛은궁진하다,CHALLENGER,1007점,240승 193패 (55.43%)
FA 카니아,CHALLENGER,1007점,180승 133패 (57.51%)
Supreme,CHALLENGER,1007점,155승 108패 (58.94%)
nddn,CHALLENGER,1005점,338승 289패 (53.91%)
xing zhui yue,CHALLENGER,1005점,358승 313패 (53.35%)
델리델리델리빵,CHALLENGER,1005점,347승 303패 (53.38%)
송도 톰 하디,CHALLENGER,1005점,157승 100패 (61.09%)
stay,CHALLENGER,1004점,310승 265패 (53.91%)
YURI,CHALLENGER,1004점,425승 385패 (52.47%)
YHS1,CHALLENGER,1003점,453승 408패 (52.61%)
후회 첫날,CHALLENGER,1003점,303승 238패 (56.01%)
백 호,CHALLENGER,1002점,464승 413패 (52.91%)
Upgrade 할거야,CHALLENGER,1002점,437승 394패 (52.59%)
Exusia,CHALLENGER,1000점,654승 606패 (51.90%)
autofill queue,CHALLENGER,1000점,369승 309패 (54.42%)
동글동글빵빵,CHALLENGER,1000점,201승 154패 (56.62%)
g g,CHALLENGER,998점,225승 183패 (55.15%)
Mute,CHALLENGER,997점,284승 256패 (52.59%)
Burdol2,CHALLENGER,997점,183승 137패 (57.19%)
NS Carim,CHALLENGER,996점,164승 124패 (56.94%)
fisherr,CHALLENGER,995점,498승 453패 (52.37%)
kakaxi7,CHALLENGER,994점,438승 354패 (55.30%)
FA 2005,CHALLENGER,993점,695승 657패 (51.41%)
haiyaoduojiu,CHALLENGER,992점,669승 624패 (51.74%)
BRO Kangin,CHALLENGER,991점,460승 426패 (51.92%)
NS REDFORCE,CHALLENGER,990점,329승 295패 (52.72%)
이광수,CHALLENGER,989점,619승 579패 (51.67%)
갈과 배 음료,CHALLENGER,989점,387승 340패 (53.23%)
hold me7,CHALLENGER,989점,461승 423패 (52.15%)
Loopy,CHALLENGER,988점,145승 94패 (60.67%)
130815,CHALLENGER,985점,179승 131패 (57.74%)
DRX,CHALLENGER,985점,313승 264패 (54.25%)
그라가스할래요,CHALLENGER,985점,231승 199패 (53.72%)
dlrj,CHALLENGER,983점,226승 174패 (56.50%)
nordlys,CHALLENGER,980점,320승 261패 (55.08%)
YONG2,CHALLENGER,980점,209승 170패 (55.15%)
재석종우상길찬호두홍진석강현만수,CHALLENGER,977점,323승 301패 (51.76%)
김정민,CHALLENGER,974점,246승 207패 (54.30%)
Selam,CHALLENGER,973점,137승 94패 (59.31%)
용병457,CHALLENGER,973점,371승 334패 (52.62%)
마인크래트프,CHALLENGER,973점,153승 107패 (58.85%)
baybayya,CHALLENGER,972점,226승 184패 (55.12%)
My Stupid ChoGod,CHALLENGER,970점,184승 146패 (55.76%)
걍내잘못임,CHALLENGER,970점,345승 297패 (53.74%)
cikcik,CHALLENGER,969점,284승 243패 (53.89%)
광팔햄,CHALLENGER,967점,320승 280패 (53.33%)
댕청잇,CHALLENGER,967점,142승 107패 (57.03%)
코쿠시보 데이찌,CHALLENGER,965점,224승 174패 (56.28%)
Cold,CHALLENGER,964점,145승 109패 (57.09%)
tree supporter,CHALLENGER,963점,150승 98패 (60.48%)
qwersdxzsa,CHALLENGER,963점,360승 285패 (55.81%)
Minit,CHALLENGER,963점,250승 212패 (54.11%)
BRO Enosh,CHALLENGER,962점,658승 619패 (51.53%)
K T,CHALLENGER,962점,218승 174패 (55.61%)
xXiaoxiangG,CHALLENGER,959점,322승 274패 (54.03%)
Chillin Homie,CHALLENGER,958점,108승 52패 (67.50%)
qweasdcxz,CHALLENGER,958점,167승 127패 (56.80%)
Happynewyear1,CHALLENGER,955점,283승 231패 (55.06%)
마음 만약 양지,CHALLENGER,955점,245승 179패 (57.78%)
자신감을잃지말자,CHALLENGER,954점,480승 448패 (51.72%)
Rose bloomforyou,CHALLENGER,954점,288승 250패 (53.53%)
qingshu y,CHALLENGER,953점,310승 263패 (54.10%)
SOODANGKIM,CHALLENGER,953점,155승 99패 (61.02%)
생품이,CHALLENGER,952점,386승 338패 (53.31%)
헤리z,CHALLENGER,951점,286승 239패 (54.48%)
NS HH,CHALLENGER,951점,376승 340패 (52.51%)
Zest,CHALLENGER,951점,426승 393패 (52.01%)
HAUZ 23,CHALLENGER,950점,198승 152패 (56.57%)
huiliyi,CHALLENGER,949점,220승 179패 (55.14%)
enenenenang,CHALLENGER,948점,383승 340패 (52.97%)
Focalors333,CHALLENGER,948점,451승 412패 (52.26%)
질병게임1,CHALLENGER,947점,590승 537패 (52.35%)
Calix,CHALLENGER,946점,348승 314패 (52.57%)
セリザワ タマオ,CHALLENGER,946점,240승 201패 (54.42%)
OneZang,CHALLENGER,946점,260승 220패 (54.17%)
greatest effort,CHALLENGER,945점,677승 604패 (52.85%)
Pizano,CHALLENGER,944점,484승 435패 (52.67%)
Baut,CHALLENGER,944점,202승 139패 (59.24%)
Witt,CHALLENGER,943점,131승 87패 (60.09%)
넥스트 챌린지,CHALLENGER,943점,114승 64패 (64.04%)
wasdqewasd,CHALLENGER,943점,265승 217패 (54.98%)
호잇이,CHALLENGER,943점,185승 139패 (57.10%)
다없수질,CHALLENGER,943점,109승 56패 (66.06%)
NEED HER,CHALLENGER,942점,419승 378패 (52.57%)
T1 Gumayusi,CHALLENGER,942점,138승 105패 (56.79%)
bababaabam,CHALLENGER,941점,121승 80패 (60.20%)
땅굴팀 미드,CHALLENGER,941점,183승 140패 (56.66%)
유발협스트레스,CHALLENGER,940점,410승 339패 (54.74%)
Smash,CHALLENGER,940점,146승 127패 (53.48%)
woyaoshangzuanyi,CHALLENGER,940점,403승 349패 (53.59%)
이 차가 식기전에,CHALLENGER,940점,289승 253패 (53.32%)
Just NT,CHALLENGER,940점,239승 197패 (54.82%)
12452354,CHALLENGER,939점,161승 108패 (59.85%)
ShrimpVicious,CHALLENGER,939점,349승 306패 (53.28%)
Kujo Miki,CHALLENGER,938점,141승 101패 (58.26%)
붐칙칵칙,CHALLENGER,938점,489승 447패 (52.24%)
hei si yyds,CHALLENGER,936점,304승 268패 (53.15%)
딜서폿 꿀잼,CHALLENGER,936점,237승 196패 (54.73%)
다훈갓,CHALLENGER,935점,213승 175패 (54.90%)
좋아하다아이유,CHALLENGER,934점,282승 224패 (55.73%)
NS Jiwoo,CHALLENGER,932점,316승 280패 (53.02%)
hanni fans,CHALLENGER,932점,146승 85패 (63.20%)
갑 각 류,CHALLENGER,917점,159승 114패 (58.24%)
Fzz gege,CHALLENGER,880점,590승 541패 (52.17%)
jhqdyqkd,GRANDMASTER,969점,736승 667패 (52.46%)
손주녁,GRANDMASTER,956점,192승 151패 (55.98%)
fengzhenguuu,GRANDMASTER,934점,253승 190패 (57.11%)
Yoru God,GRANDMASTER,934점,340승 308패 (52.47%)
cmty,GRANDMASTER,933점,525승 484패 (52.03%)
갑 각 류,GRANDMASTER,932점,217승 174패 (55.50%)
졸귀뽀시,GRANDMASTER,931점,347승 303패 (53.38%)
Attack Fight,GRANDMASTER,930점,368승 329패 (52.80%)
잠을 뒤척이다,GRANDMASTER,930점,279승 233패 (54.49%)
노 루,GRANDMASTER,929점,172승 133패 (56.39%)
MiloBramble,GRANDMASTER,929점,413승 358패 (53.57%)
baozaopiqi,GRANDMASTER,926점,468승 432패 (52.00%)
iejqifpq,GRANDMASTER,924점,399승 355패 (52.92%)
파 바,GRANDMASTER,924점,91승 37패 (71.09%)
asdsa,GRANDMASTER,922점,259승 214패 (54.76%)
McDonalds,GRANDMASTER,920점,333승 286패 (53.80%)
하늘이펼쳐지는밤,GRANDMASTER,920점,130승 90패 (59.09%)
nsk4498,GRANDMASTER,919점,164승 118패 (58.16%)
경북전문대작치과,GRANDMASTER,916점,168승 115패 (59.36%)
aetcal,GRANDMASTER,916점,222승 174패 (56.06%)
ucal,GRANDMASTER,916점,211승 173패 (54.95%)
HLE Tempester,GRANDMASTER,913점,392승 350패 (52.83%)
Wo xing li,GRANDMASTER,913점,308승 251패 (55.10%)
Bvoy,GRANDMASTER,912점,345승 291패 (54.25%)
쿠크다스맛커피,GRANDMASTER,912점,266승 223패 (54.40%)
rtmopgd,GRANDMASTER,910점,194승 135패 (58.97%)
real gankster,GRANDMASTER,909점,398승 360패 (52.51%)
젱 글,GRANDMASTER,909점,408승 364패 (52.85%)
238000,GRANDMASTER,908점,235승 193패 (54.91%)
hunter,GRANDMASTER,908점,638승 594패 (51.79%)
Chancedong,GRANDMASTER,907점,185승 148패 (55.56%)
바이탈,GRANDMASTER,906점,357승 320패 (52.73%)
막강주니,GRANDMASTER,905점,400승 356패 (52.91%)
르세라핌 정훈,GRANDMASTER,904점,176승 106패 (62.41%)
멍청이,GRANDMASTER,902점,314승 278패 (53.04%)
doi with me,GRANDMASTER,898점,410승 368패 (52.70%)
DDahyuk,GRANDMASTER,896점,305승 258패 (54.17%)
Shmi7y,GRANDMASTER,896점,314승 250패 (55.67%)
730Cloud,GRANDMASTER,895점,281승 239패 (54.04%)
Honpi,GRANDMASTER,893점,363승 326패 (52.69%)
Let me sup,GRANDMASTER,890점,868승 825패 (51.27%)
매일 졸아요,GRANDMASTER,889점,148승 91패 (61.92%)
언니우기,GRANDMASTER,886점,236승 200패 (54.13%)
카와이 뽀시,GRANDMASTER,886점,401승 363패 (52.49%)
LSB Diable,GRANDMASTER,885점,199승 160패 (55.43%)
Jerma985,GRANDMASTER,884점,208승 159패 (56.68%)
learn1,GRANDMASTER,882점,409승 351패 (53.82%)
보스고영희,GRANDMASTER,881점,245승 195패 (55.68%)
농심라면다내꺼야,GRANDMASTER,878점,273승 241패 (53.11%)
xccxcxcs,GRANDMASTER,878점,365승 319패 (53.36%)
하준상,GRANDMASTER,878점,196승 162패 (54.75%)
딸기따르트으,GRANDMASTER,877점,674승 638패 (51.37%)
바다가 좋아요,GRANDMASTER,877점,393승 356패 (52.47%)
Castle,GRANDMASTER,877점,330승 296패 (52.72%)
죽기 쉬운 사람,GRANDMASTER,876점,209승 170패 (55.15%)
왕자님 나가신다,GRANDMASTER,876점,90승 55패 (62.07%)
lactea420,GRANDMASTER,876점,240승 203패 (54.18%)
gnoeiwngonge,GRANDMASTER,875점,606승 511패 (54.25%)
아무것도몰라,GRANDMASTER,875점,196승 161패 (54.90%)
이야공,GRANDMASTER,874점,207승 170패 (54.91%)
Xiang Jian Ni,GRANDMASTER,873점,419승 392패 (51.66%)
nalamango,GRANDMASTER,873점,351승 314패 (52.78%)
zao chen zz,GRANDMASTER,870점,318승 276패 (53.54%)
coolran,GRANDMASTER,869점,346승 316패 (52.27%)
기묘기묘,GRANDMASTER,867점,230승 197패 (53.86%)
AND4,GRANDMASTER,866점,234승 172패 (57.64%)
NS Sounda,GRANDMASTER,865점,324승 285패 (53.20%)
전민혁,GRANDMASTER,865점,505승 455패 (52.60%)
사람위에사람없고,GRANDMASTER,864점,440승 394패 (52.76%)
괴물쥐쥐새끼,GRANDMASTER,864점,226승 181패 (55.53%)
쿠키당신은틀렸어,GRANDMASTER,864점,104승 60패 (63.41%)
Demonstrator,GRANDMASTER,862점,72승 42패 (63.16%)
lql9t,GRANDMASTER,861점,137승 80패 (63.13%)
발재훈이의모함,GRANDMASTER,861점,165승 103패 (61.57%)
oljjlrpajkzqzxjy,GRANDMASTER,861점,312승 268패 (53.79%)
Viper,GRANDMASTER,861점,225승 186패 (54.74%)
xianmiaozhun,GRANDMASTER,860점,561승 520패 (51.90%)
준 영,GRANDMASTER,857점,254승 180패 (58.53%)
난모든것에서Bear,GRANDMASTER,856점,207승 173패 (54.47%)
Lotsoo,GRANDMASTER,853점,716승 677패 (51.40%)
elelelelyy,GRANDMASTER,853점,289승 252패 (53.42%)
FA leemas ,GRANDMASTER,852점,287승 241패 (54.36%)
noobldrzzzzz,GRANDMASTER,851점,312승 279패 (52.79%)
일 편,GRANDMASTER,851점,224승 183패 (55.04%)
DRX Rascal,GRANDMASTER,850점,237승 201패 (54.11%)
동 현,GRANDMASTER,847점,202승 154패 (56.74%)
Reoki,GRANDMASTER,847점,423승 383패 (52.48%)
벌꿀허태범,GRANDMASTER,846점,373승 337패 (52.54%)
패스트볼만,GRANDMASTER,843점,351승 311패 (53.02%)
йejbazz,GRANDMASTER,842점,297승 249패 (54.40%)
Xbm,GRANDMASTER,841점,142승 108패 (56.80%)
xxxxxm,GRANDMASTER,841점,466승 426패 (52.24%)
BRO Pollu,GRANDMASTER,840점,529승 495패 (51.66%)
buyaofangaiwo,GRANDMASTER,840점,164승 121패 (57.54%)
 shirenshuoshuo,GRANDMASTER,840점,242승 173패 (58.31%)
오브크,GRANDMASTER,840점,430승 380패 (53.09%)
기묘진,GRANDMASTER,837점,290승 242패 (54.51%)
광동귀환,GRANDMASTER,834점,274승 244패 (52.90%)
Gakseoйg,GRANDMASTER,833점,295승 257패 (53.44%)
BRO A JUG,GRANDMASTER,831점,312승 276패 (53.06%)
Gen G samD,GRANDMASTER,830점,172승 131패 (56.77%)
ding ji AD,GRANDMASTER,830점,269승 231패 (53.80%)
Hide on bush,GRANDMASTER,830점,306승 270패 (53.12%)
zhendehaoleia,GRANDMASTER,829점,264승 227패 (53.77%)
서폿안가는사람,GRANDMASTER,829점,232승 186패 (55.50%)
나의본색,GRANDMASTER,828점,250승 207패 (54.70%)
xxxxouooo,GRANDMASTER,828점,540승 496패 (52.12%)
Sung Eun,GRANDMASTER,828점,253승 211패 (54.53%)
Lancer,GRANDMASTER,827점,416승 370패 (52.93%)
xiaoqiupup,GRANDMASTER,827점,423승 388패 (52.16%)
swordart7,GRANDMASTER,826점,213승 170패 (55.61%)
내핑좀들어,GRANDMASTER,825점,105승 66패 (61.40%)
눈 먼 사나이,GRANDMASTER,824점,447승 410패 (52.16%)
상욱Ryu,GRANDMASTER,822점,223승 190패 (54.00%)
남지패기,GRANDMASTER,822점,452승 411패 (52.38%)
oPhELiaA,GRANDMASTER,821점,257승 220패 (53.88%)
여자말걸지마세요,GRANDMASTER,819점,186승 146패 (56.02%)
크리스챤 Dior,GRANDMASTER,819점,94승 47패 (66.67%)
김점수,GRANDMASTER,819점,187승 149패 (55.65%)
가서 부숴라,GRANDMASTER,818점,139승 102패 (57.68%)
으끄으끄,GRANDMASTER,817점,327승 269패 (54.87%)
asdkjfhgfasd,GRANDMASTER,817점,511승 475패 (51.83%)
아발론친추주세요,GRANDMASTER,817점,167승 128패 (56.61%)
General irel,GRANDMASTER,816점,307승 276패 (52.66%)
텔레비전,GRANDMASTER,813점,374승 336패 (52.68%)
Oner,GRANDMASTER,813점,193승 148패 (56.60%)
huyaqingchen,GRANDMASTER,812점,229승 180패 (55.99%)
바위주머니,GRANDMASTER,812점,186승 141패 (56.88%)
asdfzxcv,GRANDMASTER,812점,273승 239패 (53.32%)
LunaLina,GRANDMASTER,811점,492승 453패 (52.06%)
marshmallowo,GRANDMASTER,810점,566승 536패 (51.36%)
apex1v1solo,GRANDMASTER,810점,247승 210패 (54.05%)
나 경,GRANDMASTER,810점,268승 242패 (52.55%)
좋아하다신라면,GRANDMASTER,809점,462승 392패 (54.10%)
Kim Sang Hoon,GRANDMASTER,809점,327승 299패 (52.24%)
Aimyoйg,GRANDMASTER,807점,311승 268패 (53.71%)
하얗고예쁨,GRANDMASTER,807점,272승 233패 (53.86%)
강하다 별,GRANDMASTER,806점,441승 406패 (52.07%)
Pungyeon,GRANDMASTER,805점,501승 468패 (51.70%)
YQYQ,GRANDMASTER,805점,127승 93패 (57.73%)
드맨드맨핸드맨,GRANDMASTER,805점,270승 231패 (53.89%)
메가 영재,GRANDMASTER,805점,528승 497패 (51.51%)
