name,tear,score,rate
김해출신 마루쉐,MASTER,469점,300승 283패 (51.46%)
도 태,MASTER,469점,119승 77패 (60.71%)
불태워라,MASTER,469점,138승 115패 (54.55%)
달토끼사탕,MASTER,469점,165승 145패 (53.23%)
We love Young,MASTER,468점,73승 37패 (66.36%)
qazwsxedcrfvdfa,MASTER,468점,256승 223패 (53.44%)
renhuoyikouq,MASTER,467점,246승 217패 (53.13%)
렐서폿,MASTER,467점,105승 84패 (55.56%)
Seorim,MASTER,467점,218승 191패 (53.30%)
qingbaoOVO,MASTER,466점,512승 457패 (52.84%)
괴물미드,MASTER,466점,152승 106패 (58.91%)
Oner,MASTER,466점,192승 171패 (52.89%)
71newda,MASTER,465점,153승 127패 (54.64%)
z12x12,MASTER,465점,253승 222패 (53.26%)
grieve1,MASTER,464점,249승 194패 (56.21%)
VIEGOKlNG,MASTER,464점,846승 817패 (50.87%)
혀 니,MASTER,464점,295승 276패 (51.66%)
최현우,MASTER,464점,253승 229패 (52.49%)
PIKACHU,MASTER,463점,204승 173패 (54.11%)
우유없는시리얼,MASTER,463점,563승 543패 (50.90%)
1Jiang,MASTER,462점,536승 513패 (51.10%)
바 드,MASTER,462점,160승 135패 (54.24%)
ayao,MASTER,462점,234승 193패 (54.80%)
maybe next life,MASTER,462점,265승 241패 (52.37%)
르세라핌 김채원,MASTER,461점,172승 145패 (54.26%)
최예냥,MASTER,461점,359승 335패 (51.73%)
KDF Cvmax Faй,MASTER,461점,203승 181패 (52.86%)
loopy1013,MASTER,461점,130승 94패 (58.04%)
daliandao,MASTER,461점,113승 70패 (61.75%)
하지마라고햇잔아,MASTER,461점,513승 486패 (51.35%)
leeppuppu,MASTER,461점,143승 118패 (54.79%)
kz munseo,MASTER,460점,182승 129패 (58.52%)
G1aBao,MASTER,460점,439승 408패 (51.83%)
Natsukaze,MASTER,460점,131승 95패 (57.96%)
xiao q1ng shen,MASTER,460점,265승 226패 (53.97%)
이명박,MASTER,460점,163승 114패 (58.84%)
yyong,MASTER,460점,362승 325패 (52.69%)
한국인은한국어,MASTER,459점,203승 146패 (58.17%)
AP Innovation,MASTER,458점,146승 102패 (58.87%)
Time God,MASTER,458점,164승 134패 (55.03%)
DK Bubbling,MASTER,458점,205승 178패 (53.52%)
aabbccaaa,MASTER,457점,132승 107패 (55.23%)
Zereal,MASTER,457점,228승 210패 (52.05%)
강한강2,MASTER,457점,414승 356패 (53.77%)
경남양산신기동,MASTER,457점,115승 90패 (56.10%)
원챔은 죄악이야,MASTER,457점,120승 87패 (57.97%)
방패류만 해요,MASTER,456점,186승 166패 (52.84%)
shmlshkdh,MASTER,456점,325승 296패 (52.33%)
SHEN XIAOTING,MASTER,456점,110승 84패 (56.70%)
xiaolianyi,MASTER,456점,238승 192패 (55.35%)
창 근,MASTER,456점,84승 54패 (60.87%)
천 둥,MASTER,456점,150승 115패 (56.60%)
숲의 미뉴에트,MASTER,456점,175승 149패 (54.01%)
김삐약,MASTER,456점,149승 124패 (54.58%)
인생목표한남더힐,MASTER,456점,138승 118패 (53.91%)
찬우펭귄,MASTER,456점,140승 113패 (55.34%)
블츠쓰레쉬알리,MASTER,455점,260승 233패 (52.74%)
Lovepanpan,MASTER,455점,376승 352패 (51.65%)
qwefasfas,MASTER,455점,198승 172패 (53.51%)
초 목,MASTER,455점,330승 259패 (56.03%)
김펄스1,MASTER,455점,127승 99패 (56.19%)
Bili 2000369,MASTER,454점,201승 150패 (57.26%)
괴물쥐,MASTER,454점,159승 123패 (56.38%)
백 야,MASTER,454점,448승 429패 (51.08%)
꿈 희망 용기,MASTER,454점,146승 128패 (53.28%)
녹서스단두대장,MASTER,453점,376승 351패 (51.72%)
빛경재,MASTER,453점,359승 345패 (50.99%)
미야모토 무사시,MASTER,453점,405승 379패 (51.66%)
문어아사랑해I,MASTER,453점,353승 328패 (51.84%)
호떡호떡호떡호떡,MASTER,452점,108승 83패 (56.54%)
나초딩아님중1임,MASTER,452점,342승 310패 (52.45%)
성문왕자,MASTER,452점,265승 216패 (55.09%)
T 1 FAN,MASTER,452점,417승 396패 (51.29%)
i love Arcanine,MASTER,452점,459승 429패 (51.69%)
표희성,MASTER,451점,145승 122패 (54.31%)
how lovely,MASTER,451점,386승 357패 (51.95%)
알라를알라,MASTER,451점,395승 372패 (51.50%)
데프트뺨싸대기,MASTER,451점,85승 57패 (59.86%)
정글 왕자 지켜,MASTER,451점,182승 144패 (55.83%)
huyazhazha,MASTER,451점,88승 36패 (70.97%)
Adam,MASTER,451점,363승 335패 (52.01%)
하키코,MASTER,451점,199승 174패 (53.35%)
뀨Dragon,MASTER,451점,99승 53패 (65.13%)
qqbun,MASTER,450점,166승 131패 (55.89%)
XiaoweixiaoQAQ,MASTER,450점,224승 171패 (56.71%)
라쿤고기,MASTER,450점,450승 416패 (51.96%)
숟깔통,MASTER,450점,87승 56패 (60.84%)
카타형,MASTER,450점,413승 400패 (50.80%)
으 화나쩡,MASTER,450점,199승 186패 (51.69%)
Sovek,MASTER,450점,259승 227패 (53.29%)
초동역학 위치전환기,MASTER,449점,107승 58패 (64.85%)
어 형이야,MASTER,449점,591승 554패 (51.62%)
윌럼프1,MASTER,449점,225승 210패 (51.72%)
NS Destiny,MASTER,449점,222승 198패 (52.86%)
23년 12월이 올까,MASTER,448점,210승 177패 (54.26%)
Maquia,MASTER,448점,698승 674패 (50.87%)
잘해 파이팅,MASTER,448점,167승 148패 (53.02%)
우치하 홍창현,MASTER,448점,197승 167패 (54.12%)
MooJin,MASTER,448점,100승 76패 (56.82%)
멍멍 물어뜯기,MASTER,447점,162승 137패 (54.18%)
쿠하쿠,MASTER,447점,129승 110패 (53.97%)
냥냥꽥꽥 참모총장 GO환희,MASTER,447점,306승 294패 (51.00%)
인 연,MASTER,447점,423승 394패 (51.77%)
응가123,MASTER,447점,314승 264패 (54.33%)
아오 정준시치,MASTER,447점,200승 176패 (53.19%)
고마워요감사해요,MASTER,446점,238승 196패 (54.84%)
SKT T1 PROFIT,MASTER,446점,166승 139패 (54.43%)
love zoe,MASTER,446점,750승 730패 (50.68%)
20chuan dou pi,MASTER,446점,99승 72패 (57.89%)
유튜브 말레맨,MASTER,446점,146승 121패 (54.68%)
GOMBUNNY,MASTER,446점,109승 92패 (54.23%)
카타리나,MASTER,446점,177승 150패 (54.13%)
논산 구마유시,MASTER,446점,140승 115패 (54.90%)
DRAVEN KING,MASTER,446점,240승 218패 (52.40%)
복복행,MASTER,445점,80승 36패 (68.97%)
norelaxzz,MASTER,445점,352승 322패 (52.23%)
ewija,MASTER,445점,120승 70패 (63.16%)
손종민,MASTER,445점,297승 269패 (52.47%)
6변7IMaker,MASTER,445점,209승 184패 (53.18%)
정답입니다,MASTER,444점,191승 147패 (56.51%)
kskskds,MASTER,444점,137승 93패 (59.57%)
민 석,MASTER,444점,181승 156패 (53.71%)
love is regret,MASTER,443점,128승 77패 (62.44%)
adabcdad,MASTER,443점,128승 94패 (57.66%)
Eren 06,MASTER,443점,114승 69패 (62.30%)
NameIessMid,MASTER,443점,729승 703패 (50.91%)
바나나차차,MASTER,443점,97승 65패 (59.88%)
Apple,MASTER,443점,256승 206패 (55.41%)
OI구OrLr,MASTER,443점,84승 61패 (57.93%)
shiuewoeinz,MASTER,442점,222승 196패 (53.11%)
lczz,MASTER,442점,157승 119패 (56.88%)
bu xiang shu,MASTER,442점,167승 118패 (58.60%)
희 욱,MASTER,442점,104승 77패 (57.46%)
Roar,MASTER,442점,223승 197패 (53.10%)
yi wang3,MASTER,441점,258승 236패 (52.23%)
승 재,MASTER,441점,247승 221패 (52.78%)
Pobelter7,MASTER,440점,443승 379패 (53.89%)
new boy,MASTER,440점,257승 243패 (51.40%)
정글서폿완,MASTER,440점,220승 192패 (53.40%)
like a shadow,MASTER,440점,518승 486패 (51.59%)
초카와이수혁쿤,MASTER,440점,357승 335패 (51.59%)
Ella,MASTER,440점,109승 85패 (56.19%)
Hello 낭만,MASTER,440점,297승 279패 (51.56%)
눈물겨운 강뱁새,MASTER,440점,227승 203패 (52.79%)
미니바론,MASTER,440점,188승 156패 (54.65%)
NERDY,MASTER,439점,166승 112패 (59.71%)
lirliriilr,MASTER,439점,190승 164패 (53.67%)
1년은 730일,MASTER,439점,418승 378패 (52.51%)
cat on the bush,MASTER,439점,178승 122패 (59.33%)
R4eZ2z,MASTER,439점,243승 210패 (53.64%)
갱플랭크,MASTER,439점,134승 102패 (56.78%)
으악새다 으악,MASTER,439점,115승 87패 (56.93%)
지 인,MASTER,439점,233승 204패 (53.32%)
Eternal,MASTER,439점,109승 83패 (56.77%)
새롭게 시작 3,MASTER,438점,207승 189패 (52.27%)
90560879del,MASTER,438점,108승 64패 (62.79%)
칼바람참잘하는집,MASTER,438점,150승 114패 (56.82%)
O2746,MASTER,438점,232승 204패 (53.21%)
정글애 미련없다,MASTER,438점,232승 207패 (52.85%)
Dear Theo,MASTER,437점,186승 140패 (57.06%)
현빈아캐리해줘,MASTER,437점,112승 75패 (59.89%)
Jerrya,MASTER,437점,141승 116패 (54.86%)
손주형,MASTER,437점,149승 124패 (54.58%)
무조건3,MASTER,436점,362승 349패 (50.91%)
바니바니대표롤짱,MASTER,436점,196승 177패 (52.55%)
동 규,MASTER,436점,287승 266패 (51.90%)
죽었다가돌아왔다,MASTER,436점,382승 344패 (52.62%)
Sionic,MASTER,436점,160승 134패 (54.42%)
Chang Min ,MASTER,436점,379승 354패 (51.71%)
좋은 내일을 원합,MASTER,435점,263승 243패 (51.98%)
qwer123451,MASTER,435점,231승 203패 (53.23%)
zheyidao7,MASTER,435점,82승 44패 (65.08%)
Sole,MASTER,435점,293승 258패 (53.18%)
소연아사랑해,MASTER,435점,104승 81패 (56.22%)
경기도,MASTER,435점,201승 173패 (53.74%)
Horlklta Suzune,MASTER,435점,602승 572패 (51.28%)
지구야 그럼 목성,MASTER,435점,222승 200패 (52.61%)
575757,MASTER,434점,135승 108패 (55.56%)
kelse,MASTER,434점,271승 241패 (52.93%)
발로란트개망겜,MASTER,434점,52승 28패 (65.00%)
오돌추,MASTER,434점,88승 57패 (60.69%)
금쪽같은 강해린,MASTER,434점,60승 25패 (70.59%)
feviknight,MASTER,434점,430승 398패 (51.93%)
BEL1VETH,MASTER,434점,172승 157패 (52.28%)
Aquamarin,MASTER,433점,140승 109패 (56.22%)
huayuanuzi,MASTER,433점,289승 269패 (51.79%)
dxfc78vlo9pb9oks,MASTER,433점,276승 224패 (55.20%)
힘들때도웃는사람,MASTER,433점,134승 118패 (53.17%)
게 놈,MASTER,433점,116승 91패 (56.04%)
Azir98,MASTER,433점,186승 162패 (53.45%)
조이뀨,MASTER,432점,344승 295패 (53.83%)
asdfzxcvasdfzc,MASTER,432점,113승 86패 (56.78%)
Grow1127,MASTER,432점,173승 147패 (54.06%)
Kikuo,MASTER,432점,173승 150패 (53.56%)
11월25일전종진생일,MASTER,432점,103승 74패 (58.19%)
펜니르,MASTER,432점,202승 181패 (52.74%)
관저동 찌질이,MASTER,432점,79승 43패 (64.75%)
시이야,MASTER,432점,361승 333패 (52.02%)
아발론친추주세요,MASTER,432점,438승 416패 (51.29%)
쭈꾸미맨,MASTER,432점,288승 268패 (51.80%)
완벽하고싶다0,MASTER,432점,454승 432패 (51.24%)
니네집 오늘 비집,MASTER,431점,95승 79패 (54.60%)
JiaTing,MASTER,431점,142승 114패 (55.47%)
kbj0628,MASTER,431점,228승 210패 (52.05%)
2003 O8 27,MASTER,431점,200승 178패 (52.91%)
롤개망해라망겜,MASTER,431점,265승 241패 (52.37%)
Tojimari,MASTER,431점,117승 83패 (58.50%)
gaixieguizheng,MASTER,431점,167승 148패 (53.02%)
바나나 총 퓨퓨,MASTER,431점,189승 160패 (54.15%)
Remind of You,MASTER,431점,184승 142패 (56.44%)
Summertime72,MASTER,431점,199승 148패 (57.35%)
독수리 아니 닭,MASTER,431점,207승 186패 (52.67%)
다이아같은석탄,MASTER,431점,243승 210패 (53.64%)
vghgff,MASTER,431점,99승 78패 (55.93%)
오스카나무주연상,MASTER,431점,167승 135패 (55.30%)
서 코,MASTER,430점,197승 163패 (54.72%)
명품트린다미어,MASTER,430점,400승 367패 (52.15%)
정태형,MASTER,430점,99승 58패 (63.06%)
Road,MASTER,430점,149승 128패 (53.79%)
한쿡은행,MASTER,430점,101승 82패 (55.19%)
1vsAll,MASTER,430점,311승 297패 (51.15%)
Imagine Legends,MASTER,430점,270승 249패 (52.02%)
hearteaterx,MASTER,429점,443승 420패 (51.33%)
Quates,MASTER,429점,157승 135패 (53.77%)
화 자,MASTER,429점,147승 108패 (57.65%)
볼 살,MASTER,429점,257승 224패 (53.43%)
또 니,MASTER,429점,119승 95패 (55.61%)
JUGKING,MASTER,429점,154승 126패 (55.00%)
죠 니,MASTER,429점,104승 76패 (57.78%)
WALLE828,MASTER,428점,88승 68패 (56.41%)
간다라쿤다,MASTER,428점,242승 219패 (52.49%)
Guawazi,MASTER,427점,508승 485패 (51.16%)
전설이 될 남자,MASTER,427점,764승 749패 (50.50%)
ANIVIA,MASTER,427점,459승 437패 (51.23%)
살살해주세요힁,MASTER,427점,302승 248패 (54.91%)
xiaoyangbaobei,MASTER,427점,264승 207패 (56.05%)
매화꽃,MASTER,427점,196승 167패 (53.99%)
규격외행동금지,MASTER,427점,466승 430패 (52.01%)
shuiyuanqianhe,MASTER,427점,579승 552패 (51.19%)
본앤브레드,MASTER,426점,334승 306패 (52.19%)
Szeth,MASTER,426점,212승 187패 (53.13%)
애니비아,MASTER,426점,157승 129패 (54.90%)
아라가키 유이,MASTER,426점,73승 46패 (61.34%)
SlNGED,MASTER,425점,413승 383패 (51.88%)
天生緣分1,MASTER,425점,351승 334패 (51.24%)
Sylvanas,MASTER,425점,232승 208패 (52.73%)
강선오,MASTER,425점,165승 142패 (53.75%)
누 누,MASTER,424점,225승 186패 (54.74%)
hiyjfz0vh1,MASTER,424점,536승 520패 (50.76%)
뿌엥이,MASTER,424점,320승 294패 (52.12%)
Hervy,MASTER,424점,120승 96패 (55.56%)
이누무짜식,MASTER,424점,226승 182패 (55.39%)
샤오 쑤A,MASTER,424점,319승 283패 (52.99%)
goodggwp,MASTER,423점,100승 60패 (62.50%)
LLL Croc,MASTER,423점,211승 208패 (50.36%)
xinsuixiaogou,MASTER,423점,104승 79패 (56.83%)
hewon,MASTER,423점,84승 62패 (57.53%)
연세딸기요거트,MASTER,423점,107승 84패 (56.02%)
와르가르,MASTER,423점,129승 102패 (55.84%)
Bithwa,MASTER,423점,290승 265패 (52.25%)
절망의텔레포트,MASTER,423점,131승 98패 (57.21%)
TIRANOSAURUS,MASTER,423점,131승 99패 (56.96%)
wanan,MASTER,423점,207승 185패 (52.81%)
잘못된걸까,MASTER,423점,121승 91패 (57.08%)
겨울지나봄이오듯,MASTER,423점,183승 162패 (53.04%)
이석희,MASTER,422점,313승 287패 (52.17%)
소시지OGB,MASTER,422점,109승 74패 (59.56%)
Only  Her,MASTER,422점,286승 262패 (52.19%)
doyeonie,MASTER,422점,197승 175패 (52.96%)
익산누누,MASTER,422점,338승 319패 (51.45%)
게맛탱,MASTER,422점,154승 121패 (56.00%)
dooo3,MASTER,422점,148승 94패 (61.16%)
Light in August,MASTER,422점,255승 234패 (52.15%)
나락 캐리,MASTER,422점,153승 134패 (53.31%)
Drico,MASTER,422점,91승 67패 (57.59%)
윤야송,MASTER,421점,442승 412패 (51.76%)
프제짱 fan,MASTER,421점,373승 345패 (51.95%)
Chinataro,MASTER,421점,260승 229패 (53.17%)
타의적아싸,MASTER,421점,72승 35패 (67.29%)
Hera,MASTER,421점,194승 179패 (52.01%)
vinaka,MASTER,421점,215승 171패 (55.70%)
준 용,MASTER,421점,298승 269패 (52.56%)
SidaRim,MASTER,421점,621승 602패 (50.78%)
토 예,MASTER,420점,264승 253패 (51.06%)
zedgod,MASTER,420점,390승 367패 (51.52%)
황휘진,MASTER,420점,122승 77패 (61.31%)
기간티아,MASTER,420점,304승 276패 (52.41%)
허락했어요,MASTER,419점,294승 265패 (52.59%)
HLE 크래커,MASTER,419점,792승 762패 (50.97%)
김정환,MASTER,419점,245승 216패 (53.15%)
스무디앙기무디,MASTER,419점,186승 163패 (53.30%)
맹 구,MASTER,419점,257승 233패 (52.45%)
xiang yang hua,MASTER,419점,300승 249패 (54.64%)
박박우끼끼,MASTER,419점,332승 292패 (53.21%)
강해린,MASTER,419점,115승 85패 (57.50%)
광광우럮따,MASTER,419점,65승 51패 (56.03%)
POKER,MASTER,419점,315승 290패 (52.07%)
찌 매,MASTER,419점,222승 202패 (52.36%)
중요해 파이팅,MASTER,418점,249승 221패 (52.98%)
맥날맥윙4조각,MASTER,418점,103승 80패 (56.28%)
금비 은비 단비,MASTER,418점,293승 291패 (50.17%)
1vsAllOfThem,MASTER,418점,145승 122패 (54.31%)
shame1ess,MASTER,417점,188승 171패 (52.37%)
사고당한사람,MASTER,417점,183승 157패 (53.82%)
비에고사전,MASTER,417점,74승 42패 (63.79%)
내큐를바드시오,MASTER,417점,153승 121패 (55.84%)
남광원얼굴빵빵이,MASTER,417점,135승 79패 (63.08%)
Yuweol,MASTER,417점,157승 133패 (54.14%)
동글러,MASTER,417점,131승 106패 (55.27%)
TRADE L,MASTER,417점,204승 175패 (53.83%)
구름많은어느날,MASTER,417점,166승 143패 (53.72%)
병역비리,MASTER,417점,332승 306패 (52.04%)
st Matcha,MASTER,416점,313승 268패 (53.87%)
FA 정대화,MASTER,416점,128승 92패 (58.18%)
diaxxxy,MASTER,416점,73승 58패 (55.73%)
던1짐,MASTER,416점,254승 226패 (52.92%)
Ilx,MASTER,416점,310승 227패 (57.73%)
수종잉,MASTER,416점,236승 213패 (52.56%)
세영이 찾기,MASTER,416점,124승 102패 (54.87%)
ADD on win,MASTER,416점,71승 48패 (59.66%)
전 기 톱,MASTER,416점,155승 128패 (54.77%)
Y0йe,MASTER,416점,242승 215패 (52.95%)
likewizer,MASTER,416점,68승 34패 (66.67%)
스트레스유발협곡,MASTER,416점,104승 95패 (52.26%)
easy하게,MASTER,415점,201승 180패 (52.76%)
2랩 로밍 바드,MASTER,415점,91승 52패 (63.64%)
PLDT,MASTER,415점,245승 160패 (60.49%)
미 르,MASTER,415점,290승 254패 (53.31%)
Tizzy,MASTER,415점,206승 172패 (54.50%)
유 리,MASTER,415점,181승 96패 (65.34%)
zlych,MASTER,415점,251승 227패 (52.51%)
옴므의음모,MASTER,414점,469승 451패 (50.98%)
눈 꽃,MASTER,414점,225승 192패 (53.96%)
나는정직한사람,MASTER,413점,424승 402패 (51.33%)
Kadal,MASTER,413점,426승 408패 (51.08%)
Whisperr,MASTER,413점,512승 495패 (50.84%)
znwqeijzdfnaq,MASTER,413점,117승 90패 (56.52%)
my몸에서나가 칸,MASTER,413점,46승 29패 (61.33%)
아예 안된다,MASTER,413점,184승 154패 (54.44%)
세르델,MASTER,413점,134승 107패 (55.60%)
유 성,MASTER,413점,127승 106패 (54.51%)
평타패기,MASTER,413점,201승 182패 (52.48%)
달콤맨,MASTER,413점,228승 206패 (52.53%)
Nislt,MASTER,413점,249승 224패 (52.64%)
RATRATRATRATRAT,MASTER,413점,94승 68패 (58.02%)
Clumsy Luv,MASTER,412점,112승 77패 (59.26%)
DyinEman,MASTER,412점,466승 409패 (53.26%)
flyflyo,MASTER,412점,79승 30패 (72.48%)
Talou,MASTER,412점,146승 92패 (61.34%)
ENTJ 럼블,MASTER,412점,248승 214패 (53.68%)
홍정민,MASTER,412점,80승 56패 (58.82%)
뚱뚜루뚱 뚱이,MASTER,412점,231승 189패 (55.00%)
마레리트,MASTER,412점,124승 106패 (53.91%)
ACE,MASTER,412점,105승 79패 (57.07%)
BARKBOOBARK,MASTER,411점,243승 209패 (53.76%)
파 향,MASTER,411점,75승 46패 (61.98%)
dinai,MASTER,411점,517승 498패 (50.94%)
모든게미안한사람,MASTER,411점,165승 138패 (54.46%)
wutiaowu,MASTER,411점,183승 135패 (57.55%)
cutypink,MASTER,411점,353승 307패 (53.48%)
이슬먹는예슬이,MASTER,411점,90승 64패 (58.44%)
영 빈,MASTER,411점,251승 226패 (52.62%)
킬러톱,MASTER,411점,441승 426패 (50.87%)
zxiyuzhonghuhan,MASTER,410점,107승 73패 (59.44%)
주양어선,MASTER,410점,304승 281패 (51.97%)
서은수 예쁘다,MASTER,410점,319승 260패 (55.09%)
Nuouououo,MASTER,410점,272승 249패 (52.21%)
IDK,MASTER,410점,75승 45패 (62.50%)
나 왕자,MASTER,410점,261승 228패 (53.37%)
마키마,MASTER,410점,167승 141패 (54.22%)
bian fei wei bao,MASTER,409점,428승 403패 (51.50%)
4794,MASTER,409점,87승 65패 (57.24%)
dog old 8,MASTER,409점,130승 101패 (56.28%)
magnet,MASTER,409점,422승 397패 (51.53%)
Refrxsh,MASTER,408점,190승 169패 (52.92%)
나무늘보 누누,MASTER,408점,113승 70패 (61.75%)
Hachani,MASTER,408점,255승 211패 (54.72%)
생 선,MASTER,408점,212승 189패 (52.87%)
Arcane Mid,MASTER,408점,231승 175패 (56.90%)
호두정,MASTER,408점,96승 59패 (61.94%)
젊은 날의 초상,MASTER,408점,144승 123패 (53.93%)
shuang ren chuan,MASTER,407점,454승 399패 (53.22%)
Hjhgoodgood,MASTER,407점,168승 130패 (56.38%)
3255263146878272,MASTER,407점,75승 32패 (70.09%)
믹스테이프,MASTER,407점,384승 364패 (51.34%)
나차식,MASTER,407점,382승 336패 (53.20%)
김눌엉,MASTER,407점,418승 398패 (51.23%)
CrazyCat33,MASTER,406점,413승 382패 (51.95%)
오매불망,MASTER,406점,153승 135패 (53.12%)
Ji Hyoung,MASTER,406점,181승 155패 (53.87%)
화려한 솔로킬,MASTER,406점,272승 258패 (51.32%)
데 본,MASTER,406점,135승 93패 (59.21%)
KDF pigcat,MASTER,406점,101승 71패 (58.72%)
존배맨,MASTER,405점,240승 225패 (51.61%)
SOLBON,MASTER,405점,162승 140패 (53.64%)
병 패,MASTER,405점,168승 153패 (52.34%)
김수한남,MASTER,405점,154승 137패 (52.92%)
아이디샀어용,MASTER,405점,228승 206패 (52.53%)
데이터삽니다,MASTER,405점,118승 85패 (58.13%)
냐미공듀,MASTER,405점,111승 86패 (56.35%)
에 코,MASTER,405점,311승 297패 (51.15%)
버려봐 한번,MASTER,405점,207승 185패 (52.81%)
마끼야또카라멜,MASTER,404점,109승 80패 (57.67%)
건애긔,MASTER,404점,306승 284패 (51.86%)
BomBom,MASTER,404점,77승 53패 (59.23%)
그랩각조심,MASTER,404점,241승 213패 (53.08%)
스트레스유발청년,MASTER,404점,339승 309패 (52.31%)
레 드,MASTER,404점,327승 295패 (52.57%)
카키쿠케코ldd,MASTER,404점,131승 79패 (62.38%)
괴물쥐,MASTER,404점,284승 262패 (52.01%)
토실토실한붕어,MASTER,404점,354승 330패 (51.75%)
나사실너좋아해내고백을받아줄래,MASTER,404점,189승 159패 (54.31%)
unload,MASTER,404점,228승 186패 (55.07%)
해 달,MASTER,404점,173승 150패 (53.56%)
5ghe,MASTER,403점,368승 320패 (53.49%)
krjpd0g,MASTER,403점,232승 183패 (55.90%)
아이돌 Deft,MASTER,403점,620승 578패 (51.75%)
쨩구마을,MASTER,403점,371승 355패 (51.10%)
노홍철의 밀라노 ,MASTER,403점,425승 405패 (51.20%)
GM ADC,MASTER,403점,159승 137패 (53.72%)
정 글,MASTER,403점,243승 194패 (55.61%)
김민지,MASTER,403점,231승 190패 (54.87%)
INTP,MASTER,402점,286승 222패 (56.30%)
트위치라쿤99,MASTER,402점,136승 105패 (56.43%)
댕청한남자,MASTER,402점,146승 121패 (54.68%)
프로도못한다,MASTER,402점,107승 79패 (57.53%)
ttss,MASTER,402점,204승 168패 (54.84%)
서폿님 저 봐줘요,MASTER,402점,130승 105패 (55.32%)
HendryKing,MASTER,401점,135승 84패 (61.64%)
Be Yasashi,MASTER,401점,244승 190패 (56.22%)
AI88i,MASTER,401점,226승 207패 (52.19%)
dkqeh1 ,MASTER,401점,84승 54패 (60.87%)
정 현,MASTER,401점,338승 321패 (51.29%)
강지미,MASTER,400점,146승 107패 (57.71%)
ClariS7,MASTER,400점,228승 172패 (57.00%)
BTS,MASTER,400점,309승 285패 (52.02%)
친구없는아싸,MASTER,400점,221승 197패 (52.87%)
Eateew,MASTER,400점,102승 79패 (56.35%)
이재석 간,MASTER,400점,96승 75패 (56.14%)
lililililililil,MASTER,400점,198승 175패 (53.08%)
FA 09 JG,MASTER,400점,354승 326패 (52.06%)
뽀삐 벤 멈춰,MASTER,400점,242승 216패 (52.84%)
seulgi,MASTER,400점,358승 334패 (51.73%)
niaf,MASTER,399점,244승 223패 (52.25%)
QlANAKlNG,MASTER,399점,253승 236패 (51.74%)
인생걸고태호시티,MASTER,399점,609승 591패 (50.75%)
Flozel,MASTER,398점,296승 280패 (51.39%)
별 수호자 헤카림,MASTER,398점,248승 196패 (55.86%)
2k2k1in2,MASTER,398점,117승 88패 (57.07%)
백 존,MASTER,398점,171승 116패 (59.58%)
윤도여,MASTER,398점,216승 194패 (52.68%)
스 타,MASTER,398점,211승 198패 (51.59%)
벌레응징용계정,MASTER,398점,81승 51패 (61.36%)
석 구,MASTER,397점,371승 342패 (52.03%)
mikasa829,MASTER,397점,537승 515패 (51.05%)
hongkong d011,MASTER,397점,405승 378패 (51.72%)
GOOD GAME GG BR0,MASTER,397점,362승 346패 (51.13%)
망나니박진수,MASTER,397점,453승 429패 (51.36%)
크으리,MASTER,397점,174승 155패 (52.89%)
secret591,MASTER,396점,150승 130패 (53.57%)
기 혁,MASTER,396점,222승 199패 (52.73%)
kaiwajueji,MASTER,396점,217승 206패 (51.30%)
다리우스하세요,MASTER,396점,220승 140패 (61.11%)
고추바사삭맛있어,MASTER,396점,159승 128패 (55.40%)
Tran Quy Tai,MASTER,396점,182승 157패 (53.69%)
피들 바드,MASTER,396점,150승 133패 (53.00%)
밴픽게임,MASTER,396점,203승 181패 (52.86%)
yasuune,MASTER,395점,108승 64패 (62.79%)
Zrs,MASTER,395점,173승 155패 (52.74%)
김현진,MASTER,395점,178승 150패 (54.27%)
yejingling,MASTER,394점,218승 166패 (56.77%)
준 받,MASTER,394점,182승 156패 (53.85%)
옐론드,MASTER,394점,194승 172패 (53.01%)
나는좋은사람이다,MASTER,393점,297승 271패 (52.29%)
Hide on bush,MASTER,393점,105승 67패 (61.05%)
징크스카이사아펠,MASTER,393점,351승 320패 (52.31%)
Best Fate,MASTER,393점,114승 88패 (56.44%)
역천괴,MASTER,393점,434승 401패 (51.98%)
Gebrochenes Herz,MASTER,392점,226승 210패 (51.83%)
그저 희망,MASTER,392점,154승 125패 (55.20%)
Until whites,MASTER,392점,718승 705패 (50.46%)
눅눅한 밀크티,MASTER,392점,179승 136패 (56.83%)
이렐아칼리,MASTER,392점,190승 152패 (55.56%)
유 진,MASTER,392점,159승 128패 (55.40%)
Hide on bush,MASTER,392점,108승 78패 (58.06%)
Life Afraid,MASTER,392점,105승 83패 (55.85%)
라면에는참치김밥,MASTER,392점,247승 217패 (53.23%)
아발론친추주세요,MASTER,391점,234승 198패 (54.17%)
요플래,MASTER,391점,355승 336패 (51.37%)
역천괴,MASTER,391점,541승 481패 (52.94%)
꿈의성지,MASTER,391점,444승 411패 (51.93%)
Alielie2024,MASTER,391점,182승 165패 (52.45%)
henyuansduoyuan,MASTER,391점,134승 88패 (60.36%)
단 속,MASTER,390점,55승 12패 (82.09%)
R 신성한 심판,MASTER,390점,435승 419패 (50.94%)
피 논,MASTER,390점,367승 340패 (51.91%)
메 리,MASTER,389점,81승 41패 (66.39%)
신종Flu,MASTER,389점,161승 140패 (53.49%)
im not sorry,MASTER,389점,99승 59패 (62.66%)
아무것도몰라용,MASTER,389점,79승 54패 (59.40%)
