name,tear,score,rate
예 령,MASTER,210점,349승 340패 (50.65%)
영원히 빵선,MASTER,210점,262승 238패 (52.40%)
신둥이1,MASTER,210점,456승 432패 (51.35%)
탑감수성풍만한놈,MASTER,210점,94승 73패 (56.29%)
귀염뽀짝용수,MASTER,210점,139승 112패 (55.38%)
몰래 점수 올리기,MASTER,210점,207승 198패 (51.11%)
我有玉玉症请不要gank我,MASTER,210점,124승 116패 (51.67%)
remake xiaoyi,MASTER,210점,180승 139패 (56.43%)
시찌미토우가라시,MASTER,210점,150승 143패 (51.19%)
IGANA,MASTER,210점,107승 79패 (57.53%)
잔 인,MASTER,210점,201승 186패 (51.94%)
주 니,MASTER,210점,96승 81패 (54.24%)
T1 Oner,MASTER,210점,86승 66패 (56.58%)
똥싸는똥병,MASTER,210점,342승 328패 (51.04%)
KDA 나르,MASTER,210점,161승 148패 (52.10%)
귤과다복용,MASTER,210점,106승 84패 (55.79%)
허쉬스 초코우유,MASTER,210점,221승 210패 (51.28%)
CM몽키,MASTER,210점,203승 183패 (52.59%)
하느비느,MASTER,210점,98승 67패 (59.39%)
호야의하루,MASTER,210점,124승 104패 (54.39%)
이오가왜있죠,MASTER,210점,261승 243패 (51.79%)
최애의훈,MASTER,210점,243승 232패 (51.16%)
웅 이,MASTER,210점,317승 310패 (50.56%)
ZAYN,MASTER,210점,97승 76패 (56.07%)
갓 슈,MASTER,210점,94승 55패 (63.09%)
소방관,MASTER,210점,238승 162패 (59.50%)
항상열심히하자,MASTER,210점,94승 90패 (51.09%)
메타를아는자,MASTER,210점,86승 74패 (53.75%)
도으전,MASTER,209점,275승 246패 (52.78%)
김동건123,MASTER,209점,165승 149패 (52.55%)
온 당,MASTER,209점,236승 195패 (54.76%)
암늘보,MASTER,209점,259승 216패 (54.53%)
HoiU,MASTER,209점,353승 327패 (51.91%)
Hust1u,MASTER,209점,135승 125패 (51.92%)
716716,MASTER,209점,145승 110패 (56.86%)
팀운버그걸림,MASTER,209점,207승 189패 (52.27%)
선한 녀석,MASTER,209점,352승 343패 (50.65%)
동김명,MASTER,209점,419승 400패 (51.16%)
시나리오,MASTER,209점,175승 163패 (51.78%)
退屈を再演しないで,MASTER,209점,348승 331패 (51.25%)
캐니언,MASTER,209점,158승 140패 (53.02%)
다음 유미는 너야,MASTER,209점,96승 76패 (55.81%)
모나영,MASTER,209점,200승 169패 (54.20%)
jakchk2,MASTER,209점,226승 184패 (55.12%)
춤 추는 달빛,MASTER,209점,57승 34패 (62.64%)
tkzj좋다,MASTER,209점,252승 242패 (51.01%)
준영R,MASTER,209점,163승 124패 (56.79%)
니니니골드,MASTER,209점,230승 211패 (52.15%)
mdkg,MASTER,209점,208승 190패 (52.26%)
조 선 땅 크,MASTER,209점,111승 83패 (57.22%)
바다드래곤,MASTER,209점,169승 155패 (52.16%)
빛보다빠른합류,MASTER,209점,179승 167패 (51.73%)
영종누누,MASTER,209점,226승 171패 (56.93%)
The Most ADC,MASTER,209점,87승 72패 (54.72%)
T1 bazhong,MASTER,209점,88승 74패 (54.32%)
noob sup 15 ff,MASTER,209점,118승 104패 (53.15%)
jgadgoagg,MASTER,209점,120승 103패 (53.81%)
EreliaYone,MASTER,209점,46승 32패 (58.97%)
I메리크리스마스I,MASTER,209점,124승 97패 (56.11%)
테 토,MASTER,209점,277승 259패 (51.68%)
Too old dog,MASTER,208점,138승 124패 (52.67%)
shangdan04,MASTER,208점,122승 103패 (54.22%)
Kkieeeek,MASTER,208점,182승 164패 (52.60%)
zeusй,MASTER,208점,222승 209패 (51.51%)
COMMERCIAL PILOT,MASTER,208점,282승 298패 (48.62%)
나도뭐하는지모름,MASTER,208점,37승 19패 (66.07%)
나보라,MASTER,208점,132승 101패 (56.65%)
Useless Ad,MASTER,208점,110승 94패 (53.92%)
티모 그 자체,MASTER,208점,280승 247패 (53.13%)
검 졍,MASTER,208점,167승 156패 (51.70%)
렝가하기싫다,MASTER,208점,141승 122패 (53.61%)
김숙희,MASTER,208점,369승 351패 (51.25%)
Play making,MASTER,208점,332승 303패 (52.28%)
소년가장 원딜,MASTER,208점,150승 135패 (52.63%)
새하얀 thigh,MASTER,208점,442승 440패 (50.11%)
해피만,MASTER,208점,44승 26패 (62.86%)
젠지거녕,MASTER,208점,42승 26패 (61.76%)
도 구,MASTER,207점,165승 122패 (57.49%)
asdjipadsjip,MASTER,207점,335승 313패 (51.70%)
긴꼬리투구새우,MASTER,207점,194승 171패 (53.15%)
또 훈,MASTER,207점,375승 357패 (51.23%)
채팅치면던질게걍,MASTER,207점,437승 389패 (52.91%)
아오 플쌤,MASTER,207점,217승 218패 (49.89%)
준 서,MASTER,207점,78승 66패 (54.17%)
결혼식,MASTER,207점,173승 151패 (53.40%)
xianzaiweilai,MASTER,207점,137승 119패 (53.52%)
안녕 내 사랑 ,MASTER,207점,152승 114패 (57.14%)
페메와쫑,MASTER,207점,94승 60패 (61.04%)
dnjstjrdl,MASTER,207점,255승 242패 (51.31%)
표현을 할 줄 몰라요,MASTER,207점,141승 128패 (52.42%)
우리동네 감자왕,MASTER,207점,89승 56패 (61.38%)
뇌지컬즐겜계정,MASTER,207점,208승 154패 (57.46%)
안녕하신가요우,MASTER,207점,181승 165패 (52.31%)
0계백숙5555,MASTER,207점,289승 265패 (52.17%)
문짝30만원,MASTER,207점,125승 111패 (52.97%)
P ke,MASTER,207점,241승 236패 (50.52%)
귀 국,MASTER,207점,71승 45패 (61.21%)
곧 사라질 봄,MASTER,207점,141승 123패 (53.41%)
Morris,MASTER,207점,83승 82패 (50.30%)
고마쌔리다뽜뿔라,MASTER,207점,255승 175패 (59.30%)
카리나,MASTER,207점,186승 175패 (51.52%)
캐 토,MASTER,207점,80승 64패 (55.56%)
원 효,MASTER,207점,190승 179패 (51.49%)
어퍼컷,MASTER,206점,112승 93패 (54.63%)
챔피언쉽 갓레쉬,MASTER,206점,364승 338패 (51.85%)
쓰레기 라인,MASTER,206점,79승 66패 (54.48%)
盡人事待天命 갓경맨,MASTER,206점,112승 100패 (52.83%)
탑은 승패에 영향이 없어,MASTER,206점,196승 188패 (51.04%)
MLG Xes,MASTER,206점,120승 112패 (51.72%)
카페인 싫어,MASTER,206점,687승 665패 (50.81%)
Gosu,MASTER,206점,164승 150패 (52.23%)
고권욱,MASTER,206점,105승 77패 (57.69%)
잼미닌데,MASTER,206점,184승 152패 (54.76%)
Indexy,MASTER,206점,155승 135패 (53.45%)
Selt trust,MASTER,206점,73승 62패 (54.07%)
우는 도구,MASTER,206점,97승 65패 (59.88%)
사자춤 코그모,MASTER,206점,128승 111패 (53.56%)
도구줘,MASTER,206점,210승 192패 (52.24%)
뻣겻털,MASTER,206점,143승 125패 (53.36%)
이니쉬못하는사람,MASTER,206점,125승 87패 (58.96%)
걸뽀아님,MASTER,206점,95승 69패 (57.93%)
4시간 수면,MASTER,206점,144승 148패 (49.32%)
괴물쥐우,MASTER,206점,182승 133패 (57.78%)
보건실절대강자,MASTER,206점,335승 297패 (53.01%)
인방이,MASTER,206점,117승 101패 (53.67%)
Museong,MASTER,206점,221승 202패 (52.25%)
자유인을갈망,MASTER,206점,168승 155패 (52.01%)
익숙한 새벽 세시,MASTER,206점,42승 22패 (65.62%)
Sarberry,MASTER,206점,99승 73패 (57.56%)
지혁몬,MASTER,206점,195승 179패 (52.14%)
SETTKING,MASTER,205점,354승 343패 (50.79%)
곳 개,MASTER,205점,219승 197패 (52.64%)
거머쥐다,MASTER,205점,267승 250패 (51.64%)
집 중,MASTER,205점,139승 121패 (53.46%)
Two heart,MASTER,205점,275승 249패 (52.48%)
절도있게,MASTER,205점,681승 676패 (50.18%)
dinger,MASTER,205점,312승 266패 (53.98%)
T1 Gumayusi,MASTER,205점,229승 195패 (54.01%)
Harley Quinn,MASTER,205점,106승 83패 (56.08%)
xiangshen1,MASTER,205점,63승 47패 (57.27%)
레써윤,MASTER,205점,226승 182패 (55.39%)
pPain,MASTER,205점,147승 119패 (55.26%)
DRX Emperor,MASTER,205점,117승 108패 (52.00%)
동의합니다동의합,MASTER,205점,87승 79패 (52.41%)
인간병기 원딜,MASTER,205점,71승 54패 (56.80%)
Easy clap,MASTER,205점,458승 441패 (50.95%)
구름만장,MASTER,205점,129승 121패 (51.60%)
다민이얌,MASTER,205점,321승 296패 (52.03%)
일어나보니,MASTER,205점,59승 42패 (58.42%)
색스킹 장민수,MASTER,205점,320승 299패 (51.70%)
exile from eden,MASTER,205점,186승 183패 (50.41%)
웅오레,MASTER,205점,389승 384패 (50.32%)
그냥즐겨십세야,MASTER,205점,365승 332패 (52.37%)
Oner,MASTER,205점,167승 153패 (52.19%)
MostLucian,MASTER,205점,121승 102패 (54.26%)
End the Lily,MASTER,205점,426승 423패 (50.18%)
귀여운 아기 고래,MASTER,205점,182승 116패 (61.07%)
이젠정말지쳤어,MASTER,205점,199승 185패 (51.82%)
쿠키야,MASTER,204점,87승 62패 (58.39%)
Migung,MASTER,204점,102승 91패 (52.85%)
딴라인연습부캐,MASTER,204점,296승 245패 (54.71%)
제6955부대,MASTER,204점,48승 26패 (64.86%)
LP도박꾼,MASTER,204점,138승 120패 (53.49%)
내 갱에 너는 깨갱,MASTER,204점,194승 188패 (50.79%)
디지바이스,MASTER,204점,553승 534패 (50.87%)
아칼리,MASTER,204점,464승 440패 (51.33%)
Thebausffs,MASTER,204점,119승 103패 (53.60%)
Bleata,MASTER,204점,169승 156패 (52.00%)
luve,MASTER,204점,117승 83패 (58.50%)
鋒神榜,MASTER,204점,250승 233패 (51.76%)
서진호,MASTER,204점,260승 233패 (52.74%)
원 딜,MASTER,204점,98승 58패 (62.82%)
Fabricatedcanyon,MASTER,204점,282승 270패 (51.09%)
적정글은탑에사는데,MASTER,204점,50승 40패 (55.56%)
하루카,MASTER,204점,287승 268패 (51.71%)
원챔이면닷지해라,MASTER,204점,226승 245패 (47.98%)
HandCIap,MASTER,204점,106승 102패 (50.96%)
라면처먹는정글의법칙,MASTER,204점,280승 271패 (50.82%)
080419,MASTER,204점,281승 267패 (51.28%)
loba,MASTER,204점,139승 122패 (53.26%)
I선물I,MASTER,203점,280승 265패 (51.38%)
J푸른하늘,MASTER,203점,154승 138패 (52.74%)
동굴에서생존하기,MASTER,203점,166승 152패 (52.20%)
Faker,MASTER,203점,238승 226패 (51.29%)
Gecko,MASTER,203점,315승 299패 (51.30%)
wuxianxiaozhang,MASTER,203점,85승 42패 (66.93%)
ConerO3O,MASTER,203점,206승 167패 (55.23%)
lian QvQ,MASTER,203점,102승 72패 (58.62%)
Pouring Rain,MASTER,203점,182승 155패 (54.01%)
extravaganza,MASTER,203점,113승 82패 (57.95%)
박아롱,MASTER,203점,248승 231패 (51.77%)
이사 타임,MASTER,203점,133승 87패 (60.45%)
추워졸려배고팡,MASTER,203점,195승 181패 (51.86%)
yycyyc,MASTER,203점,519승 517패 (50.10%)
삼척서천산하동색,MASTER,203점,150승 113패 (57.03%)
Grab to Kill,MASTER,203점,115승 95패 (54.76%)
하고 싶은거 하기,MASTER,203점,348승 331패 (51.25%)
TOPKING,MASTER,203점,378승 371패 (50.47%)
미드주셈아님안함,MASTER,202점,72승 51패 (58.54%)
chong kai yi qie,MASTER,202점,351승 323패 (52.08%)
타 잔,MASTER,202점,119승 105패 (53.12%)
Binnin,MASTER,202점,97승 84패 (53.59%)
툴 립,MASTER,202점,339승 325패 (51.05%)
ART LEE,MASTER,202점,476승 433패 (52.37%)
세과할,MASTER,202점,235승 202패 (53.78%)
Enosh Fan,MASTER,202점,322승 293패 (52.36%)
GaIlo,MASTER,202점,67승 33패 (67.00%)
평타 약해요,MASTER,202점,287승 261패 (52.37%)
beerwine,MASTER,202점,152승 137패 (52.60%)
수댕삼,MASTER,202점,253승 231패 (52.27%)
숟가락귀환,MASTER,202점,541승 527패 (50.66%)
괴물쥐,MASTER,202점,191승 165패 (53.65%)
문맹구,MASTER,202점,280승 258패 (52.04%)
딩거개충새기,MASTER,202점,125승 109패 (53.42%)
볼빨간,MASTER,202점,150승 124패 (54.74%)
2019년10월30일,MASTER,202점,102승 84패 (54.84%)
Chloe,MASTER,202점,135승 103패 (56.72%)
giliels,MASTER,202점,135승 107패 (55.79%)
사이좋게합시당,MASTER,202점,150승 122패 (55.15%)
퇴근 후 출근,MASTER,201점,199승 173패 (53.49%)
2004년 7월 14일,MASTER,201점,527승 500패 (51.31%)
늙은 것이 부끄럽니,MASTER,201점,80승 77패 (50.96%)
HIDE,MASTER,201점,73승 53패 (57.94%)
릭사이,MASTER,201점,90승 77패 (53.89%)
zhang ya wu zhao,MASTER,201점,131승 83패 (61.21%)
Gamin,MASTER,201점,262승 244패 (51.78%)
justlikethatkr,MASTER,201점,108승 66패 (62.07%)
이명박,MASTER,201점,109승 102패 (51.66%)
늘완벽해지고싶다,MASTER,201점,98승 76패 (56.32%)
뒷골목신문지,MASTER,201점,148승 127패 (53.82%)
13ird head,MASTER,201점,141승 152패 (48.12%)
아기 멍우,MASTER,201점,205승 201패 (50.49%)
그게절망인가요,MASTER,201점,98승 88패 (52.69%)
냥 이,MASTER,201점,233승 218패 (51.66%)
030329,MASTER,201점,168승 153패 (52.34%)
샤코 어똔데,MASTER,201점,96승 92패 (51.06%)
이진섭,MASTER,201점,386승 374패 (50.79%)
1성 원딜,MASTER,201점,86승 84패 (50.59%)
키아나,MASTER,201점,163승 153패 (51.58%)
J              5,MASTER,201점,94승 68패 (58.02%)
인생날먹하고싶어,MASTER,201점,140승 126패 (52.63%)
대왕멸치,MASTER,201점,196승 165패 (54.29%)
S2괴도호섭짱짱S2,MASTER,201점,223승 210패 (51.50%)
김홍순2,MASTER,201점,162승 142패 (53.29%)
옥 돌,MASTER,201점,327승 309패 (51.42%)
6974697469746974,MASTER,201점,116승 89패 (56.59%)
IVE REI,MASTER,201점,140승 125패 (52.83%)
동 옹,MASTER,201점,69승 53패 (56.56%)
Cool Last,MASTER,201점,74승 56패 (56.92%)
LEE,MASTER,201점,228승 212패 (51.82%)
Wave IP,MASTER,201점,147승 108패 (57.65%)
Dogu is good,MASTER,201점,159승 126패 (55.79%)
제 니,MASTER,201점,283승 271패 (51.08%)
주체못하는 원딜,MASTER,200점,188승 167패 (52.96%)
지 존,MASTER,200점,147승 134패 (52.31%)
인생담배,MASTER,200점,257승 238패 (51.92%)
모바일상점고객,MASTER,200점,206승 187패 (52.42%)
I H,MASTER,200점,115승 76패 (60.21%)
센 건,MASTER,200점,110승 89패 (55.28%)
종신양로불왕백보,MASTER,200점,281승 263패 (51.65%)
미드는 Faker,MASTER,200점,63승 44패 (58.88%)
bouldering,MASTER,200점,63승 34패 (64.95%)
AFTV 종혁,MASTER,200점,75승 48패 (60.98%)
네 몸 쩔더라,MASTER,200점,153승 137패 (52.76%)
미 드,MASTER,200점,303승 298패 (50.42%)
병기형이다z,MASTER,200점,188승 172패 (52.22%)
답이보여,MASTER,200점,73승 56패 (56.59%)
HLE Clorik,MASTER,200점,376승 360패 (51.09%)
개 우,MASTER,200점,90승 72패 (55.56%)
미드게임제발,MASTER,200점,146승 124패 (54.07%)
10킬100데스,MASTER,200점,56승 43패 (56.57%)
Mystic,MASTER,200점,153승 124패 (55.23%)
원우기,MASTER,200점,81승 63패 (56.25%)
커피 담배 술 ,MASTER,200점,161승 141패 (53.31%)
송박사님을아세용,MASTER,200점,175승 158패 (52.55%)
Teacher,MASTER,199점,144승 126패 (53.33%)
선취킬,MASTER,199점,741승 727패 (50.48%)
하자라인안감,MASTER,199점,422승 368패 (53.42%)
루시우스의 하인,MASTER,199점,317승 286패 (52.57%)
어째서인지,MASTER,199점,128승 111패 (53.56%)
오락가락끼릭가락,MASTER,199점,125승 104패 (54.59%)
갈비찜덮밥,MASTER,199점,287승 240패 (54.46%)
니 동선 그거 참 구려,MASTER,199점,69승 57패 (54.76%)
금몽이 포,MASTER,199점,51승 29패 (63.75%)
승택전용1호노예,MASTER,199점,291승 238패 (55.01%)
숨의인생,MASTER,199점,305승 268패 (53.23%)
reretire,MASTER,199점,107승 88패 (54.87%)
전 세 종,MASTER,199점,100승 82패 (54.95%)
협곡의브루스웨인,MASTER,199점,117승 87패 (57.35%)
당신의 아이돌,MASTER,198점,186승 162패 (53.45%)
v8800,MASTER,198점,112승 92패 (54.90%)
서고독,MASTER,198점,156승 137패 (53.24%)
OH  경주,MASTER,198점,207승 199패 (50.99%)
쭈꾸미와곱창,MASTER,198점,110승 89패 (55.28%)
I need status,MASTER,198점,354승 313패 (53.07%)
배리나,MASTER,198점,143승 127패 (52.96%)
Got your Heart,MASTER,198점,337승 322패 (51.14%)
싱싱마약상태,MASTER,198점,229승 198패 (53.63%)
바이오하자드,MASTER,198점,350승 369패 (48.68%)
tabitabi,MASTER,198점,180승 167패 (51.87%)
한민고,MASTER,197점,125승 115패 (52.08%)
나는야긍정사나이,MASTER,197점,167승 142패 (54.05%)
Praise,MASTER,197점,79승 69패 (53.38%)
Mors,MASTER,197점,67승 46패 (59.29%)
징크스 고수,MASTER,197점,140승 122패 (53.44%)
정인미워요,MASTER,197점,142승 122패 (53.79%)
챌미만 채팅x,MASTER,197점,61승 49패 (55.45%)
채다빙,MASTER,197점,282승 233패 (54.76%)
goaz,MASTER,197점,378승 359패 (51.29%)
김병만,MASTER,197점,79승 67패 (54.11%)
MAOKAlKING,MASTER,197점,99승 82패 (54.70%)
헤카림페늬스,MASTER,197점,301승 258패 (53.85%)
준딱다구리,MASTER,197점,457승 443패 (50.78%)
마늘비빔밥,MASTER,197점,84승 66패 (56.00%)
옥지와빵빵이,MASTER,197점,114승 96패 (54.29%)
dui wei ,MASTER,197점,275승 220패 (55.56%)
휴지통,MASTER,197점,152승 122패 (55.47%)
yoon9182,MASTER,197점,133승 109패 (54.96%)
약펀치강펀치,MASTER,196점,104승 90패 (53.61%)
강붕스1,MASTER,196점,171승 163패 (51.20%)
고대연,MASTER,196점,283승 270패 (51.18%)
겨 울,MASTER,196점,196승 183패 (51.72%)
이춘봉,MASTER,196점,106승 90패 (54.08%)
종 훈,MASTER,196점,126승 112패 (52.94%)
내식사를방해할생각인가,MASTER,196점,98승 79패 (55.37%)
유미를 탄 제라스,MASTER,196점,170승 150패 (53.12%)
병sin챔프만함,MASTER,196점,129승 90패 (58.90%)
아재얼귤,MASTER,196점,74승 55패 (57.36%)
롤은 3vs3 게임,MASTER,196점,111승 80패 (58.12%)
역천괴,MASTER,196점,113승 107패 (51.36%)
사연좀들어줘요,MASTER,196점,261승 249패 (51.18%)
주사위형,MASTER,196점,337승 300패 (52.90%)
나 기싱 꿍꺼또,MASTER,196점,335승 306패 (52.26%)
스트레스성장애,MASTER,196점,152승 138패 (52.41%)
각성훈도,MASTER,196점,193승 173패 (52.73%)
zyzuzizozp,MASTER,196점,146승 137패 (51.59%)
후추해안,MASTER,196점,129승 120패 (51.81%)
dustmqrPwjd,MASTER,195점,62승 42패 (59.62%)
2024GGFAFA,MASTER,195점,206승 193패 (51.63%)
생각의가지를잘라,MASTER,195점,343승 329패 (51.04%)
ValuablePerson,MASTER,195점,166승 136패 (54.97%)
Dorian3,MASTER,195점,508승 494패 (50.70%)
i s lovely,MASTER,195점,245승 192패 (56.06%)
남궁보성,MASTER,195점,214승 200패 (51.69%)
뭘 그레놀라 요,MASTER,195점,240승 186패 (56.34%)
Badman1,MASTER,195점,176승 162패 (52.07%)
T ARA 지연,MASTER,195점,164승 142패 (53.59%)
ytjytkj,MASTER,195점,449승 431패 (51.02%)
아무무,MASTER,195점,74승 63패 (54.01%)
             Ikz,MASTER,195점,163승 149패 (52.24%)
기타 잘치는 남자,MASTER,195점,157승 131패 (54.51%)
LV5 애벌레,MASTER,195점,221승 195패 (53.12%)
족돌2,MASTER,195점,207승 174패 (54.33%)
다삯2,MASTER,194점,56승 39패 (58.95%)
지민짱짱143,MASTER,194점,70승 42패 (62.50%)
광 젠,MASTER,194점,131승 116패 (53.04%)
베트남 84,MASTER,194점,334승 303패 (52.43%)
그러러러러,MASTER,194점,96승 80패 (54.55%)
AICIVA,MASTER,194점,315승 275패 (53.39%)
luvc,MASTER,194점,323승 316패 (50.55%)
winter,MASTER,194점,134승 119패 (52.96%)
pdxsm3,MASTER,194점,236승 199패 (54.25%)
드라시르,MASTER,194점,268승 264패 (50.38%)
야수 토리,MASTER,194점,105승 71패 (59.66%)
Awake,MASTER,194점,102승 90패 (53.12%)
푸 잰,MASTER,194점,163승 151패 (51.91%)
수 피,MASTER,194점,219승 182패 (54.61%)
눈사람,MASTER,194점,37승 20패 (64.91%)
꿈이있어요,MASTER,194점,174승 157패 (52.57%)
자일리톨 껌,MASTER,194점,149승 124패 (54.58%)
하리보광인,MASTER,194점,115승 99패 (53.74%)
아이묭,MASTER,193점,268승 253패 (51.44%)
R8 r,MASTER,193점,229승 216패 (51.46%)
めいきゅう,MASTER,193점,110승 95패 (53.66%)
King,MASTER,193점,173승 123패 (58.45%)
모범택시z,MASTER,193점,155승 125패 (55.36%)
패 뱅,MASTER,193점,240승 224패 (51.72%)
흑감자,MASTER,193점,226승 208패 (52.07%)
Ryu,MASTER,193점,172승 163패 (51.34%)
hide on bush,MASTER,193점,197승 157패 (55.65%)
안약넣을나이,MASTER,193점,79승 65패 (54.86%)
JustHateThatKR,MASTER,193점,61승 46패 (57.01%)
기립박스,MASTER,193점,414승 389패 (51.56%)
채소 케일,MASTER,193점,114승 77패 (59.69%)
축구는 박주영,MASTER,193점,52승 28패 (65.00%)
역천괴,MASTER,193점,157승 141패 (52.68%)
카 밀,MASTER,193점,372승 352패 (51.38%)
정복자 아칼리,MASTER,193점,212승 199패 (51.58%)
서포터초아,MASTER,193점,60승 43패 (58.25%)
째끼춘,MASTER,193점,38승 24패 (61.29%)
뭉게구름,MASTER,193점,306승 285패 (51.78%)
문어까와,MASTER,193점,123승 110패 (52.79%)
포 항,MASTER,193점,55승 38패 (59.14%)
23범,MASTER,192점,101승 92패 (52.33%)
말짱고양이,MASTER,192점,467승 448패 (51.04%)
전북대박건용,MASTER,192점,205승 185패 (52.56%)
07프로저격수,MASTER,192점,443승 403패 (52.36%)
종달새,MASTER,192점,470승 454패 (50.87%)
cuicuisha,MASTER,192점,264승 221패 (54.43%)
리그오브레전드,MASTER,192점,158승 149패 (51.47%)
조건제,MASTER,192점,641승 616패 (50.99%)
정태냥,MASTER,192점,157승 117패 (57.30%)
인완교,MASTER,192점,120승 98패 (55.05%)
1 AP Lux,MASTER,192점,146승 128패 (53.28%)
고수달,MASTER,192점,93승 73패 (56.02%)
섹재원,MASTER,192점,230승 217패 (51.45%)
진지하게임하다,MASTER,191점,243승 228패 (51.59%)
리 신,MASTER,191점,160승 126패 (55.94%)
럼 블,MASTER,191점,226승 176패 (56.22%)
J M J,MASTER,191점,110승 72패 (60.44%)
다시절정,MASTER,191점,122승 118패 (50.83%)
현 솔,MASTER,191점,78승 53패 (59.54%)
혁123,MASTER,191점,150승 122패 (55.15%)
jg tool,MASTER,191점,370승 347패 (51.60%)
나무는서서죽는다,MASTER,191점,76승 61패 (55.47%)
영붕이,MASTER,191점,72승 38패 (65.45%)
방송인들맵좀가려,MASTER,191점,429승 411패 (51.07%)
박치기 공룡1234,MASTER,191점,128승 114패 (52.89%)
미니언,MASTER,191점,106승 77패 (57.92%)
아이고 나죽네용,MASTER,191점,252승 238패 (51.43%)
탑갱가면대충함,MASTER,191점,354승 346패 (50.57%)
날화나게하지마,MASTER,191점,121승 94패 (56.28%)
012199 ,MASTER,191점,95승 75패 (55.88%)
Xiaoxin,MASTER,191점,314승 305패 (50.73%)
yssenb,MASTER,190점,168승 166패 (50.30%)
시간아까워,MASTER,190점,155승 145패 (51.67%)
너바Go클랜,MASTER,190점,381승 364패 (51.14%)
liulanghan,MASTER,190점,155승 138패 (52.90%)
8연승,MASTER,190점,332승 291패 (53.29%)
Top Azir,MASTER,190점,185승 172패 (51.82%)
체급깡패 은가누,MASTER,190점,316승 292패 (51.97%)
qwsazsde,MASTER,190점,114승 100패 (53.27%)
이름지을거없다,MASTER,190점,100승 83패 (54.64%)
흐물흐물콩나물,MASTER,190점,170승 128패 (57.05%)
대 희,MASTER,190점,127승 112패 (53.14%)
올래농원감귤감귤,MASTER,190점,87승 70패 (55.41%)
루트김,MASTER,190점,291승 275패 (51.41%)
Highneess,MASTER,189점,533승 513패 (50.96%)
스누피,MASTER,189점,403승 392패 (50.69%)
프로즌,MASTER,189점,189승 169패 (52.79%)
윤애옹,MASTER,189점,134승 114패 (54.03%)
지훈백크,MASTER,189점,192승 164패 (53.93%)
럼선생S7,MASTER,189점,53승 32패 (62.35%)
reset syndrome,MASTER,189점,329승 313패 (51.25%)
도 형,MASTER,189점,256승 247패 (50.89%)
잌근태,MASTER,189점,274승 235패 (53.83%)
기름같은 카이팅,MASTER,189점,86승 67패 (56.21%)
음색요정 김채원,MASTER,189점,74승 45패 (62.18%)
Focuskiney,MASTER,189점,305승 289패 (51.35%)
The Next Target ,MASTER,189점,219승 193패 (53.16%)
자 찍습니다,MASTER,189점,207승 200패 (50.86%)
해 킹,MASTER,189점,246승 206패 (54.42%)
탑칼챔KDA1 오픈,MASTER,189점,152승 139패 (52.23%)
울고시퍼,MASTER,189점,129승 109패 (54.20%)
08군번,MASTER,189점,101승 84패 (54.59%)
Ukka GmanHae,MASTER,189점,212승 197패 (51.83%)
MEWd,MASTER,189점,197승 181패 (52.12%)
황준형,MASTER,189점,327승 309패 (51.42%)
rainowo,MASTER,188점,213승 203패 (51.20%)
현예슬,MASTER,188점,141승 122패 (53.61%)
따잉크,MASTER,188점,93승 69패 (57.41%)
CU초코에몽도둑,MASTER,188점,106승 86패 (55.21%)
KR1 AD King,MASTER,188점,271승 256패 (51.42%)
멍뭉먕먕,MASTER,188점,190승 146패 (56.55%)
정 글,MASTER,188점,154승 144패 (51.68%)
20분100스택,MASTER,188점,65승 50패 (56.52%)
BEIFENG,MASTER,188점,274승 260패 (51.31%)
Dragon God King,MASTER,188점,322승 256패 (55.71%)
love hashira,MASTER,188점,257승 240패 (51.71%)
ZAC,MASTER,188점,111승 98패 (53.11%)
사령관카타리나,MASTER,188점,209승 190패 (52.38%)
뱅 찬,MASTER,188점,177승 164패 (51.91%)
So Hot,MASTER,188점,271승 252패 (51.82%)
나랑 협곡하자,MASTER,188점,81승 51패 (61.36%)
수원맛집꽃봉우리,MASTER,188점,263승 238패 (52.50%)
김다니엘,MASTER,188점,168승 115패 (59.36%)
기 업,MASTER,187점,60승 45패 (57.14%)
Lucy,MASTER,187점,276승 242패 (53.28%)
ZEDKlNG,MASTER,187점,214승 205패 (51.07%)
xing zhui yue,MASTER,187점,190승 182패 (51.08%)
함수초1,MASTER,187점,413승 405패 (50.49%)
tiantiankaixin2,MASTER,187점,529승 495패 (51.66%)
팜하니 아커만,MASTER,187점,430승 416패 (50.83%)
승식요정,MASTER,187점,155승 122패 (55.96%)
Tlongg,MASTER,187점,603승 594패 (50.38%)
Kelon,MASTER,187점,240승 206패 (53.81%)
아코스티,MASTER,187점,103승 89패 (53.65%)
같이놀아줄게,MASTER,187점,85승 69패 (55.19%)
죽는건싫어요,MASTER,187점,203승 173패 (53.99%)
슈퍼스타이재명,MASTER,187점,78승 55패 (58.65%)
파 득,MASTER,187점,115승 112패 (50.66%)
신바드N,MASTER,187점,197승 166패 (54.27%)
smeaue,MASTER,187점,77승 61패 (55.80%)
기구한운명의탑솔,MASTER,187점,114승 92패 (55.34%)
낙서공책,MASTER,187점,127승 116패 (52.26%)
k mid,MASTER,187점,162승 143패 (53.11%)
영 감,MASTER,187점,84승 65패 (56.38%)
권두환,MASTER,187점,149승 96패 (60.82%)
Yodle,MASTER,187점,105승 92패 (53.30%)
쌘 쥐,MASTER,187점,122승 99패 (55.20%)
아칼리,MASTER,186점,648승 641패 (50.27%)
