name,tear,score,rate
DK Rahel,C,"1,130 LP",322승 322패 54.6%
God Thunder,C,"1,127 LP",531승 531패 52.2%
행운이 따르기를,C,"1,122 LP",274승 274패 54.6%
LSB,C,"1,122 LP",226승 226패 56.1%
FA ady,C,"1,122 LP",554승 554패 52.0%
라 코,C,"1,120 LP",221승 221패 55.1%
Loopy,C,"1,120 LP",334승 334패 53.9%
AYELGODLIKEMODE,C,"1,118 LP",246승 246패 60.7%
qeqzxweqvr1212,C,"1,113 LP",292승 292패 54.7%
Shadow Nia,C,"1,111 LP",203승 203패 58.7%
M G,C,"1,110 LP",483승 483패 53.2%
pout2023,C,"1,110 LP",350승 350패 54.3%
K love Jiao,C,"1,107 LP",278승 278패 54.8%
stay,C,"1,106 LP",326승 326패 54.2%
용병456,C,"1,106 LP",320승 320패 54.1%
Gryffinn,C,"1,106 LP",136승 136패 66.3%
dyjkbysb,C,"1,104 LP",174승 174패 59.0%
땅굴팀 미드,C,"1,103 LP",194승 194패 55.6%
300warriors,C,"1,102 LP",432승 432패 53.8%
기 회,C,"1,102 LP",195승 195패 56.7%
칼과 창 방패,C,"1,100 LP",399승 399패 53.1%
Mute,C,"1,099 LP",301승 301패 52.6%
Clozer,C,"1,099 LP",180승 180패 60.0%
piop5,C,"1,096 LP",304승 304패 54.2%
hanni fans,C,"1,095 LP",172승 172패 61.9%
피자사줬더니올리브만빼먹는이도윤,C,"1,094 LP",220승 220패 56.8%
헤 돈,C,"1,093 LP",191승 191패 58.6%
길가다가까까사달라고조르는이도윤,C,"1,092 LP",200승 200패 56.5%
BRO Enosh,C,"1,091 LP",667승 667패 51.8%
Forest,C,"1,090 LP",546승 546패 51.8%
ahahahhhhhh,C,"1,089 LP",354승 354패 53.9%
chainasawman,C,"1,087 LP",421승 421패 53.7%
aowamzosq,C,"1,087 LP",314승 314패 54.3%
Mireu,C,"1,085 LP",184승 184패 59.7%
Chu성훈,C,"1,085 LP",482승 482패 52.2%
도천지,C,"1,081 LP",416승 416패 52.9%
langmanbusi,C,"1,081 LP",423승 423패 53.2%
Bae Suzy,C,"1,076 LP",314승 314패 53.5%
luck dog,C,"1,075 LP",237승 237패 54.9%
yskmismyson,C,"1,074 LP",233승 233패 54.6%
Citrus,C,"1,074 LP",776승 776패 51.9%
UmTi,C,"1,074 LP",177승 177패 56.5%
한알한알달,C,"1,073 LP",378승 378패 54.6%
Pooh,C,"1,073 LP",435승 435패 52.6%
JJHXHUN,C,"1,072 LP",718승 718패 51.8%
백 호,C,"1,070 LP",467승 467패 53.1%
snunup,C,"1,069 LP",407승 407패 53.3%
Daystar,C,"1,067 LP",160승 160패 60.2%
반년롤접다옴,C,"1,066 LP",172승 172패 58.1%
jhqdyqkd,C,"1,066 LP",753승 753패 52.7%
haiyaoduojiu,C,"1,065 LP",691승 691패 51.8%
Indexy,C,"1,063 LP",361승 361패 53.0%
g g,C,"1,060 LP",229승 229패 55.4%
하늘이펼쳐지는밤,C,"1,057 LP",136승 136패 60.2%
쪼렙이다말로하자,C,"1,057 LP",273승 273패 53.6%
나의본색,C,"1,057 LP",287승 287패 55.6%
T1 Gumayusi,C,"1,057 LP",298승 298패 54.0%
Deft,C,"1,054 LP",370승 370패 52.9%
정말 재밌지않니,C,"1,049 LP",273승 273패 54.5%
90 마린,C,"1,048 LP",381승 381패 54.0%
소년가장 원딜,C,"1,047 LP",302승 302패 53.5%
은가뉴,C,"1,045 LP",243승 243패 55.2%
뇌 녹 사,C,"1,044 LP",333승 333패 53.5%
poome,C,"1,043 LP",231승 231패 55.8%
거리에서,C,"1,041 LP",207승 207패 58.5%
라쿤99,C,"1,041 LP",199승 199패 56.4%
nAts2,C,"1,040 LP",383승 383패 54.2%
생각이 통달하다,C,"1,039 LP",574승 574패 52.3%
qiowirz,C,"1,038 LP",528승 528패 52.3%
생품이,C,"1,036 LP",391승 391패 53.3%
괴물쥐,GM,"1,036 LP",311승 311패 55.8%
나도 신경 쓰지 않는다,C,"1,036 LP",191승 191패 56.7%
haiyaonuli,C,"1,031 LP",473승 473패 53.0%
Guti,C,"1,027 LP",372승 372패 52.8%
ben dan she shou,C,"1,027 LP",388승 388패 55.9%
rkswjfgkqslek,C,"1,026 LP",444승 444패 52.7%
quanliyifu,C,"1,026 LP",420승 420패 52.8%
noobldrzzzzz,C,"1,026 LP",328승 328패 53.2%
동글동글빵빵,C,"1,024 LP",206승 206패 56.7%
난화내,C,"1,024 LP",255승 255패 54.3%
Upgrade 할거야,C,"1,024 LP",438승 438패 52.6%
신분이 매우 굳다,C,"1,023 LP",480승 480패 53.3%
바지를 벗어,C,"1,022 LP",200승 200패 56.8%
스눈이,C,"1,022 LP",315승 315패 52.9%
VIICHAN,C,"1,022 LP",311승 311패 57.0%
송도 톰 하디,C,"1,021 LP",160승 160패 61.1%
xccxcxcs,C,"1,021 LP",379승 379패 53.8%
재석종우상길찬호두홍진석강현만수,C,"1,020 LP",326승 326패 51.9%
취미죽기특기죽기,C,"1,019 LP",174승 174패 60.2%
라쿤99,C,"1,018 LP",418승 418패 53.6%
미소 엄마3,C,"1,017 LP",351승 351패 53.8%
qwersdxzsa,C,"1,017 LP",363승 363패 56.0%
잭장군 이현,C,"1,016 LP",298승 298패 54.1%
Qing,C,"1,016 LP",401승 401패 53.1%
BRO Kangin,C,"1,016 LP",464승 464패 52.0%
My Stupid ChoGod,C,"1,014 LP",187승 187패 56.0%
Zac,C,"1,012 LP",318승 318패 54.0%
NS Jiwoo,C,"1,010 LP",321승 321패 53.2%
악 신,C,"1,009 LP",138승 138패 60.0%
Palette,C,"1,009 LP",420승 420패 53.0%
Supreme,C,"1,007 LP",155승 155패 58.9%
적수가없는사람,C,"1,005 LP",148승 148패 59.4%
델리델리델리빵,C,"1,005 LP",350승 350패 53.6%
nddn,C,"1,005 LP",338승 338패 53.9%
NS REDFORCE,C,"1,005 LP",335승 335패 52.9%
YURI,C,"1,004 LP",425승 425패 52.5%
멍청이,C,"1,004 LP",322승 322패 53.3%
dlrj,C,"1,003 LP",227승 227패 56.5%
YHS1,C,"1,003 LP",454승 454패 52.7%
hold me7,C,"1,002 LP",464승 464패 52.2%
타 잔,C,"1,001 LP",313승 313패 54.0%
autofill queue,C,"1,000 LP",369승 369패 54.4%
NEED HER,C,999 LP,423승 423패 52.7%
결혼말고는다했나봐,C,998 LP,554승 554패 52.0%
그라가스할래요,C,997 LP,234승 234패 53.8%
김정민,C,995 LP,256승 256패 54.4%
fisherr,C,995 LP,499승 499패 52.2%
kakaxi7,C,994 LP,440승 440패 55.1%
이 차가 식기전에,C,993 LP,295승 295패 53.5%
FA 2005,C,993 LP,695승 695패 51.4%
Yusoo,C,992 LP,335승 335패 53.4%
NS Carim,C,992 LP,165승 165패 57.1%
걍내잘못임,C,991 LP,346승 346패 53.8%
시간의 숲,C,989 LP,267승 267패 54.3%
Loopy,C,988 LP,145승 145패 60.7%
kyunang,C,986 LP,178승 178패 57.4%
Brance,C,986 LP,299승 299패 54.3%
130815,C,985 LP,180승 180패 57.9%
나카노 니노,C,984 LP,131승 131패 62.4%
이광수,C,983 LP,630승 630패 51.6%
끗빵왕,C,982 LP,302승 302패 53.2%
qweasdcxz,C,982 LP,177승 177패 55.7%
졸귀뽀시,C,980 LP,359승 359패 53.5%
Zeus,C,979 LP,226승 226패 55.8%
Castle,C,979 LP,335승 335패 53.1%
그 맛은궁진하다,C,978 LP,242승 242패 55.3%
용병457,C,973 LP,371승 371패 52.6%
Viper,C,973 LP,235승 235패 55.2%
hei si yyds,C,972 LP,307승 307패 53.3%
baybayya,C,972 LP,226승 226패 55.1%
추요정,C,971 LP,123승 123패 60.9%
real gankster,C,971 LP,404승 404패 52.7%
NS HH,C,971 LP,377승 377패 52.5%
Bvoy,C,971 LP,357승 357패 54.5%
K T,C,969 LP,223승 223패 55.5%
cikcik,C,969 LP,284승 284패 53.8%
Burdol2,C,969 LP,186승 186패 56.7%
enenenenang,C,967 LP,389승 389패 52.9%
セリザワ タマオ,C,967 LP,240승 240패 54.4%
Reoki,C,966 LP,445승 445패 52.9%
Cold,C,964 LP,145승 145패 57.1%
갈과 배 음료,C,964 LP,387승 387패 53.2%
tree supporter,C,963 LP,150승 150패 60.5%
하준상,C,960 LP,200승 200패 55.2%
xing zhui yue,C,960 LP,369승 369패 53.2%
lactea420,C,960 LP,244승 244패 54.5%
벌꿀허태범,C,959 LP,383승 383패 52.7%
Kujo Miki,C,959 LP,143승 143패 57.9%
nordlys,C,958 LP,320승 320패 55.0%
Chillin Homie,C,958 LP,108승 108패 67.5%
호시노 아이,C,958 LP,324승 324패 54.3%
business boy,C,957 LP,152승 152패 57.8%
SOODANGKIM,C,957 LP,160승 160패 60.4%
FA 카니아,C,957 LP,180승 180패 57.0%
locn,C,956 LP,245승 245패 50.9%
aetcal,C,956 LP,227승 227패 56.2%
호잇이,C,955 LP,187승 187패 57.2%
땅굴팀 미드,C,955 LP,193승 193패 56.9%
자신감을잃지말자,C,954 LP,480승 480패 51.7%
Rose bloomforyou,C,954 LP,288승 288패 53.4%
Minit,C,953 LP,252승 252패 54.1%
FA Smlz,C,953 LP,396승 396패 52.5%
Croquette,C,953 LP,368승 368패 52.1%
언니우기,C,952 LP,241승 241패 54.4%
남지패기,GM,950 LP,476승 476패 52.4%
zaqwxsecdrfv,C,950 LP,353승 353패 55.2%
Attack Fight,GM,950 LP,369승 369패 52.8%
손주녁,GM,949 LP,195승 195패 55.9%
갑 각 류,C,949 LP,219승 219패 55.6%
왕자님 나가신다,C,948 LP,93승 93패 62.8%
Selam,C,947 LP,138승 138패 58.7%
르세라핌 정훈,C,947 LP,178승 178패 62.9%
daoxinwengu1,C,946 LP,499승 499패 52.3%
Zest,C,946 LP,428승 428패 51.9%
붐칙칵칙,C,945 LP,500승 500패 52.1%
마인크래트프,C,945 LP,154승 154패 58.3%
다없수질,C,945 LP,110승 110패 66.3%
greatest effort,C,945 LP,677승 677패 52.8%
wasdqewasd,C,943 LP,265승 265패 54.8%
Witt,C,943 LP,131승 131패 60.1%
OneZang,C,941 LP,261승 261패 54.1%
막강주니,C,940 LP,416승 416패 52.9%
choice2,GM,940 LP,485승 485패 52.6%
Just NT,C,940 LP,239승 239패 54.9%
ShrimpVicious,C,939 LP,349승 349패 53.3%
720Cloud,GM,937 LP,292승 292패 55.5%
Smash,C,936 LP,150승 150패 53.4%
coolran,C,934 LP,359승 359패 52.6%
Ilumiss,GM,933 LP,272승 272패 56.8%
걱정말아요 그대,GM,932 LP,250승 250패 57.2%
보스고영희,GM,930 LP,253승 253패 56.0%
ucal,GM,929 LP,218승 218패 54.9%
MiloBramble,GM,929 LP,413승 413패 53.6%
huiliyi,GM,927 LP,220승 220패 55.0%
Yoru God,GM,925 LP,361승 361패 53.2%
파 바,GM,924 LP,90승 90패 70.9%
Calix,GM,921 LP,348승 348패 52.4%
김 군,GM,920 LP,185승 185패 55.9%
McDonalds,GM,920 LP,333승 333패 53.8%
창문열지마 추워,GM,919 LP,399승 399패 52.6%
T1 Gumayusi,C,917 LP,143승 143패 56.1%
DRX,GM,917 LP,328승 328패 53.8%
bababaabam,GM,916 LP,121승 121패 59.9%
HAUZ 23,C,916 LP,213승 213패 56.2%
Fzz gege,GM,913 LP,612승 612패 52.0%
기묘진,C,910 LP,306승 306패 54.6%
Demonstrator,GM,909 LP,74승 74패 63.8%
Happynewyear1,GM,908 LP,283승 283패 54.8%
Chancedong,GM,907 LP,185승 185패 55.6%
모나XahegaoX감우,GM,906 LP,209승 209패 57.6%
HLE Loki,GM,905 LP,480승 480패 52.1%
gnoeiwngonge,GM,904 LP,636승 636패 54.2%
길들여진 코끼리,GM,903 LP,292승 292패 55.6%
йejbazz,GM,903 LP,309승 309패 54.1%
Swamp,GM,901 LP,577승 577패 51.8%
DRX Juhana,GM,901 LP,633승 633패 51.7%
코쿠시보 데이찌,GM,900 LP,228승 228패 55.7%
12452354,GM,900 LP,164승 164패 59.4%
nsk4498,GM,899 LP,173승 173패 57.5%
Pizano,GM,894 LP,485승 485패 52.3%
Honpi,GM,893 LP,363승 363패 52.7%
노 루,GM,893 LP,175승 175패 56.1%
쪼렙이다말로하자,GM,890 LP,414승 414패 54.6%
HLE Tempester,GM,889 LP,392승 392패 52.8%
swordart7,GM,889 LP,232승 232패 55.8%
Pungyeon,GM,889 LP,524승 524패 51.8%
lql9t,GM,888 LP,143승 143패 63.0%
다훈갓,GM,887 LP,218승 218패 54.6%
Baut,GM,887 LP,204승 204패 58.8%
xiaoshengnaideli,GM,886 LP,266승 266패 57.1%
Destiny,GM,886 LP,325승 325패 52.2%
xXiaoxiangG,GM,884 LP,322승 322패 53.8%
Jerma985,GM,884 LP,208승 208패 56.7%
불가사의 카르테,GM,881 LP,249승 249패 54.1%
vchasdqwvg,GM,881 LP,170승 170패 57.0%
후회 첫날,C,880 LP,315승 315패 55.1%
잠을 뒤척이다,GM,879 LP,279승 279패 54.2%
NS Sounda,GM,878 LP,326승 326패 53.2%
르세라핌 정훈,GM,877 LP,167승 167패 59.6%
Dantalian,GM,877 LP,294승 294패 53.4%
dydwns7667,C,874 LP,170승 170패 55.4%
cmty,C,873 LP,532승 532패 51.9%
baozaopiqi,GM,873 LP,469승 469패 51.8%
DDahyuk,GM,871 LP,305승 305패 54.1%
풍선을 고백하다,GM,870 LP,168승 168패 61.5%
넥스트 챌린지,GM,869 LP,114승 114패 63.0%
730Cloud,GM,869 LP,290승 290패 53.7%
cosmos,C,868 LP,591승 591패 51.8%
Croco,GM,868 LP,101승 101패 60.8%
gelifeisi9,GM,867 LP,888승 888패 51.3%
AND4,GM,866 LP,234승 234패 57.6%
오랜만입니다,GM,865 LP,469승 469패 54.0%
매일 졸아요,GM,865 LP,148승 148패 61.7%
광동귀환,GM,865 LP,278승 278패 53.0%
카와이 뽀시,GM,864 LP,414승 414패 52.4%
괴물쥐쥐새끼,GM,864 LP,226승 226패 55.5%
헤리z,GM,863 LP,295승 295패 53.8%
woyaoshangzuanyi,GM,862 LP,407승 407패 53.3%
젱 글,GM,861 LP,408승 408패 52.6%
여자말걸지마세요,GM,861 LP,188승 188패 56.3%
메가 영재,GM,861 LP,540승 540패 51.6%
MlDMlD,GM,861 LP,206승 206패 57.7%
Vincenzo,GM,859 LP,455승 455패 52.2%
BRO Pollu,GM,859 LP,538승 538패 51.7%
Wo xing li,GM,857 LP,320승 320패 54.8%
못배운티벗어,GM,857 LP,254승 254패 58.5%
딜서폿 꿀잼,GM,857 LP,240승 240패 54.3%
난모든것에서Bear,GM,856 LP,207승 207패 54.5%
Ego Battle,GM,856 LP,519승 519패 51.6%
hide on bush,GM,856 LP,351승 351패 54.9%
elelelelyy,GM,854 LP,290승 290패 53.3%
벌레탑부수기,GM,853 LP,516승 516패 52.3%
Lotsoo,GM,853 LP,716승 716패 51.4%
BRO A JUG,GM,852 LP,313승 313패 53.1%
gaubeo202,GM,851 LP,444승 444패 54.3%
Saebyuck,GM,851 LP,487승 487패 52.0%
Kim Sang Hoon,GM,851 LP,329승 329패 52.4%
asdfzxcv,GM,850 LP,276승 276패 53.5%
hunter,GM,850 LP,648승 648패 51.8%
really luv u,GM,848 LP,427승 427패 52.6%
Keep Positive,GM,847 LP,196승 196패 57.0%
이야공,GM,845 LP,208승 208패 54.6%
아무것도몰라,GM,844 LP,197승 197패 54.7%
다딱이대갈통,GM,843 LP,238승 238패 55.3%
갑 각 류,GM,843 LP,175승 175패 57.2%
스낵면맛있다,GM,842 LP,147승 147패 58.3%
Pyke,GM,841 LP,396승 396패 52.5%
빡 표,GM,840 LP,1032승 1032패 51.0%
동 현,GM,840 LP,204승 204패 56.4%
수라차,GM,839 LP,236승 236패 54.1%
오브크,GM,838 LP,449승 449패 52.9%
Xbm,GM,838 LP,155승 155패 56.8%
질병게임1,GM,837 LP,602승 602패 52.1%
딸기따르트으,GM,837 LP,679승 679패 51.2%
asdasdzxc12,GM,837 LP,177승 177패 62.3%
쿠키당신은틀렸어,GM,835 LP,105승 105패 62.9%
Xiang Jian Ni,GM,834 LP,427승 427패 51.4%
케인인,GM,833 LP,362승 362패 52.6%
huyaqingchen,GM,831 LP,231승 231패 55.3%
Deer3,GM,831 LP,254승 254패 54.3%
바위주머니,GM,830 LP,205승 205패 56.5%
Hide on bush,GM,830 LP,306승 306패 53.1%
Sung Eun,GM,828 LP,253승 253패 54.5%
Let me sup,GM,828 LP,878승 878패 51.2%
xiaoqiupup,GM,827 LP,423승 423패 52.1%
나카노 니,GM,826 LP,177승 177패 56.4%
O0OOoO,GM,826 LP,936승 936패 51.2%
내핑좀들어,GM,825 LP,108승 108패 61.4%
Gen G Slayer,GM,825 LP,430승 430패 52.1%
xiaofangOW0,GM,824 LP,632승 632패 52.2%
KOJIMAO,GM,823 LP,320승 320패 52.9%
아발론친추주세요,GM,820 LP,171승 171패 56.4%
asdsa,GM,820 LP,261승 261패 54.3%
김점수,GM,819 LP,187승 187패 55.7%
전민혁,GM,817 LP,510승 510패 52.5%
asdkjfhgfasd,GM,817 LP,511승 511패 51.8%
Lancer,GM,816 LP,428승 428패 52.9%
General irel,GM,816 LP,308승 308패 52.7%
BRO Envy,GM,816 LP,334승 334패 54.3%
hui,GM,815 LP,243승 243패 56.4%
jusaka,GM,814 LP,193승 193패 55.3%
텔레비전,GM,813 LP,375승 375패 52.6%
바이탈,GM,813 LP,363승 363패 52.5%
젖통 살인사건,GM,812 LP,117승 117패 58.8%
물다이아,GM,812 LP,119승 119패 60.1%
rtmopgd,GM,812 LP,220승 220패 57.0%
사람위에사람없고,GM,811 LP,440승 440패 52.6%
돈 비 어프레이드,GM,810 LP,448승 448패 52.3%
공주전하,GM,810 LP,337승 337패 53.3%
apex1v1solo,GM,810 LP,248승 248패 53.4%
fengzhenguuu,GM,808 LP,258승 258패 56.3%
상욱Ryu,GM,806 LP,230승 230패 54.0%
실바니안두더지,GM,805 LP,175승 175패 56.8%
さようなら,GM,805 LP,148승 148패 55.6%
벌꿀유준엽,GM,804 LP,189승 189패 55.1%
qingshu y,GM,804 LP,313승 313패 53.5%
ooi3,GM,804 LP,186승 186패 56.2%
gnixaler,GM,804 LP,338승 338패 54.8%
드맨드맨핸드맨,GM,803 LP,272승 272패 54.0%
xianmiaozhun,GM,801 LP,572승 572패 51.6%
Takey,GM,800 LP,205승 205패 55.1%
샘 윗위키,GM,799 LP,169승 169패 58.5%
sanghyxxn,GM,799 LP,134승 134패 61.2%
첫째키아나여왕,GM,798 LP,347승 347패 53.5%
농심라면다내꺼야,GM,797 LP,276승 276패 52.8%
코뚱잉,GM,796 LP,469승 469패 52.6%
Wontae1,GM,796 LP,277승 277패 53.5%
내게 오는 길,GM,796 LP,339승 339패 52.5%
FATE,GM,795 LP,146승 146패 57.3%
Gy0soo,GM,795 LP,313승 313패 52.8%
오 뀨,GM,794 LP,579승 579패 51.7%
죽기 쉬운 사람,GM,794 LP,211승 211패 54.7%
삐에로가좋아,GM,794 LP,482승 482패 51.9%
jingxindeyi,GM,794 LP,1033승 1033패 50.9%
관 계,GM,793 LP,179승 179패 56.8%
쉔드백,GM,792 LP,217승 217패 54.4%
DRX Rascal,GM,791 LP,240승 240패 53.8%
 shirenshuoshuo,GM,790 LP,243승 243패 57.9%
goddic,GM,790 LP,159승 159패 56.6%
Focalors333,GM,790 LP,454승 454패 51.8%
238000,GM,790 LP,243승 243패 54.4%
Again,GM,789 LP,181승 181패 60.7%
라이언바 자두맛,GM,789 LP,262승 262패 58.7%
buyaofangaiwo,GM,789 LP,164승 164패 57.1%
광팔햄,GM,787 LP,327승 327패 52.7%
무등산NPC,GM,787 LP,215승 215패 54.4%
ooo,GM,786 LP,407승 407패 52.4%
나 경,GM,785 LP,270승 270패 52.3%
qwesadcxzb,GM,785 LP,376승 376패 54.9%
kkkkkk,GM,784 LP,215승 215패 56.4%
jkjkjkjkk,GM,783 LP,537승 537패 52.9%
DEFT,GM,783 LP,158승 158패 58.1%
하얗고예쁨,GM,782 LP,280승 280패 53.7%
WON IL,GM,781 LP,513승 513패 51.9%
리퀴드 브래들리,GM,779 LP,405승 405패 52.8%
디그디,GM,779 LP,265승 265패 55.7%
xxxxouooo,GM,779 LP,544승 544패 52.0%
oPhELiaA,GM,778 LP,262승 262패 53.7%
heibai,GM,778 LP,306승 306패 53.5%
핏빛 계약,GM,777 LP,262승 262패 52.8%
JUGKlNG,GM,777 LP,240승 240패 57.6%
yiqunsb,GM,774 LP,181승 181패 54.7%
Thug sup,GM,773 LP,226승 226패 54.7%
칠리 맛있어요,GM,772 LP,139승 139패 57.7%
렝꽁이,GM,771 LP,196승 196패 55.5%
scy19980304,GM,771 LP,373승 373패 53.4%
bee Kayle,GM,769 LP,128승 128패 58.4%
wenwhatwen,GM,768 LP,210승 210패 54.0%
펭 무,GM,766 LP,105승 105패 62.1%
때린다 너,GM,765 LP,100승 100패 64.9%
kid doll,GM,765 LP,218승 218패 54.8%
L0ts00,GM,764 LP,717승 717패 51.1%
 HanHuiRan,GM,764 LP,362승 362패 54.8%
참새우깡,GM,763 LP,325승 325패 53.1%
aierlanxiaozhu,GM,763 LP,248승 248패 53.7%
Daehu,GM,763 LP,372승 372패 52.5%
쿠크다스맛커피,GM,762 LP,266승 266패 54.2%
어중이 땡중이,GM,762 LP,607승 607패 51.4%
라파엘,GM,762 LP,441승 441패 52.3%
일상이 이상해요,GM,761 LP,203승 203패 53.3%
메카닉즘,GM,761 LP,308승 308패 53.5%
들개처럼,GM,760 LP,133승 133패 57.3%
Jidoja,GM,760 LP,169승 169패 56.5%
취권쓰는돼지,GM,759 LP,83승 83패 68.0%
아브레,GM,759 LP,120승 120패 58.5%
PandaCCC,GM,759 LP,395승 395패 54.5%
토마토계란면,GM,758 LP,236승 236패 53.0%
안봐주면 박지뭐,GM,758 LP,239승 239패 54.6%
angeles,GM,758 LP,262승 262패 54.5%
8년생 감자,GM,758 LP,260승 260패 53.7%
Winsome,GM,758 LP,115승 115패 63.2%
LunaLina,GM,757 LP,493승 493패 52.0%
10년생롤짱미드,GM,757 LP,119승 119패 62.3%
YONG2,GM,755 LP,208승 208패 54.9%
머하는지모르게따,GM,754 LP,260승 260패 53.4%
JaeYounge2,GM,754 LP,59승 59패 71.1%
