name,tear,score,rate
Vlad God,M,286 LP,248승 248패 60.3%
AFTV 종혁,M,286 LP,80승 80패 61.5%
호 종 원,M,285 LP,141승 141패 54.4%
윤수아 사랑해,M,285 LP,219승 219패 52.3%
원딜버리고겜,M,285 LP,146승 146패 51.0%
다이아는벌레소굴,M,285 LP,104승 104패 54.5%
Roadless Camelot,M,285 LP,94승 94패 59.9%
re wiйd,M,285 LP,455승 455패 51.0%
daily job man,M,285 LP,171승 171패 52.9%
Est No,M,285 LP,207승 207패 54.2%
94아재,M,285 LP,156승 156패 55.5%
00E,M,285 LP,71승 71패 60.2%
코그모,M,284 LP,280승 280패 51.9%
코 튼,M,284 LP,332승 332패 52.4%
봉화아리랑,M,284 LP,200승 200패 50.5%
이기적인선택,M,284 LP,392승 392패 51.3%
이민형,M,284 LP,271승 271패 56.5%
LeJongd,M,284 LP,179승 179패 53.8%
2243099310hy,M,284 LP,316승 316패 51.5%
주안제일검,M,283 LP,232승 232패 53.2%
ennen,M,283 LP,135승 135패 59.0%
서리라,M,283 LP,116승 116패 53.7%
모범택시z,M,283 LP,160승 160패 55.7%
정인호,M,283 LP,89승 89패 54.9%
YouTube 잭홍,M,283 LP,237승 237패 52.5%
TALONING,M,283 LP,250승 250패 51.2%
Jigoo,M,283 LP,241승 241패 52.3%
T1 Oner,M,282 LP,184승 184패 52.9%
데스노트,M,282 LP,378승 378패 50.9%
뿔 뽀,M,282 LP,221승 221패 52.2%
모르는자이기는법,M,282 LP,123승 123패 53.5%
다 삯,M,282 LP,166승 166패 51.4%
꽁한이,M,282 LP,267승 267패 50.1%
걱정도 팔자,M,282 LP,422승 422패 51.4%
huua3,M,282 LP,94승 94패 65.7%
김준희,M,282 LP,84승 84패 57.5%
이상호93,M,282 LP,159승 159패 55.2%
Xia na,M,282 LP,265승 265패 52.9%
16win,M,282 LP,356승 356패 52.4%
쵸코빠앙 ,M,281 LP,89승 89패 62.2%
첸상배,M,281 LP,241승 241패 52.9%
집에 올래요,M,281 LP,218승 218패 51.9%
봇듀는맨날싸워,M,281 LP,113승 113패 57.4%
역천괴,M,281 LP,196승 196패 52.3%
기쨩이,M,281 LP,290승 290패 51.1%
peww,M,281 LP,216승 216패 52.3%
This Ashe,M,281 LP,139승 139패 57.4%
인완교,M,280 LP,133승 133패 55.6%
게 무,M,280 LP,163승 163패 53.6%
몽키 D 웅,M,280 LP,488승 488패 50.1%
궁     철,M,280 LP,267승 267패 52.5%
Honey,M,280 LP,107승 107패 60.5%
RumbleKing,M,280 LP,120승 120패 55.0%
Seong PAK,M,280 LP,212승 212패 52.3%
Akshan KirawaKR,M,280 LP,216승 216패 52.9%
2006 Jungle,M,280 LP,217승 217패 56.5%
킴성훈,M,279 LP,170승 170패 56.3%
키티슘,M,279 LP,137승 137패 53.9%
청주 호박나이트,M,279 LP,350승 350패 51.9%
참아야 올라간다,M,279 LP,129승 129패 52.2%
지든 이기든 싸움,M,279 LP,161승 161패 51.6%
좋은 하루 되셰요,M,279 LP,50승 50패 60.2%
존중 배려 항상,M,279 LP,57승 57패 69.5%
깅아챌,M,279 LP,649승 649패 52.8%
보던가,M,279 LP,589승 589패 50.5%
xsnz,M,279 LP,477승 477패 51.2%
때껄룩 playIist,M,279 LP,258승 258패 51.8%
김영빈,M,279 LP,254승 254패 52.5%
귤전사,M,279 LP,512승 512패 50.7%
루 팡,M,279 LP,386승 386패 51.6%
Kisai,M,279 LP,164승 164패 53.1%
각자의 고독,M,279 LP,91승 91패 56.5%
zi sha tu ji dui,M,279 LP,203승 203패 54.1%
생각의가지를잘라,M,278 LP,353승 353패 51.3%
KDF Flip,M,278 LP,451승 451패 50.5%
김 섬,M,278 LP,148승 148패 53.8%
faker,M,278 LP,99승 99패 61.1%
hyungga,M,278 LP,209승 209패 52.9%
Salra7,M,278 LP,484승 484패 50.6%
봉 미 선,M,278 LP,423승 423패 51.1%
Love Melon 1,M,278 LP,77승 77패 56.6%
나한국말조큼해,M,278 LP,546승 546패 51.2%
Fuad,M,278 LP,102승 102패 65.4%
AD0412,M,278 LP,172승 172패 51.0%
시이야,M,277 LP,368승 368패 51.5%
킴 토,M,277 LP,158승 158패 55.2%
쨘들스틱,M,277 LP,138승 138패 53.3%
뽀 삐,M,277 LP,309승 309패 51.0%
아무거나하는아뒤,M,277 LP,156승 156패 57.6%
령 희,M,277 LP,159승 159패 53.9%
Lactea Rx,M,277 LP,234승 234패 51.2%
Discord,M,277 LP,163승 163패 54.2%
DRX Emperor,M,277 LP,124승 124패 52.8%
Bocchi the Rock,M,277 LP,163승 163패 59.7%
희 성,M,277 LP,152승 152패 53.3%
혁 박,M,276 LP,246승 246패 52.3%
존중배려나눔사랑,M,276 LP,146승 146패 54.9%
인간의 금주,M,276 LP,195승 195패 56.7%
사 신,M,276 LP,259승 259패 49.8%
윈 터,M,276 LP,158승 158패 53.7%
댕충이,M,276 LP,164승 164패 52.4%
다 원,M,276 LP,152승 152패 53.7%
나 왕자,M,276 LP,292승 292패 52.5%
군빵맨,M,276 LP,40승 40패 72.7%
게임망치기전문,M,276 LP,180승 180패 52.2%
forsen baj,M,276 LP,282승 282패 52.1%
jagosipeum,M,276 LP,541승 541패 50.7%
asdfgqwertzxcvb,M,276 LP,105승 105패 61.8%
GM1 no signoff,M,276 LP,247승 247패 57.4%
BIack baby fans,M,276 LP,122승 122패 54.5%
머 위,M,275 LP,201승 201패 53.5%
자타공인롤체신,M,275 LP,263승 263패 53.5%
오 베,M,275 LP,93승 93패 55.7%
Hide on bush,M,275 LP,224승 224패 52.0%
사나 공주,M,275 LP,68승 68패 60.2%
Kyle,M,275 LP,142승 142패 53.8%
어리고싶다,M,275 LP,336승 336패 53.4%
인생걸고태호시티,M,275 LP,322승 322패 49.6%
하윤 그림자1,M,275 LP,185승 185패 53.9%
챠 니,M,275 LP,83승 83패 56.1%
65b08fda7d1a,M,275 LP,545승 545패 51.3%
징징 둘 징징징징,M,274 LP,167승 167패 59.4%
너무늙고병든사람,M,274 LP,250승 250패 52.5%
또 훈,M,274 LP,379승 379패 51.4%
나는치킨을사랑해,M,274 LP,128승 128패 54.0%
그래 겁이 나겠지,M,274 LP,143승 143패 54.0%
Azhy,M,274 LP,388승 388패 52.4%
lkebukuro,M,274 LP,232승 232패 53.8%
재미없는 사람들,M,274 LP,177승 177패 56.2%
HotshotGG,M,274 LP,207승 207패 52.5%
2층사는아들,M,274 LP,213승 213패 52.2%
허사피피,M,273 LP,200승 200패 52.2%
도 태,M,273 LP,237승 237패 50.9%
친힐파,M,273 LP,397승 397패 50.1%
천리우스,M,273 LP,324승 324패 50.8%
종이로접은투덜이,M,273 LP,219승 219패 52.3%
mgh,M,273 LP,249승 249패 51.3%
릭 철,M,273 LP,240승 240패 52.4%
동의합니다동의합,M,273 LP,96승 96패 54.5%
남궁동환,M,273 LP,304승 304패 52.9%
나와너의텔레파시,M,273 LP,168승 168패 52.7%
xiao yi,M,273 LP,680승 680패 50.4%
laji fuzhu,M,273 LP,82승 82패 57.3%
CU편의점야간알바,M,273 LP,95승 95패 57.9%
98zz,M,273 LP,263승 263패 52.1%
눈사람,M,273 LP,122승 122패 58.9%
07년생정성훈,M,273 LP,145승 145패 54.1%
호시노 렐,M,272 LP,231승 231패 48.9%
한별누나전용서폿,M,272 LP,213승 213패 54.1%
핑핑울어요,M,272 LP,202승 202패 51.8%
티모들의 왕,M,272 LP,179승 179패 54.4%
죽림초,M,272 LP,190승 190패 55.9%
이가은,M,272 LP,133승 133패 52.0%
chicken,M,272 LP,138승 138패 56.8%
원거리딜러,M,272 LP,201승 201패 53.2%
오줌마려워요,M,272 LP,162승 162패 52.8%
맛간서포터,M,272 LP,130승 130패 54.2%
싸우지말고싸대기,M,272 LP,403승 403패 51.7%
YANLEI,M,272 LP,179승 179패 51.9%
S700K,M,272 LP,113승 113패 59.2%
ClariS7,M,272 LP,232승 232패 55.9%
Bach,M,272 LP,221승 221패 52.1%
죽여봐라,M,271 LP,139승 139패 52.1%
이쁜여친있음,M,271 LP,232승 232패 52.1%
영주 손준혁,M,271 LP,105승 105패 51.2%
Coit,M,271 LP,85승 85패 55.2%
개미짱,M,271 LP,76승 76패 63.3%
대야웰백,M,271 LP,126승 126패 53.8%
난 후추만 좋아해,M,271 LP,185승 185패 51.5%
걸뽀아님,M,271 LP,98승 98패 58.7%
sweet990,M,271 LP,107승 107패 56.3%
matsaengchan,M,271 LP,266승 266패 54.4%
little NI,M,271 LP,172승 172패 57.0%
Normal End,M,271 LP,67승 67패 72.8%
GOOD GAME GG BR0,M,271 LP,372승 372패 50.5%
Feign,M,271 LP,107승 107패 53.8%
Anywhos,M,271 LP,911승 911패 51.2%
후성12,M,270 LP,278승 278패 51.9%
째끼춘,M,270 LP,42승 42패 62.7%
이과생 이렐리아,M,270 LP,134승 134패 57.0%
우그웨이 대사부,M,270 LP,465승 465패 50.9%
알 리,M,270 LP,135승 135패 53.1%
LEE,M,270 LP,232승 232패 52.1%
마음소리,M,270 LP,214승 214패 55.7%
럭키세븐,M,270 LP,398승 398패 51.9%
공격적인위치선정,M,270 LP,307승 307패 51.6%
노 획,M,270 LP,129승 129패 58.4%
게이온,M,270 LP,258승 258패 51.9%
Slйged,M,270 LP,152승 152패 55.9%
CC7955012A,M,270 LP,312승 312패 51.9%
힘보리,M,269 LP,103승 103패 65.2%
포 유,M,269 LP,131승 131패 54.6%
파랑바다구름,M,269 LP,199승 199패 51.3%
저못해요너무,M,269 LP,122승 122패 52.8%
退屈を再演しないで,M,269 LP,356승 356패 51.4%
시간 속의 정착,M,269 LP,153승 153패 53.7%
선빵개이득,M,269 LP,139승 139패 63.2%
smZ,M,269 LP,93승 93패 56.0%
viop10,M,269 LP,147승 147패 55.5%
티파니,M,269 LP,454승 454패 51.2%
tpxmm,M,269 LP,93승 93패 56.4%
2수연,M,269 LP,275승 275패 52.0%
크크케카,M,268 LP,352승 352패 53.2%
완벽한인간,M,268 LP,77승 77패 61.6%
오프사이드,M,268 LP,94승 94패 55.3%
시 온 공 쥬,M,268 LP,147승 147패 53.8%
무lee하지마,M,268 LP,81승 81패 53.3%
신현준,M,268 LP,141승 141패 53.8%
huojiangui,M,268 LP,326승 326패 51.1%
W플QR평점화,M,268 LP,94승 94패 55.0%
KDHCreator,M,268 LP,183승 183패 53.2%
I hate carrot,M,268 LP,160승 160패 56.1%
HoBiй,M,268 LP,143승 143패 52.4%
19서용팔,M,268 LP,165승 165패 52.2%
함수초1,M,267 LP,419승 419패 50.7%
빨리 오시라구요,M,267 LP,237승 237패 53.7%
고기반찬을내와라,M,267 LP,148승 148패 53.0%
슬픈솔랭,M,267 LP,355승 355패 50.4%
수부수부,M,267 LP,204승 204패 53.0%
뭐시당가,M,267 LP,132승 132패 53.4%
무임승차 줘팬다,M,267 LP,62승 62패 59.6%
sadsadas,M,267 LP,246승 246패 52.1%
impupupu,M,267 LP,47승 47패 67.1%
coop up,M,267 LP,187승 187패 53.3%
Nani Hunter,M,267 LP,111승 111패 57.5%
킹규태,M,267 LP,377승 377패 51.2%
GarbageCollector,M,266 LP,175승 175패 57.4%
차근차근열심히,M,266 LP,207승 207패 52.8%
진주이민웅,M,266 LP,198승 198패 54.0%
진고 JinGo,M,266 LP,213승 213패 51.6%
지코매니저빵테,M,266 LP,363승 363패 51.6%
용희야,M,266 LP,157승 157패 58.1%
멍장학,M,266 LP,103승 103패 54.8%
산중호걸 목영,M,266 LP,372승 372패 51.1%
대장장이김승현,M,266 LP,352승 352패 54.4%
겨 형,M,266 LP,540승 540패 50.8%
김김민민서,M,266 LP,445승 445패 51.1%
siuu8,M,266 LP,139승 139패 52.1%
3255264040011424,M,266 LP,50승 50패 67.6%
Pham Hannni,M,266 LP,115승 115패 54.8%
P ke,M,266 LP,244승 244패 50.8%
for,M,266 LP,159승 159패 52.8%
08 FA mid,M,266 LP,456승 456패 50.7%
핑찍을시칼차단,M,265 LP,246승 246패 53.0%
엌무새,M,265 LP,171승 171패 52.6%
바닷속 코끼리,M,265 LP,90승 90패 57.3%
많이늙어버린사람,M,265 LP,172승 172패 53.1%
알퀘이드 브륜스터드,M,265 LP,321승 321패 51.6%
站到最後的 始終只有我一人,M,265 LP,63승 63패 69.2%
파찬이,M,264 LP,192승 192패 52.7%
살아갈목표,M,264 LP,100승 100패 55.9%
백 정,M,264 LP,438승 438패 50.7%
롤도이제끝물이다,M,264 LP,136승 136패 61.5%
강기민,M,264 LP,281승 281패 53.2%
3255263810381792,M,264 LP,113승 113패 64.9%
료멘 스쿠나,M,264 LP,202승 202패 52.2%
iilillliiilillil,M,264 LP,104승 104패 52.8%
Kite,M,264 LP,424승 424패 51.6%
FA m1d,M,264 LP,477승 477패 51.2%
Code Hun,M,264 LP,205승 205패 52.0%
파란 팽도리,M,263 LP,83승 83패 62.4%
딸 깍,M,263 LP,71승 71패 56.3%
Dasomy,M,263 LP,68승 68패 58.6%
알았어 세미,M,263 LP,490승 490패 50.7%
아구묭,M,263 LP,358승 358패 51.6%
숲속 맑은 물 ,M,263 LP,112승 112패 56.3%
땅울림의 시작,M,263 LP,253승 253패 53.7%
님을주님곁으로,M,263 LP,114승 114패 62.6%
협곡다양성존중,M,263 LP,121승 121패 54.3%
thdtjd,M,263 LP,147승 147패 56.1%
benjamin,M,263 LP,312승 312패 51.4%
asdavfxcz,M,263 LP,194승 194패 51.7%
Youngior,M,263 LP,137승 137패 53.3%
Ore mayiking,M,263 LP,195승 195패 51.6%
FxckYourHead,M,263 LP,193승 193패 51.1%
supsupsupsup,M,263 LP,170승 170패 57.4%
LEE Sin,M,263 LP,385승 385패 53.6%
포뇨의 지느러미,M,262 LP,240승 240패 50.8%
카로카타,M,262 LP,99승 99패 57.2%
준 서,M,262 LP,87승 87패 55.1%
약 자 멸 시,M,262 LP,399승 399패 52.4%
므라기,M,262 LP,143승 143패 54.2%
아카데미 고인물로 캐리 할게요,M,262 LP,67승 67패 58.8%
먹방비제이안준영,M,262 LP,64승 64패 57.7%
도북이,M,262 LP,207승 207패 51.4%
나는존1나화낳다,M,262 LP,243승 243패 52.5%
ereht yawflah,M,262 LP,236승 236패 54.1%
dxfc78vlo9pb9oks,M,262 LP,282승 282패 54.4%
Wicked99,M,262 LP,259승 259패 50.7%
Explorer 124273,M,262 LP,404승 404패 54.1%
정글못하면겜대충,M,261 LP,354승 354패 50.3%
이제부터진짜시작,M,261 LP,157승 157패 54.9%
외로운 강뱁새,M,261 LP,88승 88패 55.7%
인스타릴스꿀잼,M,261 LP,321승 321패 51.6%
별양동캣맘유지드,M,261 LP,135승 135패 53.4%
T1 Gumayusi,M,261 LP,253승 253패 50.8%
  밍 뱅,M,261 LP,352승 352패 51.3%
루트커즈,M,261 LP,74승 74패 54.4%
힉힉꼬무리,M,261 LP,342승 342패 51.7%
Canyon,M,261 LP,333승 333패 51.4%
기요미퉁규,M,261 LP,273승 273패 52.0%
바 보,M,261 LP,469승 469패 50.1%
yon,M,261 LP,133승 133패 60.2%
wqzecxzr,M,261 LP,498승 498패 52.0%
서 폿,M,261 LP,194승 194패 53.2%
Kirby,M,261 LP,218승 218패 52.3%
Gen G Mid Chovy,M,261 LP,108승 108패 55.1%
3dvc,M,261 LP,74승 74패 71.2%
쭈 욤,M,260 LP,201승 201패 54.6%
전 랭,M,260 LP,368승 368패 50.8%
익숙함에속자,M,260 LP,158승 158패 53.2%
오븐속쿠키굽기,M,260 LP,139승 139패 51.3%
카 다,M,260 LP,191승 191패 51.8%
민 재,M,260 LP,96승 96패 64.4%
맨날 그런 식이지,M,260 LP,144승 144패 54.1%
end of a life,M,260 LP,351승 351패 51.7%
롤이잘안풀릴때즐겜용으로쓰는계정,M,260 LP,214승 214패 57.2%
MUDAI,M,260 LP,403승 403패 50.9%
patientpatient,M,260 LP,73승 73패 58.9%
diio2,M,260 LP,185승 185패 52.9%
Pinuminu,M,260 LP,93승 93패 54.1%
Faker,M,260 LP,243승 243패 51.6%
Louisss,M,260 LP,424승 424패 55.3%
07 Hwarang,M,260 LP,220승 220패 51.9%
DWG Lia,M,260 LP,91승 91패 57.6%
미니언,M,260 LP,117승 117패 58.8%
2003 04 14,M,260 LP,124승 124패 53.2%
Drama,M,259 LP,55승 55패 66.3%
청송교도관전주형,M,259 LP,230승 230패 52.0%
주머니에서손빼라,M,259 LP,291승 291패 54.9%
스리 오만,M,259 LP,161승 161패 56.9%
1년은 730일,M,259 LP,159승 159패 52.6%
먀 키 ,M,259 LP,150승 150패 54.3%
놓아줘요,M,259 LP,132승 132패 52.6%
미 드,M,259 LP,319승 319패 50.9%
bioe,M,259 LP,147승 147패 58.6%
best pyke play,M,259 LP,218승 218패 55.9%
asfg3,M,259 LP,175승 175패 57.2%
Stars9,M,259 LP,108승 108패 53.5%
SoodangKim,M,259 LP,118승 118패 54.6%
PolyPuff,M,259 LP,143승 143패 56.3%
갓독 No1,M,259 LP,276승 276패 50.0%
Dragonic knight,M,259 LP,115승 115패 62.5%
Deng Rong,M,259 LP,97승 97패 63.0%
DY5523812,M,259 LP,482승 482패 52.6%
Only  Her,M,259 LP,307승 307패 51.7%
Sanat Kumara,M,259 LP,61승 61패 58.7%
현한준,M,258 LP,272승 272패 51.1%
아내호소인,M,258 LP,61승 61패 60.4%
전심익,M,258 LP,148승 148패 56.7%
장승민,M,258 LP,156승 156패 53.6%
모나미팬,M,258 LP,123승 123패 54.2%
진돗개,M,258 LP,79승 79패 60.8%
노력파 000,M,258 LP,157승 157패 51.6%
끼새는하겜로으운,M,258 LP,178승 178패 53.3%
zsjsdasd,M,258 LP,152승 152패 53.0%
yzp,M,258 LP,159승 159패 54.3%
midbed,M,258 LP,197승 197패 51.6%
JustLikeThatKR,M,258 LP,70승 70패 59.3%
Savage,M,258 LP,449승 449패 50.6%
Ken1,M,258 LP,152승 152패 53.1%
Arcane Mid,M,258 LP,231승 231패 56.9%
호호호재,M,257 LP,125승 125패 53.6%
체리맛베리,M,257 LP,124승 124패 55.4%
은수멍,M,257 LP,309승 309패 50.1%
숟가락살인마,M,257 LP,109승 109패 56.8%
벌레성님,M,257 LP,168승 168패 54.4%
silo,M,257 LP,170승 170패 51.1%
어 형이야,M,257 LP,100승 100패 55.2%
공 쉰,M,257 LP,152승 152패 54.9%
vv1sdom,M,257 LP,221승 221패 55.8%
leejoon01,M,257 LP,363승 363패 51.8%
정 품,M,257 LP,58승 58패 57.4%
Victroxand,M,257 LP,183승 183패 57.4%
보정이,M,257 LP,250승 250패 51.9%
ODOSASD,M,257 LP,139승 139패 53.1%
NO DO NO DIE,M,257 LP,221승 221패 52.2%
2021년02월26일,M,257 LP,120승 120패 56.9%
General Umti Fan,M,257 LP,56승 56패 63.6%
카직king,M,256 LP,177승 177패 52.4%
주제를알아리잡종,M,256 LP,132승 132패 52.6%
병든간장도둑성열,M,256 LP,195승 195패 54.3%
rabbittt,M,256 LP,90승 90패 58.1%
XDAX,M,256 LP,122승 122패 57.3%
김 솔,M,256 LP,328승 328패 51.7%
WZL00,M,256 LP,391승 391패 53.9%
Old But GoD,M,256 LP,187승 187패 52.2%
Iv31,M,256 LP,209승 209패 54.9%
사노 만지로,M,255 LP,110승 110패 58.2%
08 Coogie,M,255 LP,148승 148패 54.2%
딜 러,M,255 LP,85승 85패 57.0%
이 병,M,255 LP,103승 103패 54.5%
su same,M,255 LP,110승 110패 62.5%
드레이븐의리그에오신것을환영한다,M,255 LP,99승 99패 62.3%
포치타,M,255 LP,202승 202패 53.4%
T1우승 바라기,M,255 LP,184승 184패 57.9%
후시구로 토우지,M,255 LP,123승 123패 55.7%
KAIST 2022,M,255 LP,172승 172패 52.9%
DRX Addy,M,255 LP,81승 81패 60.0%
ClearlovefansR,M,255 LP,108승 108패 55.7%
광양시민,M,255 LP,189승 189패 54.5%
JustLikeThatKR,M,255 LP,138승 138패 53.1%
213123433,M,255 LP,235승 235패 54.8%
팀운많이지친사람,M,254 LP,153승 153패 51.7%
장문규,M,254 LP,190승 190패 53.4%
kim,M,254 LP,235승 235패 55.6%
아기 멍우,M,254 LP,208승 208패 50.9%
서폿유저맞으시죠,M,254 LP,285승 285패 53.0%
깜바의 일상,M,254 LP,211승 211패 53.4%
기타 잘치는 남자,M,254 LP,160승 160패 54.6%
Oner,M,254 LP,331승 331패 51.7%
dui wei ,M,254 LP,286승 286패 56.1%
dear jane,M,254 LP,350승 350패 50.3%
민 수,M,254 LP,172승 172패 52.6%
Hide on bush,M,254 LP,95승 95패 54.3%
FA Kingdo,M,254 LP,310승 310패 51.5%
우즈마키 나루토,M,253 LP,171승 171패 53.3%
오늘 괜찮아,M,253 LP,246승 246패 53.7%
솔킬따다,M,253 LP,247승 247패 51.9%
범북이,M,253 LP,123승 123패 55.2%
Twitch 새벽,M,253 LP,167승 167패 52.7%
게임이정말190000,M,253 LP,136승 136패 56.9%
tian tian tian,M,253 LP,72승 72패 61.0%
roughbeanz,M,253 LP,137승 137패 54.2%
Kishimiyu,M,253 LP,65승 65패 55.6%
Ehz NuygniX,M,253 LP,217승 217패 51.7%
10킬100데스,M,253 LP,60승 60패 55.6%
잠자는 일반인,M,252 LP,283승 283패 50.7%
왕i9,M,252 LP,159승 159패 54.8%
WAYF,M,252 LP,262승 262패 51.5%
범북이,M,252 LP,165승 165패 52.7%
제라스,M,252 LP,274승 274패 53.1%
aiyoniganma,M,252 LP,289승 289패 51.9%
Yunel,M,252 LP,103승 103패 54.8%
Of The Lethani,M,252 LP,121승 121패 59.0%
푸슈푸슈,M,251 LP,154승 154패 53.3%
충주갱수,M,251 LP,580승 580패 50.4%
챔피언 정글러,M,251 LP,460승 460패 50.4%
지혁몬,M,251 LP,197승 197패 52.4%
전능왕,M,251 LP,781승 781패 50.8%
scheming,M,251 LP,468승 468패 50.6%
아기 규태,M,251 LP,298승 298패 52.7%
dlwlrma22,M,251 LP,108승 108패 58.4%
뻣겻털,M,251 LP,146승 146패 53.5%
린 트,M,251 LP,112승 112패 55.4%
기본이중요한사람,M,251 LP,1008승 1008패 49.9%
각설탕 공기,M,251 LP,114승 114패 59.4%
йuddle,M,251 LP,145승 145패 57.3%
haocaca,M,251 LP,199승 199패 56.1%
바 보,M,251 LP,81승 81패 57.0%
dsmjpjo,M,251 LP,342승 342패 51.5%
dakii,M,251 LP,71승 71패 57.3%
정 글,M,251 LP,182승 182패 55.3%
곧 사라질 봄,M,251 LP,143승 143패 53.6%
Keria,M,251 LP,141승 141패 53.8%
DUNK AND DUNK,M,251 LP,167승 167패 53.9%
DESPOJO HUMANO,M,251 LP,307승 307패 54.9%
후x후,M,250 LP,152승 152패 52.6%
한국카본,M,250 LP,105승 105패 54.7%
큐큐뻑큐,M,250 LP,105승 105패 65.6%
주도자,M,250 LP,191승 191패 55.4%
작살잡이 주호민,M,250 LP,103승 103패 52.8%
우리밍밍,M,250 LP,136승 136패 52.3%
친구없는아싸,M,250 LP,221승 221패 52.9%
우 한,M,250 LP,64승 64패 70.3%
모던애플,M,250 LP,165승 165패 55.6%
ILLAKING,M,250 LP,395승 395패 50.9%
돌 여섯 개 ,M,250 LP,111승 111패 55.8%
감사합니감사,M,250 LP,259승 259패 51.8%
골목대장 퉁퉁이,M,250 LP,428승 428패 51.5%
THEUNITEDSTATES,M,250 LP,103승 103패 59.2%
한키어x69,M,249 LP,180승 180패 57.0%
하이애플,M,249 LP,163승 163패 51.9%
이슬톡톡한캔만취,M,249 LP,131승 131패 60.6%
원딜좀 탓하지마,M,249 LP,67승 67패 56.8%
원딜 왕자 김동기,M,249 LP,106승 106패 53.0%
용산갓,M,249 LP,147승 147패 55.9%
미니맵잘보는사람,M,249 LP,174승 174패 50.3%
르체리,M,249 LP,152승 152패 53.0%
다삯2,M,249 LP,59승 59패 59.0%
나도같은편이야,M,249 LP,187승 187패 51.0%
원 효,M,249 LP,192승 192패 51.6%
hide on bush,M,249 LP,294승 294패 51.7%
개포동 무형,M,249 LP,186승 186패 55.4%
winter,M,249 LP,146승 146패 53.9%
Love Lulu Baby,M,249 LP,310승 310패 53.4%
huya24232523,M,249 LP,81승 81패 58.7%
The Blackthorn,M,249 LP,262승 262패 53.3%
Rookie fans,M,249 LP,115승 115패 60.2%
Norah Jones,M,249 LP,271승 271패 52.0%
Yupyeon,M,249 LP,261승 261패 51.2%
1년은 730일,M,248 LP,251승 251패 52.1%
可愛い,M,248 LP,130승 130패 55.6%
차원빈,M,248 LP,85승 85패 55.6%
사과싫어,M,248 LP,123승 123패 56.2%
바텀개,M,248 LP,503승 503패 51.0%
재 혁,M,248 LP,281승 281패 51.8%
모찌랑이,M,248 LP,68승 68패 63.6%
Keria,M,248 LP,95승 95패 54.6%
dsadfdasfg,M,248 LP,137승 137패 54.8%
우 영,M,248 LP,216승 216패 55.7%
JUGKlNG,M,248 LP,444승 444패 51.1%
Jin Air,M,248 LP,186승 186패 52.8%
IllIllllIlllI,M,248 LP,268승 268패 54.0%
Fabricatedcanyon,M,248 LP,284승 284패 51.3%
Captain 01,M,248 LP,188승 188패 56.8%
Briar,M,248 LP,415승 415패 55.0%
2008 04 09 ,M,248 LP,320승 320패 51.9%
하자라인안감,M,247 LP,436승 436패 53.2%
수요일은다먹는날,M,247 LP,131승 131패 51.8%
서포터초아,M,247 LP,64승 64패 58.7%
난최고가될거야,M,247 LP,221승 221패 52.0%
긴꼬리투구새우,M,247 LP,198승 198패 53.2%
lian QvQ,M,247 LP,116승 116패 57.1%
Torque Makt0,M,247 LP,77승 77패 55.4%
S 벨코즈,M,247 LP,201승 201패 52.6%
KSCERATO,M,247 LP,186승 186패 53.0%
Juйe,M,247 LP,197승 197패 51.7%
Jeйga,M,247 LP,91승 91패 56.2%
Head Banger,M,247 LP,133승 133패 52.8%
GreenRush,M,247 LP,206승 206패 51.9%
A2H,M,247 LP,423승 423패 53.7%
추억의용가리,M,246 LP,335승 335패 50.8%
자 티,M,246 LP,135승 135패 56.0%
열심히할래요1,M,246 LP,128승 128패 55.7%
수원 크로커다일,M,246 LP,85승 85패 54.5%
괴물쥐,M,246 LP,195승 195패 53.9%
그가 되고 싶다,M,246 LP,252승 252패 54.7%
s현기증나는13,M,246 LP,481승 481패 51.3%
sjehskehejswu,M,246 LP,84승 84패 56.4%
qishi shi hanwen,M,246 LP,109승 109패 58.9%
lIllllIIIll,M,246 LP,145승 145패 56.2%
무 호 흡,M,246 LP,220승 220패 52.0%
gllasd12,M,246 LP,326승 326패 55.1%
fromis nine fan,M,246 LP,202승 202패 54.9%
eatOreo,M,246 LP,165승 165패 57.9%
chenhe,M,246 LP,127승 127패 58.5%
Thresh grab,M,246 LP,84승 84패 56.0%
T1 Mid Test,M,246 LP,409승 409패 50.9%
경 모,M,246 LP,165승 165패 53.7%
르블랑,M,246 LP,171승 171패 57.0%
Kyrgios Rodgraim,M,246 LP,107승 107패 52.7%
해실스,M,245 LP,61승 61패 53.5%
세라핀,M,245 LP,249승 249패 49.9%
안녕하신가요우,M,245 LP,185승 185패 52.7%
아카아이,M,245 LP,79승 79패 56.8%
십시키,M,245 LP,148승 148패 53.2%
요 네,M,245 LP,385승 385패 50.9%
색스킹 장민수,M,245 LP,327승 327패 51.7%
별이간식,M,245 LP,229승 229패 52.3%
모모Agurin,M,245 LP,419승 419패 54.1%
레드는15분부터,M,245 LP,370승 370패 52.2%
容 昱,M,245 LP,33승 33패 75.0%
luvc,M,245 LP,344승 344패 50.7%
Yeongam,M,245 LP,49승 49패 76.6%
Dew,M,245 LP,72승 72패 58.1%
너를 그리는 법,M,245 LP,80승 80패 57.6%
Azads,M,245 LP,109승 109패 57.1%
Apdo,M,245 LP,159승 159패 53.4%
AngIe Beats,M,245 LP,432승 432패 50.6%
Leliel,M,244 LP,119승 119패 54.6%
올라프,M,244 LP,147승 147패 56.1%
