name,tear,rate,score
구원이 빗발친다,MASTER,278승 264패 (51.29%),0점
zenbukorosue,MASTER,415승 423패 (49.52%),0점
메두사 호의 뗏목,MASTER,128승 126패 (50.39%),0점
엉렁뚱땅,MASTER,84승 80패 (51.22%),0점
우주최강 하혁진,MASTER,25승 10패 (71.43%),0점
2007 AD Carry,MASTER,480승 468패 (50.63%),0점
굉장하다 조용상,MASTER,46승 23패 (66.67%),0점
earykjnaeiysgna,MASTER,201승 187패 (51.80%),0점
T1 ndiejaedong,MASTER,546승 499패 (52.25%),0점
adczrx,MASTER,111승 106패 (51.15%),0점
강해상입니다4,MASTER,86승 57패 (60.14%),0점
Permaban12315155,MASTER,64승 61패 (51.20%),0점
제르탈,MASTER,109승 111패 (49.55%),0점
어뷰팝니다,MASTER,42승 40패 (51.22%),0점
짜증짜증짜증나,MASTER,110승 106패 (50.93%),0점
띠가네,MASTER,178승 153패 (53.78%),0점
ODDPEARL,MASTER,81승 86패 (48.50%),0점
사현2,MASTER,416승 377패 (52.46%),0점
먼저싸고칭찬받기,MASTER,291승 286패 (50.43%),0점
앉은남자,MASTER,72승 69패 (51.06%),0점
싸우지마 뽀뽀쪽,MASTER,87승 51패 (63.04%),0점
2009 09 26,MASTER,61승 47패 (56.48%),0점
천추질몽,MASTER,38승 21패 (64.41%),0점
정신녹아버린사람,MASTER,261승 254패 (50.68%),0점
요리조리데굴,MASTER,113승 85패 (57.07%),0점
저글링하며정글링,MASTER,119승 90패 (56.94%),0점
즐기는 단계,MASTER,308승 292패 (51.33%),0점
Hyze,MASTER,61승 41패 (59.80%),0점
  Nuyuri  ,MASTER,177승 144패 (55.14%),0점
FFFFF1515,MASTER,281승 245패 (53.42%),0점
l mdkg l,MASTER,97승 91패 (51.60%),0점
댄공댄공씨,MASTER,67승 60패 (52.76%),0점
인천 25세 황성민,MASTER,205승 215패 (48.81%),0점
mute all alltime,MASTER,28승 11패 (71.79%),0점
짱 춥다,MASTER,90승 78패 (53.57%),0점
넌 빠꾸,MASTER,36승 26패 (58.06%),0점
llooolololl,MASTER,115승 80패 (58.97%),0점
killanov,MASTER,37승 22패 (62.71%),0점
뭐가이리세나,MASTER,399승 413패 (49.14%),0점
drowning in blue,MASTER,124승 119패 (51.03%),0점
상호민교뜨뜨,MASTER,265승 270패 (49.53%),0점
그랜드 마스터 이,MASTER,261승 288패 (47.54%),0점
Hollow Purp1e,MASTER,286승 284패 (50.18%),0점
도움반 거녕이,MASTER,189승 191패 (49.74%),0점
니흘라탁,MASTER,88승 74패 (54.32%),0점
모기와 피,MASTER,160승 107패 (59.93%),0점
focus jun,MASTER,262승 228패 (53.47%),0점
Baquette,MASTER,122승 97패 (55.71%),0점
무모증공주유지드,MASTER,92승 74패 (55.42%),0점
M0 Gi,MASTER,291승 284패 (50.61%),0점
정우진06,MASTER,218승 170패 (56.19%),0점
가진적 없는 세상,MASTER,203승 185패 (52.32%),0점
화코노,MASTER,144승 89패 (61.80%),0점
유우키 키라,MASTER,140승 133패 (51.28%),0점
동훈공듀,MASTER,90승 41패 (68.70%),0점
꺾이지않는MOM,MASTER,291승 289패 (50.17%),0점
김지환 폼 미쳤다,MASTER,190승 163패 (53.82%),0점
인섹아내되는사람,MASTER,133승 121패 (52.36%),0점
서폿혐오1,MASTER,54승 44패 (55.10%),0점
아리마카나사랑해,MASTER,152승 134패 (53.15%),0점
하오렌지7,MASTER,94승 70패 (57.32%),0점
난용학,MASTER,295승 265패 (52.68%),0점
정글은감사한존재,MASTER,189승 173패 (52.21%),0점
님코코,MASTER,140승 94패 (59.83%),0점
첫뽀뿌,MASTER,99승 84패 (54.10%),0점
해린1,MASTER,59승 30패 (66.29%),0점
서폿계정96,MASTER,110승 76패 (59.14%),0점
할수있다멘탈잡자,MASTER,466승 422패 (52.48%),0점
yehetiancai,MASTER,154승 154패 (50.00%),0점
Mannorothh,MASTER,84승 82패 (50.60%),0점
ahhri2,MASTER,151승 161패 (48.40%),0점
dyjkbysbz,MASTER,257승 257패 (50.00%),0점
국 대 세 트,MASTER,299승 285패 (51.20%),0점
15ggman,MASTER,131승 101패 (56.47%),0점
도구사용금지,MASTER,235승 206패 (53.29%),0점
저는 변태입니다,MASTER,371승 330패 (52.92%),0점
han fu di 7,MASTER,257승 224패 (53.43%),0점
잉 뚜,MASTER,179승 169패 (51.44%),0점
워터피즈,MASTER,150승 132패 (53.19%),0점
그로기상태,MASTER,67승 45패 (59.82%),0점
수직상승해보자,MASTER,129승 109패 (54.20%),0점
never die legend,MASTER,56승 50패 (52.83%),0점
야 김경인,MASTER,114승 72패 (61.29%),0점
파쿠르맨,MASTER,169승 147패 (53.48%),0점
비난대신 응원을,MASTER,124승 102패 (54.87%),0점
YYYY 01 30,MASTER,454승 419패 (52.00%),0점
ehgusWkd123,MASTER,191승 177패 (51.90%),0점
Kabosuo3o,MASTER,52승 39패 (57.14%),0점
실버다이아만들기,MASTER,51승 47패 (52.04%),0점
AFei23,MASTER,151승 118패 (56.13%),0점
adno123,MASTER,73승 56패 (56.59%),0점
월요일 하이,MASTER,674승 632패 (51.61%),0점
백정사용설명서,MASTER,79승 66패 (54.48%),0점
나는잘못없다고,MASTER,290승 253패 (53.41%),0점
WS Sonnet66,MASTER,237승 202패 (53.99%),0점
국내산 싱싱미역,MASTER,164승 162패 (50.31%),0점
qp 와 Pq,MASTER,226승 213패 (51.48%),0점
SM해줄게요,MASTER,307승 280패 (52.30%),0점
벡스 귀여워,MASTER,88승 92패 (48.89%),0점
사스가 키본좌,MASTER,196승 153패 (56.16%),0점
Italiano,MASTER,118승 117패 (50.21%),0점
제이스주세여,MASTER,163승 142패 (53.44%),0점
ZxVxCa,MASTER,164승 101패 (61.89%),0점
마산김동원,MASTER,401승 397패 (50.25%),0점
엔믹스 NMIXX,MASTER,121승 105패 (53.54%),0점
인천동양동불주먹,MASTER,148승 121패 (55.02%),0점
영원하지않아,MASTER,138승 141패 (49.46%),0점
김한주한주한주한주한주,MASTER,53승 44패 (54.64%),0점
김다미 귀욤이,MASTER,239승 235패 (50.42%),0점
젤리 바운스,MASTER,428승 430패 (49.88%),0점
깨우치고 싶다 ,MASTER,358승 309패 (53.67%),0점
정치질못하는사람,MASTER,149승 121패 (55.19%),0점
bard boy,MASTER,37승 30패 (55.22%),0점
갈래유,MASTER,75승 78패 (49.02%),0점
캐니언팬입니다,MASTER,153승 149패 (50.66%),0점
김뿌신장군,MASTER,60승 22패 (73.17%),0점
Serin,MASTER,63승 42패 (60.00%),0점
곽용욱,MASTER,106승 91패 (53.81%),0점
0404040404040404,MASTER,150승 154패 (49.34%),0점
절에사는목사님,MASTER,37승 13패 (74.00%),0점
망멍구리,MASTER,105승 76패 (58.01%),0점
Twitch 케어크리,MASTER,291승 275패 (51.41%),0점
서 보 빈,MASTER,137승 109패 (55.69%),0점
안사츠,MASTER,164승 129패 (55.97%),0점
롤체운빨좋망겜,MASTER,130승 116패 (52.85%),0점
habin97,MASTER,58승 44패 (56.86%),0점
말할 수 없다,MASTER,66승 36패 (64.71%),0점
98krm,MASTER,133승 104패 (56.12%),0점
율친고최현우,MASTER,99승 75패 (56.90%),0점
마이충송종혁,MASTER,276승 263패 (51.21%),0점
잘죽는사나이,MASTER,107승 95패 (52.97%),0점
Lotus World,MASTER,127승 130패 (49.42%),0점
Angry Spoon,MASTER,123승 100패 (55.16%),0점
건도리찬도리,MASTER,103승 71패 (59.20%),0점
우리미드생배,MASTER,165승 141패 (53.92%),0점
zzzzzzzizzzzzn,MASTER,184승 150패 (55.09%),0점
덕구민기주현이,MASTER,113승 89패 (55.94%),0점
Thank Angel,MASTER,287승 263패 (52.18%),0점
윤정아그만업혀,MASTER,83승 52패 (61.48%),0점
해적나라 귤공듀,MASTER,238승 241패 (49.69%),0점
인 쌍,MASTER,94승 64패 (59.49%),0점
화낸다고안달라짐,MASTER,257승 247패 (50.99%),0점
정글싫으면짖음,MASTER,116승 76패 (60.42%),0점
안소영 세금 99배,MASTER,207승 186패 (52.67%),0점
대훈아깝노노,MASTER,143승 134패 (51.62%),0점
푸른 바람처럼,MASTER,251승 249패 (50.20%),0점
몰라병딘아,MASTER,89승 83패 (51.74%),0점
TeIe,MASTER,51승 33패 (60.71%),0점
끼욤미,MASTER,157승 128패 (55.09%),0점
재l앙아닌사람,MASTER,150승 147패 (50.51%),0점
현자의몸야수의뇌,MASTER,540승 535패 (50.23%),0점
코뚱잉 제자1,MASTER,75승 44패 (63.03%),0점
달달이신민준,MASTER,161승 132패 (54.95%),0점
냐옹미르,MASTER,42승 31패 (57.53%),0점
NamJa,MASTER,243승 237패 (50.62%),0점
GG XXD,MASTER,321승 285패 (52.97%),0점
괴물 떼껄룩,MASTER,55승 43패 (56.12%),0점
모토 타로,MASTER,94승 53패 (63.95%),0점
Fexx,MASTER,158승 131패 (54.67%),0점
히죽몬,MASTER,260승 253패 (50.68%),0점
가루멘탈김첨지,MASTER,295승 258패 (53.35%),0점
Karina1,MASTER,237승 238패 (49.89%),0점
르블이렐아칼리,MASTER,169승 163패 (50.90%),0점
멘헤라미소녀,MASTER,331승 329패 (50.15%),0점
W플QR평점화,MASTER,145승 139패 (51.06%),0점
신수정 화살,MASTER,407승 365패 (52.72%),0점
CATCANTCAT,MASTER,122승 120패 (50.41%),0점
후픽주면솔킬따요,MASTER,179승 128패 (58.31%),0점
KWEON MAN,MASTER,169승 149패 (53.14%),0점
요정처럼 귀여워,MASTER,123승 89패 (58.02%),0점
유미도둑질,MASTER,160승 100패 (61.54%),0점
선크림안바를거야,MASTER,85승 78패 (52.15%),0점
Focus1ng,MASTER,82승 59패 (58.16%),0점
바이퍼의 원딜론,MASTER,511승 504패 (50.34%),0점
빠거노,MASTER,89승 64패 (58.17%),0점
암흑의 별 김주호,MASTER,138승 119패 (53.70%),0점
Sigma Male,MASTER,114승 114패 (50.00%),0점
미스 포츈,MASTER,276승 236패 (53.91%),0점
항공대학생,MASTER,247승 210패 (54.05%),0점
사탕줘,MASTER,162승 134패 (54.73%),0점
감 비,MASTER,145승 135패 (51.79%),0점
장 떠 누,MASTER,377승 327패 (53.55%),0점
딩딩고,MASTER,82승 54패 (60.29%),0점
매일 찬물 샤워,MASTER,235승 220패 (51.65%),0점
주당그라가스,MASTER,167승 130패 (56.23%),0점
나는인성이좋다,MASTER,55승 25패 (68.75%),0점
호랑이는 끄앙,MASTER,182승 183패 (49.86%),0점
Rance02,MASTER,154승 117패 (56.83%),0점
김현서는기면서가,MASTER,85승 78패 (52.15%),0점
동대장님,MASTER,66승 55패 (54.55%),0점
개혜지유미,MASTER,394승 353패 (52.74%),0점
찬니야,MASTER,226승 179패 (55.80%),0점
미드는폭스,MASTER,130승 112패 (53.72%),0점
연 삑,MASTER,173승 172패 (50.14%),0점
h3R3,MASTER,81승 51패 (61.36%),0점
박흥춘,MASTER,86승 77패 (52.76%),0점
ekkential,MASTER,117승 83패 (58.50%),0점
서초동 준형이,MASTER,220승 164패 (57.29%),0점
김치양념,MASTER,179승 177패 (50.28%),0점
니 맘속에 순보,MASTER,103승 88패 (53.93%),0점
내일가나,MASTER,144승 119패 (54.75%),0점
qwe2sd1,MASTER,208승 195패 (51.61%),0점
Lets GoToTheMoon,MASTER,80승 80패 (50.00%),0점
정점파이크크크,MASTER,102승 97패 (51.26%),0점
케넨선수,MASTER,342승 341패 (50.07%),0점
Uuki Asuna,MASTER,116승 98패 (54.21%),0점
leems,MASTER,166승 139패 (54.43%),0점
Godlou,MASTER,299승 257패 (53.78%),0점
xue e,MASTER,116승 89패 (56.59%),0점
원딜고혈빨아먹기,MASTER,198승 191패 (50.90%),0점
jg is not for u,MASTER,48승 30패 (61.54%),0점
커피세상,MASTER,221승 210패 (51.28%),0점
친 유,MASTER,90승 65패 (58.06%),0점
InOrder,MASTER,96승 63패 (60.38%),0점
착한 찬웅,MASTER,230승 191패 (54.63%),0점
고양이의모험일지,MASTER,217승 204패 (51.54%),0점
Hatethatiluvu,MASTER,105승 78패 (57.38%),0점
Can95,MASTER,42승 30패 (58.33%),0점
씹쪽이,MASTER,415승 407패 (50.49%),0점
ppx3,MASTER,378승 352패 (51.78%),0점
칠때까지박음,MASTER,286승 278패 (50.71%),0점
정재뀨,MASTER,93승 97패 (48.95%),0점
기대되는군,MASTER,154승 137패 (52.92%),0점
일운동밥밥잠밥,MASTER,80승 70패 (53.33%),0점
진수          벌,MASTER,211승 189패 (52.75%),0점
마징가봇,MASTER,71승 52패 (57.72%),0점
모은콩,MASTER,238승 208패 (53.36%),0점
결 절,MASTER,102승 75패 (57.63%),0점
부끄러운스승2,MASTER,403승 377패 (51.67%),0점
Dutch act,MASTER,33승 20패 (62.26%),0점
고등학생 정승호,MASTER,159승 122패 (56.58%),0점
함 뜌,MASTER,76승 68패 (52.78%),0점
Karthus Nidalee,MASTER,63승 60패 (51.22%),0점
마조히스트강진성,MASTER,70승 61패 (53.44%),0점
이상한정글입니다,MASTER,80승 72패 (52.63%),0점
Rangjiao,MASTER,50승 28패 (64.10%),0점
H i OvO 2,MASTER,126승 89패 (58.60%),0점
빈꾸라지,MASTER,113승 94패 (54.59%),0점
닉넴짓기어렵네하,MASTER,102승 77패 (56.98%),0점
달동네 당근,MASTER,378승 341패 (52.57%),0점
탑은 쓰래기라인,MASTER,242승 241패 (50.10%),0점
코딱지귀지김병지,MASTER,92승 81패 (53.18%),0점
연지의 왕자님,MASTER,373승 316패 (54.14%),0점
jang99u123,MASTER,70승 65패 (51.85%),0점
wlwlwlwllwwlwlwl,MASTER,277승 231패 (54.53%),0점
3점슈터김종혁,MASTER,191승 165패 (53.65%),0점
Permaban12475455,MASTER,117승 90패 (56.52%),0점
gnflzkzp,MASTER,495승 495패 (50.00%),0점
시달이의꿈,MASTER,199승 165패 (54.67%),0점
할로윈파티,MASTER,98승 68패 (59.04%),0점
무능한새기,MASTER,124승 113패 (52.32%),0점
됴 하,MASTER,227승 200패 (53.16%),0점
Ashiya,MASTER,124승 97패 (56.11%),0점
1673030107,MASTER,126승 97패 (56.50%),0점
48104592301003,MASTER,245승 233패 (51.26%),0점
고립각,MASTER,248승 202패 (55.11%),0점
고려대  단단묵직,MASTER,344승 330패 (51.04%),0점
버스못타요,MASTER,117승 92패 (55.98%),0점
재활치료윤우수,MASTER,113승 85패 (57.07%),0점
해선잉,MASTER,39승 23패 (62.90%),0점
Mavericks,MASTER,164승 166패 (49.70%),0점
오색칼라,MASTER,103승 90패 (53.37%),0점
모차마,MASTER,233승 218패 (51.66%),0점
개떡상중,MASTER,347승 321패 (51.95%),0점
TnT nn,MASTER,148승 133패 (52.67%),0점
준식아,MASTER,193승 155패 (55.46%),0점
신악지,MASTER,61승 38패 (61.62%),0점
소환사짝김,MASTER,68승 56패 (54.84%),0점
위로가필요해,MASTER,139승 129패 (51.87%),0점
두 띄,MASTER,126승 103패 (55.02%),0점
승리 간절한 남자,MASTER,187승 188패 (49.87%),0점
구석반복록시땅,MASTER,90승 61패 (59.60%),0점
llIlIl1Il1lIl,MASTER,178승 183패 (49.31%),0점
mmr줘창남,MASTER,232승 213패 (52.13%),0점
bowon1,MASTER,133승 143패 (48.19%),0점
yon1,MASTER,303승 292패 (50.92%),0점
승리가 날 부른다,MASTER,105승 81패 (56.45%),0점
Arawn,MASTER,88승 90패 (49.44%),0점
맛집탐방대,MASTER,259승 242패 (51.70%),0점
정향숙,MASTER,155승 151패 (50.65%),0점
엔들링,MASTER,47승 33패 (58.75%),0점
고기만두냠냠냠,MASTER,284승 268패 (51.45%),0점
TOBI Egoism,MASTER,52승 45패 (53.61%),0점
멘탈나간 후알파,MASTER,261승 246패 (51.48%),0점
jiuweihu,MASTER,69승 41패 (62.73%),0점
킹 갓 황 샘,MASTER,83승 68패 (54.97%),0점
qweraszcdtyu,MASTER,168승 148패 (53.16%),0점
TFT 조마,MASTER,356승 324패 (52.35%),0점
zhong dan plz,MASTER,323승 319패 (50.31%),0점
남탓충김신건,MASTER,261승 193패 (57.49%),0점
롤로노아 박성경,MASTER,309승 285패 (52.02%),0점
qwe123ddqwe,MASTER,87승 61패 (58.78%),0점
트롤복합기,MASTER,249승 186패 (57.24%),0점
제갈세가 유미,MASTER,218승 202패 (51.90%),0점
벼룩시장,MASTER,43승 30패 (58.90%),0점
ililllilillilil,MASTER,135승 122패 (52.53%),0점
사연많은어머니,MASTER,343승 323패 (51.50%),0점
its typical you,MASTER,220승 157패 (58.36%),0점
와칸다건강보험,MASTER,791승 762패 (50.93%),0점
TThief,MASTER,162승 143패 (53.11%),0점
원진이v3,MASTER,374승 330패 (53.12%),0점
상의가작다,MASTER,474승 413패 (53.44%),0점
쑥쑥이,MASTER,79승 68패 (53.74%),0점
hyunpi,MASTER,342승 266패 (56.25%),0점
naaada,MASTER,208승 176패 (54.17%),0점
유스타스캡틴키드,MASTER,107승 76패 (58.47%),0점
카밀 정글1,MASTER,67승 62패 (51.94%),0점
이상형 다누리,MASTER,156승 143패 (52.17%),0점
순응끗,MASTER,285승 257패 (52.58%),0점
skinlife,MASTER,397승 398패 (49.94%),0점
협곡 레이번,MASTER,83승 74패 (52.87%),0점
칼을 들은 도구,MASTER,395승 357패 (52.53%),0점
그의 야스오,MASTER,69승 51패 (57.50%),0점
cottoncandyshop,MASTER,201승 168패 (54.47%),0점
ICE legeno,MASTER,142승 136패 (51.08%),0점
병 화,MASTER,107승 85패 (55.73%),0점
한만욱,MASTER,77승 54패 (58.78%),0점
장군의품격,MASTER,91승 76패 (54.49%),0점
나 권혁주,MASTER,477승 453패 (51.29%),0점
전라인카서스,MASTER,137승 134패 (50.55%),0점
윤팔두,MASTER,60승 34패 (63.83%),0점
The Fatal Day,MASTER,203승 196패 (50.88%),0점
채팅안했음좋겠다,MASTER,112승 100패 (52.83%),0점
풀 낫,MASTER,109승 85패 (56.19%),0점
LeLys,MASTER,118승 123패 (48.96%),0점
설레임먹고싶네,MASTER,174승 174패 (50.00%),0점
muk hyeun,MASTER,145승 126패 (53.51%),0점
고양이크면여우,MASTER,62승 29패 (68.13%),0점
여보레옹,MASTER,368승 334패 (52.42%),0점
feng wang,MASTER,170승 131패 (56.48%),0점
Lilie,MASTER,161승 145패 (52.61%),0점
지분전환용닉네임,MASTER,107승 92패 (53.77%),0점
배추똥,MASTER,141승 118패 (54.44%),0점
동탄 차은우,MASTER,201승 162패 (55.37%),0점
Youtube 조무식,MASTER,566승 563패 (50.13%),0점
자기야 불 끈다,MASTER,87승 73패 (54.37%),0점
카이팅개쌉고수,MASTER,36승 28패 (56.25%),0점
백정들생각좀해라,MASTER,91승 91패 (50.00%),0점
늑대왕자,MASTER,44승 43패 (50.57%),0점
LV MAX PLAYER,MASTER,80승 82패 (49.38%),0점
그랩한대만,MASTER,263승 219패 (54.56%),0점
거북이의세계일주,MASTER,144승 121패 (54.34%),0점
LESAS,MASTER,81승 66패 (55.10%),0점
바람을타고6,MASTER,161승 151패 (51.60%),0점
심유딩,MASTER,161승 160패 (50.16%),0점
흩어지다,MASTER,171승 163패 (51.20%),0점
생각대로 된다,MASTER,780승 716패 (52.14%),0점
칼과 창 방괘,MASTER,123승 108패 (53.25%),0점
다섯 번째 계절,MASTER,167승 148패 (53.02%),0점
건들면지자,MASTER,558승 528패 (51.38%),0점
뜻 길,MASTER,557승 554패 (50.14%),0점
찌 뀨,MASTER,169승 149패 (53.14%),0점
De4t,MASTER,72승 49패 (59.50%),0점
콩 탕,MASTER,62승 60패 (50.82%),0점
Spoon 원딜,MASTER,343승 312패 (52.37%),0점
Mhy,MASTER,204승 187패 (52.17%),0점
양선모12,MASTER,399승 378패 (51.35%),0점
짝사랑녀민서,MASTER,110승 105패 (51.16%),0점
딸 람,MASTER,124승 127패 (49.40%),0점
빵가져와라,MASTER,226승 214패 (51.36%),0점
대프로,MASTER,266승 242패 (52.36%),0점
Xiao maomi,MASTER,111승 100패 (52.61%),0점
왕자는 죽었다,MASTER,155승 133패 (53.82%),0점
딱딱한 씩씩이,MASTER,117승 105패 (52.70%),0점
나는 피해자에요,MASTER,115승 112패 (50.66%),0점
wnsl,MASTER,156승 148패 (51.32%),0점
줘 녕,MASTER,127승 118패 (51.84%),0점
Set it Off,MASTER,165승 144패 (53.40%),0점
Kasy,MASTER,210승 205패 (50.60%),0점
허태규,MASTER,501승 481패 (51.02%),0점
아이롭,MASTER,353승 290패 (54.90%),0점
LayBn,MASTER,321승 314패 (50.55%),0점
주나화내지마,MASTER,273승 280패 (49.37%),0점
이경민강뚝,MASTER,206승 185패 (52.69%),0점
잉 설,MASTER,359승 306패 (53.98%),0점
이쌍마이,MASTER,174승 166패 (51.18%),0점
무역상인,MASTER,43승 34패 (55.84%),0점
툰 재,MASTER,125승 85패 (59.52%),0점
신재하,MASTER,260승 225패 (53.61%),0점
잘가요 굿바이,MASTER,199승 148패 (57.35%),0점
HLE Road,MASTER,105승 100패 (51.22%),0점
꽉철잉,MASTER,150승 118패 (55.97%),0점
5 0,MASTER,66승 49패 (57.39%),0점
내가안그랬는뎅,MASTER,117승 63패 (65.00%),0점
콧물범벅,MASTER,474승 459패 (50.80%),0점
태 븐,MASTER,109승 94패 (53.69%),0점
다람지목졸라죽이,MASTER,51승 19패 (72.86%),0점
FindMyTrueSelfp2,MASTER,139승 139패 (50.00%),0점
삼성 럭키 아파트,MASTER,313승 295패 (51.48%),0점
star waIkin,MASTER,729승 697패 (51.12%),0점
1365,MASTER,134승 112패 (54.47%),0점
NoCountryForAdc,MASTER,80승 79패 (50.31%),0점
한반도의마지막범,MASTER,176승 138패 (56.05%),0점
국민래퍼,MASTER,187승 166패 (52.97%),0점
qwerasdfxnji,MASTER,268승 261패 (50.66%),0점
파란책상,MASTER,145승 127패 (53.31%),0점
펭구깃털,MASTER,96승 80패 (54.55%),0점
독불장군 진양철,MASTER,151승 140패 (51.89%),0점
DeARu,MASTER,83승 67패 (55.33%),0점
힐 좀 줘,MASTER,49승 28패 (63.64%),0점
설탕보다 달달혜,MASTER,209승 170패 (55.15%),0점
화나면심호흡하기,MASTER,127승 99패 (56.19%),0점
숲튽훈 소나기,MASTER,103승 49패 (67.76%),0점
마스터는찍고깝쳐,MASTER,267승 252패 (51.45%),0점
함창김씨37대손,MASTER,262승 237패 (52.51%),0점
금쪽이 대장,MASTER,227승 210패 (51.95%),0점
뾰크리,MASTER,147승 118패 (55.47%),0점
아우토우반,MASTER,227승 212패 (51.71%),0점
vnddnjsvnddl,MASTER,177승 148패 (54.46%),0점
벗방BJ한석원,MASTER,335승 334패 (50.07%),0점
태형어택,MASTER,206승 172패 (54.50%),0점
복실킹,MASTER,445승 412패 (51.93%),0점
에이징커브온주녁,MASTER,71승 49패 (59.17%),0점
연수몬,MASTER,127승 88패 (59.07%),0점
리 킹,MASTER,137승 93패 (59.57%),0점
탑 깽,MASTER,158승 133패 (54.30%),0점
사신이에오,MASTER,104승 109패 (48.83%),0점
쪼영준,MASTER,87승 70패 (55.41%),0점
Giddy,MASTER,101승 93패 (52.06%),0점
나린이 짝사랑중,MASTER,101승 65패 (60.84%),0점
전기기사 전붕쿤,MASTER,106승 77패 (57.92%),0점
원딜주면후회안함,MASTER,441승 421패 (51.16%),0점
첫눈내리는날,MASTER,158승 153패 (50.80%),0점
BYeBie,MASTER,121승 90패 (57.35%),0점
요네 칼리,MASTER,274승 250패 (52.29%),0점
정묵묵,MASTER,639승 597패 (51.70%),0점
이길만해질수없어,MASTER,136승 148패 (47.89%),0점
개발자 정태영,MASTER,80승 67패 (54.42%),0점
Half Way Crooks,MASTER,260승 237패 (52.31%),0점
생사시,MASTER,199승 210패 (48.66%),0점
쮸니짱짱,MASTER,39승 30패 (56.52%),0점
낙곱새는 감성,MASTER,113승 98패 (53.55%),0점
안 똥,MASTER,152승 128패 (54.29%),0점
MANNA,MASTER,268승 203패 (56.90%),0점
뚜 깅,MASTER,316승 318패 (49.84%),0점
레바뮌첼,MASTER,212승 165패 (56.23%),0점
점소이 박정하,MASTER,194승 201패 (49.11%),0점
호시노 재은,MASTER,73승 66패 (52.52%),0점
민주넝,MASTER,308승 284패 (52.03%),0점
전주역첫마중길,MASTER,63승 42패 (60.00%),0점
건라면국,MASTER,372승 395패 (48.50%),0점
Jz1,MASTER,72승 60패 (54.55%),0점
땃 수,MASTER,137승 134패 (50.55%),0점
헤에 소난다,MASTER,218승 164패 (57.07%),0점
잔나비 최고,MASTER,363승 346패 (51.20%),0점
마피티프,MASTER,91승 59패 (60.67%),0점
서폿챗치면봇안감,MASTER,257승 245패 (51.20%),0점
Apocalypse JG KR,MASTER,43승 21패 (67.19%),0점
낙태옹호자,MASTER,317승 297패 (51.63%),0점
박남정 사위,MASTER,304승 319패 (48.80%),0점
큐El보0l,MASTER,189승 178패 (51.50%),0점
CM몽키,MASTER,92승 77패 (54.44%),0점
박 주녈,MASTER,126승 65패 (65.97%),0점
5스택,MASTER,158승 132패 (54.48%),0점
WMMWM,MASTER,103승 70패 (59.54%),0점
슈 유 유,MASTER,514승 441패 (53.82%),0점
cute3,MASTER,72승 42패 (63.16%),0점
TellmeYouLoveMe,MASTER,96승 89패 (51.89%),0점
쾌tothe남,MASTER,126승 128패 (49.61%),0점
난 썩은물,MASTER,69승 39패 (63.89%),0점
llllIIIIlllIIIll,MASTER,78승 57패 (57.78%),0점
근원 원 주석 석,MASTER,106승 92패 (53.54%),0점
PEGASUS,MASTER,151승 139패 (52.07%),0점
썩반장,MASTER,65승 56패 (53.72%),0점
재발급,MASTER,150승 132패 (53.19%),0점
괴물쥐 젖꼭지,MASTER,125승 105패 (54.35%),0점
s후헹s,MASTER,82승 87패 (48.52%),0점
By토운,MASTER,88승 88패 (50.00%),0점
CCCyper,MASTER,253승 238패 (51.53%),0점
상체노답게임,MASTER,294승 270패 (52.13%),0점
TWSTFATE,MASTER,147승 126패 (53.85%),0점
깡촌청소부,MASTER,135승 130패 (50.94%),0점
라스트댄서김한조,MASTER,628승 607패 (50.85%),0점
뀰레드,MASTER,172승 123패 (58.31%),0점
hamedar,MASTER,98승 96패 (50.52%),0점
야생마 재웅 ,MASTER,239승 207패 (53.59%),0점
BITC0IN,MASTER,116승 97패 (54.46%),0점
탑을 깨달은 자,MASTER,38승 26패 (59.38%),0점
01055890174,MASTER,142승 137패 (50.90%),0점
Layer2,MASTER,240승 203패 (54.18%),0점
염 구,MASTER,118승 79패 (59.90%),0점
박같양반,MASTER,104승 82패 (55.91%),0점
pkdug,MASTER,257승 261패 (49.61%),0점
혹시 새콤이세요,MASTER,158승 145패 (52.15%),0점
TuaB,MASTER,168승 169패 (49.85%),0점
Sing 4 Me,MASTER,74승 65패 (53.24%),0점
공허의 쩝쩝이,MASTER,72승 60패 (54.55%),0점
K밍구,MASTER,132승 114패 (53.66%),0점
재의 기사 파이크,MASTER,356승 374패 (48.77%),0점
신현명,MASTER,57승 36패 (61.29%),0점
대장 제드,MASTER,203승 176패 (53.56%),0점
늙고병든수달,MASTER,61승 41패 (59.80%),0점
정진우짱짱맨123,MASTER,270승 268패 (50.19%),0점
77oakr,MASTER,52승 40패 (56.52%),0점
수온조절장인,MASTER,70승 42패 (62.50%),0점
딱딱한 젤리,MASTER,125승 90패 (58.14%),0점
장지환김찬호,MASTER,147승 125패 (54.04%),0점
원딜 멸시,MASTER,306승 242패 (55.84%),0점
생각하고싶은,MASTER,449승 440패 (50.51%),0점
마스터 간절해요,MASTER,304승 301패 (50.25%),0점
평타 원딜 권위자,MASTER,196승 164패 (54.44%),0점
고양이나는짱,MASTER,316승 311패 (50.40%),0점
저거 징쨔임 ,MASTER,236승 228패 (50.86%),0점
 쁘띠용수,MASTER,349승 297패 (54.02%),0점
레알티슈도둑,MASTER,126승 111패 (53.16%),0점
St4RsHIpIS,MASTER,84승 57패 (59.57%),0점
