name,tear,score,rate
허거덩#0303,C,"1,993 LP",211승 136패 60.8%
dlwlrma22#KR1,C,"1,940 LP",288승 202패 58.8%
Radiohead#KR1,C,"1,764 LP",393승 331패 54.3%
Moham#모함이,C,"1,712 LP",532승 451패 54.1%
TT HOYA#윤용호,C,"1,701 LP",333승 253패 56.8%
XiaoHao#2024,C,"1,674 LP",256승 161패 61.4%
카 엘#0211,C,"1,609 LP",264승 196패 57.4%
NS Callme#KR1,C,"1,600 LP",491승 421패 53.8%
정지훈#0828,C,"1,573 LP",384승 307패 55.6%
HamBak#5770,C,"1,569 LP",318승 240패 57.0%
xycg#KR1,C,"1,550 LP",434승 364패 54.4%
Karis#BRO,C,"1,549 LP",322승 263패 55.0%
qazwsxedcrfvdf#KR1,C,"1,528 LP",276승 205패 57.4%
숟가락전사#KR1,C,"1,517 LP",419승 352패 54.3%
DRX#7267,C,"1,513 LP",417승 354패 54.1%
hwa i tings#KR1,C,"1,503 LP",630승 564패 52.8%
luckyqqqq#KR15,C,"1,485 LP",379승 305패 55.4%
플레이리스트겨울#KR1,C,"1,469 LP",307승 248패 55.3%
TT HOYA#HOYA,C,"1,461 LP",247승 186패 57.0%
Arnold Hur#KR1,C,"1,446 LP",371승 295패 55.7%
livinli#KR1,C,"1,429 LP",226승 147패 60.6%
읽씹맨#KR1,C,"1,426 LP",461승 395패 53.9%
Blue Oasis#KR1,C,"1,410 LP",183승 143패 56.1%
Lure#0516,C,"1,401 LP",384승 311패 55.3%
Samver#7777,C,"1,400 LP",358승 295패 54.8%
불 독#KDF,C,"1,386 LP",203승 138패 59.5%
gougoujingzhang#KR1,C,"1,370 LP",358승 300패 54.4%
ShowMaker#DKDK,C,"1,366 LP",228승 177패 56.3%
조사병단병사1#1484,C,"1,365 LP",366승 301패 54.9%
노장 두티#KR1,C,"1,361 LP",262승 202패 56.5%
태 윤#KDF,C,"1,361 LP",314승 260패 54.7%
Effort#4444,C,"1,359 LP",241승 195패 55.3%
Minous#차진아,C,"1,358 LP",308승 248패 55.4%
타 잔#KR1,C,"1,356 LP",308승 246패 55.6%
관 모#KR1,C,"1,348 LP",592승 538패 52.4%
Quad#0310,C,"1,348 LP",293승 214패 57.8%
뚱뚱이#Roame,C,"1,346 LP",380승 317패 54.5%
Winner#0327,C,"1,344 LP",156승 100패 60.9%
밤이싫어#샌드박스,C,"1,342 LP",426승 360패 54.2%
강성인#0101,C,"1,331 LP",313승 254패 55.2%
y1qunsb#KR1,C,"1,328 LP",667승 603패 52.5%
나 비#77777,C,"1,320 LP",260승 205패 55.9%
DRX kyeahoo#0813,C,"1,315 LP",412승 355패 53.7%
jinyuhuahuo#6051,C,"1,311 LP",370승 312패 54.3%
당신은 사랑해요#KR1,C,"1,303 LP",428승 372패 53.5%
Sad mood#KR1,C,"1,302 LP",242승 189패 56.1%
광연44#KR1,C,"1,290 LP",165승 94패 63.7%
Azhy#KR1,C,"1,287 LP",288승 227패 55.9%
IIrrooGG#Gori,C,"1,285 LP",166승 101패 62.2%
대광 #God,C,"1,283 LP",343승 272패 55.8%
nikett#KR16,C,"1,282 LP",427승 330패 56.4%
123156466#KR1,C,"1,279 LP",232승 176패 56.9%
따봉 람머스#KDF1,C,"1,277 LP",259승 206패 55.7%
호떡붕어빵#KR1,C,"1,274 LP",207승 154패 57.3%
xiayoujie#KR1,C,"1,269 LP",332승 267패 55.4%
homem aranha#KR1,C,"1,264 LP",224승 168패 57.1%
Samver#BRO,C,"1,257 LP",310승 248패 55.6%
Mofuweizhen#1225,C,"1,256 LP",228승 165패 58.0%
enenenenang#KR1,C,"1,254 LP",423승 366패 53.6%
Way#한기리,C,"1,249 LP",316승 272패 53.7%
Kingen#KR1,C,"1,249 LP",361승 304패 54.3%
따봉 람머스#KR0,C,"1,246 LP",295승 233패 55.9%
헤 돈#KR1,C,"1,243 LP",205승 140패 59.4%
i want to pro#KR1,C,"1,243 LP",360승 279패 56.3%
Hype#변정현,C,"1,243 LP",298승 240패 55.4%
Reoki#KR1,C,"1,239 LP",466승 405패 53.5%
Rooster#2005,C,"1,236 LP",379승 313패 54.8%
Ego BattIe#KR1,C,"1,235 LP",165승 131패 55.7%
HLE Life Esports#HLE,C,"1,224 LP",269승 221패 54.9%
LFT DICE#1234,C,"1,220 LP",265승 204패 56.5%
kiin#KR1,C,"1,216 LP",198승 135패 59.5%
안죽기장인#123,C,"1,215 LP",270승 209패 56.4%
FA ady#KR1,C,"1,215 LP",585승 538패 52.1%
Deft#8366,C,"1,212 LP",406승 355패 53.4%
HyeonJu#ZZang,C,"1,212 LP",250승 201패 55.4%
DK Thanatos#KR16,C,"1,211 LP",268승 208패 56.3%
T1 Smash#KR3,C,"1,210 LP",235승 192패 55.0%
Morgan#82748,C,"1,209 LP",231승 178패 56.5%
haiyaoduojiu#1111,C,"1,208 LP",727승 671패 52.0%
르세라핌 정훈#샌드박스16,C,"1,207 LP",177승 112패 61.2%
C9 Berserker#KR1,C,"1,203 LP",200승 136패 59.5%
Loopy#1813,C,"1,201 LP",343승 290패 54.2%
JJHXHUN#6486,C,"1,200 LP",757승 700패 52.0%
TolanD23#KR1,C,"1,200 LP",675승 629패 51.8%
Morgan#KR1,C,"1,197 LP",156승 109패 58.9%
라 코#라 코,C,"1,195 LP",226승 181패 55.5%
DK Lucid#KR1,C,"1,194 LP",304승 258패 54.1%
텐동맨#KR1,C,"1,193 LP",213승 161패 57.0%
신이 되는 길요#KR1,C,"1,190 LP",366승 273패 57.3%
piop5#KR15,C,"1,189 LP",316승 264패 54.5%
DK Sharvel#KR1,C,"1,186 LP",527승 475패 52.6%
행운이 따르기를#3062,C,"1,180 LP",279승 230패 54.8%
God Thunder#KR07,C,"1,180 LP",556승 507패 52.3%
건물 사이 장미#KR1,C,"1,168 LP",217승 171패 55.9%
Burdol2#KR1,C,"1,168 LP",208승 153패 57.6%
qiowirz#2045,C,"1,163 LP",535승 482패 52.6%
subintnqls06#Tim,C,"1,162 LP",193승 139패 58.1%
luck dog#KR1,C,"1,160 LP",260승 213패 55.0%
raptor#전어진,C,"1,153 LP",433승 379패 53.3%
stay#2002,C,"1,151 LP",337승 284패 54.3%
Clozer#KRP,C,"1,146 LP",191승 127패 60.1%
한알한알달#KR1,C,"1,144 LP",394승 325패 54.8%
누누와 윌럼프#3679,C,"1,144 LP",141승 80패 63.8%
yskmismyson#KR1,C,"1,144 LP",241승 199패 54.8%
괴물쥐#고라파덕,C,"1,142 LP",334승 262패 56.0%
NS Jiwoo#KR1,C,"1,141 LP",338승 292패 53.7%
M G#2821,C,"1,140 LP",488승 428패 53.3%
키보드에음료쏟아서고장내는이도윤#KR1,C,"1,138 LP",245승 199패 55.2%
Blaber#KR1,C,"1,138 LP",307승 266패 53.6%
의 주#2629,C,"1,134 LP",138승 91패 60.3%
langmanbusi#KR1,C,"1,134 LP",430승 376패 53.3%
Pooh#9804,C,"1,132 LP",439승 393패 52.8%
DK Rahel#KR1,C,"1,130 LP",322승 268패 54.6%
Aileri#KR1,C,"1,128 LP",281승 236패 54.4%
Zac#KR1,C,"1,126 LP",327승 274패 54.4%
결혼말고는다했나봐#KR2,C,"1,125 LP",574승 526패 52.2%
칼과 창 방패#KR1,C,"1,124 LP",404승 355패 53.2%
Mute#1938,C,"1,124 LP",309승 279패 52.6%
붐칙칵칙#KR1,C,"1,122 LP",521승 469패 52.6%
90 마린#KR1,C,"1,120 LP",398승 336패 54.2%
AYELGODLIKEMODE#KR1,C,"1,118 LP",246승 159패 60.7%
Shadow Nia#KR1,C,"1,116 LP",212승 150패 58.6%
noobldrzzzzz#666,C,"1,115 LP",343승 299패 53.4%
거리에서#KR666,C,"1,111 LP",213승 149패 58.8%
K love Jiao#KR1,C,"1,109 LP",290승 241패 54.6%
Bad End#KR1,C,"1,109 LP",447승 394패 53.2%
징징이는징징징징#징징징징,C,"1,108 LP",788승 731패 51.9%
뇌 녹 사#KR1,C,"1,105 LP",338승 291패 53.7%
HamBak#7150,C,"1,099 LP",216승 161패 57.3%
용병456#KR1,C,"1,096 LP",334승 284패 54.0%
UmTi#602,C,"1,095 LP",178승 136패 56.7%
피자사줬더니올리브만빼먹는이도윤#KR1,C,"1,094 LP",220승 167패 56.8%
백 호#9005,C,"1,091 LP",468승 413패 53.1%
add astra#KR1,C,"1,091 LP",191승 137패 58.2%
Upgrade 할거야#0509,C,"1,090 LP",441승 394패 52.8%
Bae Suzy#KR1,C,"1,090 LP",334승 290패 53.5%
hanni fans#tw01,C,"1,089 LP",174승 108패 61.7%
ahahahhhhhh#招人打职业,C,"1,089 LP",354승 303패 53.9%
LSB#KRP,C,"1,088 LP",232승 184패 55.8%
땅굴팀 미드#KR1,C,"1,085 LP",197승 158패 55.5%
BRO Pollu#pollu,C,"1,085 LP",561승 514패 52.2%
Chu성훈#KR1,C,"1,084 LP",485승 445패 52.2%
소년가장 원딜#KR1,C,"1,083 LP",305승 264패 53.6%
JUGKlNG#KR1,C,"1,081 LP",264승 194패 57.6%
Mireu#Mid,C,"1,076 LP",186승 126패 59.6%
으끄으끄#KR1,C,"1,074 LP",352승 283패 55.4%
300warriors#김민성,C,"1,070 LP",433승 373패 53.7%
잭장군 이현#KR1,C,"1,069 LP",303승 255패 54.3%
Cloud#2OO7,C,"1,067 LP",766승 712패 51.8%
HLE Loki#4360,C,"1,067 LP",498승 451패 52.5%
dyjkbysb#KR1,C,"1,066 LP",179승 127패 58.5%
Smash#KR2,C,"1,064 LP",164승 138패 54.3%
쪼렙이다말로하자#2024,C,"1,061 LP",425승 346패 55.1%
g g#111,C,"1,060 LP",229승 184패 55.4%
Indexy#KR1,C,"1,058 LP",361승 320패 53.0%
Libera#zzz,C,"1,057 LP",136승 90패 60.2%
송도 톰 하디#KR1,C,"1,057 LP",163승 103패 61.3%
T1 Gumayusi#KR1,C,"1,057 LP",298승 254패 54.0%
BRO Enosh#KR1,C,"1,054 LP",676승 631패 51.7%
Daystar#지띵이,C,"1,053 LP",163승 109패 59.9%
NS Carim#KR1,C,"1,049 LP",169승 125패 57.5%
really luv u#KR1,C,"1,048 LP",447승 395패 53.1%
DRX#6698,C,"1,046 LP",353승 299패 54.1%
나의본색#KR1,C,"1,043 LP",303승 244패 55.4%
poome#KR1,C,"1,043 LP",231승 183패 55.8%
창문열지마 추워#KR23,C,"1,042 LP",408승 363패 52.9%
Witt#KR2,C,"1,039 LP",136승 87패 61.0%
NEED HER#KR1,C,"1,038 LP",432승 389패 52.6%
K T#롤스터,C,"1,037 LP",236승 188패 55.7%
벌꿀허태범#9999,C,"1,035 LP",391승 348패 52.9%
쪼렙이다말로하자#KR1,C,"1,032 LP",273승 237패 53.5%
라쿤99#KR1,C,"1,032 LP",200승 155패 56.3%
Forest#0322,C,"1,032 LP",548승 512패 51.7%
시간의 숲#KR1,C,"1,031 LP",269승 225패 54.5%
이 차가 식기전에#KR1,C,"1,029 LP",303승 262패 53.6%
セリザワ タマオ#KR113,C,"1,029 LP",243승 201패 54.7%
모나XahegaoX감우#KR1,C,"1,026 LP",215승 155패 58.1%
rkswjfgkqslek#KR1,C,"1,026 LP",444승 399패 52.7%
난화내#0713,C,"1,024 LP",255승 215패 54.3%
정말 재밌지않니#KR11,C,"1,024 LP",280승 235패 54.4%
신분이 매우 굳다#KR1,C,"1,023 LP",480승 421패 53.3%
Guo m1e na sai #KR1,C,"1,023 LP",247승 202패 55.0%
기 회#우주성,C,"1,023 LP",196승 150패 56.6%
스눈이#KR2,C,"1,022 LP",315승 280패 52.9%
xccxcxcs#KR1,C,"1,020 LP",380승 327패 53.7%
동글동글빵빵#KR1,C,"1,019 LP",207승 158패 56.7%
BRO Kangin#KR1,C,"1,019 LP",476승 440패 52.0%
YHS1#11115,C,"1,019 LP",461승 413패 52.7%
qweasdcxz#KR1,C,"1,018 LP",189승 150패 55.8%
FA 2005#5181,C,"1,018 LP",697승 658패 51.4%
Exusia#1009,C,"1,017 LP",678승 627패 52.0%
quanliyifu#KR1,C,"1,016 LP",425승 381패 52.7%
반년롤접다옴#KR1,C,"1,015 LP",172승 126패 57.7%
그라가스할래요#KR1,C,"1,015 LP",236승 202패 53.9%
FA Kingdom#KR1,C,"1,015 LP",424승 372패 53.3%
노 루#TEA,C,"1,014 LP",182승 138패 56.9%
하준상#KR1,C,"1,012 LP",205승 164패 55.6%
생품이#4784,C,"1,012 LP",399승 350패 53.3%
그 맛은궁진하다#KR1,C,"1,010 LP",246승 198패 55.4%
델리델리델리빵#KR1,C,"1,009 LP",354승 306패 53.6%
Palette#2002,C,"1,009 LP",420승 372패 53.0%
으댜다#KR1,C,"1,006 LP",158승 115패 57.9%
모든것을극한으로#KR1,C,"1,006 LP",334승 273패 55.0%
business boy#0108,C,"1,005 LP",158승 114패 58.1%
졸귀뽀시#KR1,C,"1,005 LP",364승 315패 53.6%
자신감을잃지말자#KR1,C,"1,005 LP",499승 461패 52.0%
nddn#KR1,C,"1,005 LP",338승 289패 53.9%
gaubeo202#KR1,C,"1,005 LP",458승 383패 54.5%
YURI#VAG1,C,"1,004 LP",425승 385패 52.5%
baybayya#KR1,C,"1,004 LP",230승 186패 55.3%
pout2023#11234,C,"1,004 LP",352승 300패 54.0%
갑 각 류#5238,C,"1,004 LP",197승 143패 57.9%
스낵면맛있다#KR2,C,"1,003 LP",161승 112패 59.0%
hei si yyds#KR1,C,"1,003 LP",327승 285패 53.4%
gnoeiwngonge#KR16,C,"1,003 LP",659승 555패 54.3%
ben dan she shou#KR1,C,"1,003 LP",388승 307패 55.8%
hold me7#KR1,C,"1,002 LP",464승 425패 52.2%
coolran#KR1,C,"1,001 LP",386승 345패 52.8%
타 잔#2037,C,"1,001 LP",313승 267패 54.0%
autofill queue#3012,C,996 LP,370승 310패 54.4%
은가뉴#KR1,C,995 LP,250승 205패 54.9%
Rich#KR12,C,995 LP,153승 104패 59.5%
재석종우상길찬호두홍진석강현만수#KR123,C,994 LP,330승 306패 51.9%
바지를 벗어#KR1,C,994 LP,213승 164패 56.5%
Yusoo#5555,C,992 LP,335승 292패 53.4%
jhqdyqkd#KR1,C,992 LP,776승 701패 52.5%
악 신#KR1,C,991 LP,147승 101패 59.3%
걍내잘못임#KR1,C,991 LP,346승 297패 53.8%
Chinata#KR1,C,991 LP,442승 397패 52.7%
Gryffinn#G2006,C,989 LP,140승 79패 63.9%
kakaxi7#KR1,C,989 LP,441승 360패 55.1%
qeqzxweqvr1212#8468,C,988 LP,301승 255패 54.1%
daoxinwengu1#KR1,C,987 LP,515승 468패 52.4%
720Cloud#KR1,C,985 LP,297승 237패 55.6%
130815#KR1,C,985 LP,180승 131패 57.9%
손주녁#KR1,C,984 LP,202승 159패 56.0%
나카노 니노#양갈래,C,984 LP,131승 79패 62.4%
김 군#04032,C,983 LP,194승 154패 55.7%
아발론친추주세요#KR1,C,982 LP,203승 157패 56.4%
Lotsoo#KR1,C,982 LP,736승 693패 51.5%
DDahyuk#0904,C,980 LP,311승 260패 54.5%
호시노 아이#0903,C,979 LP,325승 273패 54.3%
아무것도몰라#왜몰라,C,976 LP,208승 167패 55.5%
보스고영희#KR1,C,975 LP,260승 203패 56.2%
도천지#KR1,C,975 LP,432승 388패 52.7%
swordart7#KR1,C,975 LP,262승 209패 55.6%
왕자님 나가신다#2289,C,971 LP,94승 55패 63.1%
후회 첫날#KR1,C,969 LP,323승 261패 55.3%
cikcik#KR1,C,969 LP,284승 244패 53.8%
dlrj#KR1,C,968 LP,229승 178패 56.3%
미소 엄마3#KR1,C,967 LP,352승 305패 53.6%
real gankster#KR1,C,966 LP,406승 365패 52.7%
Cold#KR3,C,964 LP,145승 109패 57.1%
갈과 배 음료#KR1,C,964 LP,387승 341패 53.2%
Brance#KR1,C,964 LP,299승 253패 54.2%
NS REDFORCE#NS1,C,963 LP,354승 317패 52.8%
나도 신경 쓰지 않는다#KR112,C,960 LP,193승 151패 56.1%
lactea420#KR1,C,960 LP,244승 204패 54.5%
딜서폿 꿀잼#KR1,C,958 LP,249승 206패 54.7%
nordlys#KR1,C,958 LP,320승 262패 55.0%
Chillin Homie#UDT,C,958 LP,108승 52패 67.5%
젖통 살인사건#KR1,C,956 LP,125승 83패 60.1%
aowamzosq#KR1,C,956 LP,321승 275패 53.9%
aetcal#KR1,C,956 LP,227승 177패 56.2%
추요정#KR1,C,955 LP,163승 117패 58.2%
갑 각 류#2000,C,955 LP,223승 178패 55.6%
Kujo Miki#KR1,C,955 LP,145승 106패 57.8%
언니우기#KR1,C,954 LP,247승 207패 54.4%
ucal#KR1,C,954 LP,224승 183패 55.0%
Rose bloomforyou#KR1,C,954 LP,288승 251패 53.4%
lql9t#KR15,C,953 LP,149승 87패 63.1%
이광수#happy,C,952 LP,631승 593패 51.6%
dydwns7667#11111,C,950 LP,179승 143패 55.6%
SOODANGKIM#KR12,C,949 LP,168승 114패 59.6%
호잇이#호 잇,C,948 LP,190승 143패 57.1%
Selam#KR1,C,947 LP,138승 97패 58.7%
OneZang#KR99,C,947 LP,264승 223패 54.2%
My Stupid ChoGod#5959,C,947 LP,196승 158패 55.4%
Pizano#KR1,C,946 LP,491승 445패 52.5%
풍선을 고백하다#04126,C,945 LP,182승 116패 61.1%
greatest effort#KR1,C,945 LP,677승 604패 52.8%
라쿤99#1115,C,945 LP,424승 370패 53.4%
zpzG#Ryu8,C,944 LP,255승 201패 55.9%
길가다가까까사달라고조르는이도윤#KR1,C,944 LP,204승 164패 55.4%
케인인#Keine,C,944 LP,380승 338패 52.9%
c3d6#KR16,GM,944 LP,154승 82패 65.3%
Saebyuck#KR1,C,944 LP,508승 465패 52.2%
수라차#KR1,C,943 LP,242승 201패 54.6%
wasdqewasd#KR1,C,943 LP,265승 219패 54.8%
벌레탑부수기#유경주,C,942 LP,526승 476패 52.5%
kkkkkk#KR1,C,942 LP,240승 181패 57.0%
JZADfans#KR1,C,938 LP,128승 79패 61.8%
Gy0soo#KR1,C,938 LP,322승 282패 53.3%
코쿠시보 데이찌#KR1,C,936 LP,236승 186패 55.9%
마인크래트프#세체뽀,C,936 LP,166승 121패 57.8%
라파엘#1022,C,936 LP,463승 416패 52.7%
불가사의 카르테#KR1,C,935 LP,265승 226패 54.0%
걱정말아요 그대#8675,C,932 LP,250승 187패 57.2%
vchasdqwvg#KR1,C,931 LP,178승 133패 57.2%
Wo xing li#04056,C,930 LP,340승 278패 55.0%
 shirenshuoshuo#KR1,GM,930 LP,257승 184패 58.3%
snunup#nunu,GM,929 LP,422승 376패 52.9%
Enosh#BRO,GM,929 LP,128승 92패 58.2%
YONG2#6666,GM,928 LP,231승 186패 55.4%
Swamp#0916,GM,925 LP,579승 538패 51.8%
Yoru God#KR1,GM,925 LP,361승 318패 53.2%
끗빵왕#KR1,GM,923 LP,305승 268패 53.2%
오브크#KR1,C,919 LP,470승 415패 53.1%
FATE#0822,GM,919 LP,162승 118패 57.9%
다없수질#KR1,GM,919 LP,112승 59패 65.5%
끝이안 보여#KR1,GM,919 LP,294승 254패 53.6%
MiloBramble#KR1,GM,919 LP,414승 359패 53.6%
바이탈#KR1,GM,917 LP,381승 340패 52.8%
HAUZ 23#KR1,GM,916 LP,213승 166패 56.2%
Supreme#0905,GM,910 LP,169승 124패 57.7%
Demonstrator#KR1,GM,910 LP,75승 43패 63.6%
DRX Career#6410,GM,908 LP,138승 82패 62.7%
nAts2#KR1,GM,908 LP,406승 350패 53.7%
메가 영재#1116,GM,907 LP,570승 532패 51.7%
트위치이성진1234#KR1,GM,905 LP,295승 241패 55.0%
kyunang#KR15,GM,905 LP,180승 137패 56.8%
화이팅 이주한#KR2,GM,896 LP,656승 613패 51.7%
나카노 니#KR2,GM,894 LP,182승 139패 56.7%
KDF Quantum#KR12,GM,893 LP,603승 561패 51.8%
Chrissy#KR2,GM,892 LP,748승 709패 51.3%
카와이 뽀시#KR1,GM,891 LP,447승 403패 52.6%
shuiyuanqianhe#KR1,GM,891 LP,636승 592패 51.8%
baozaopiqi#KR1,GM,891 LP,471승 437패 51.9%
쿠키당신은틀렸어#KR1,GM,889 LP,109승 63패 63.4%
scy19980304#KR15,GM,889 LP,401승 343패 53.9%
qwesadcxzb#KR1,GM,888 LP,400승 328패 54.9%
bababaabam#KR1,GM,888 LP,128승 88패 59.3%
BRO A JUG#KR1,GM,887 LP,317승 278패 53.3%
astroboy#KR1,GM,885 LP,194승 134패 59.1%
BETELGEUSE#8071,GM,884 LP,120승 77패 60.9%
Baut#baut1,GM,883 LP,205승 144패 58.7%
오 뀨#KR5,GM,882 LP,596승 554패 51.8%
적수가없는사람#KR1,GM,882 LP,155승 112패 58.1%
Just NT#1211,GM,881 LP,241승 200패 54.6%
HLE Tempester#KR2,GM,878 LP,395승 353패 52.8%
cosmos#2401,GM,878 LP,612승 568패 51.9%
난모든것에서Bear#KR1,GM,877 LP,208승 173패 54.6%
Viper#G170,GM,877 LP,239승 199패 54.6%
xing zhui yue#KR1,GM,876 LP,401승 360패 52.7%
new meow#KR1,GM,876 LP,603승 538패 52.8%
늑대의사#KR1,GM,874 LP,340승 285패 54.4%
elelelelyy#KR1,GM,874 LP,293승 256패 53.4%
Attack Fight#KR1,GM,874 LP,375승 338패 52.6%
일 편#라 코7,GM,872 LP,234승 191패 55.1%
Co24#KR2,GM,872 LP,253승 196패 56.3%
실바니안두더지#1234,GM,869 LP,186승 140패 57.1%
여자말걸지마세요#와이프화냄,GM,868 LP,191승 148패 56.3%
챔프처음해도잘함#KR1,GM,867 LP,648승 617패 51.2%
Ego Battle#KR1,GM,866 LP,523승 490패 51.6%
AND4#KR1,GM,866 LP,234승 172패 57.6%
오랜만입니다#8695,GM,865 LP,476승 406패 54.0%
르세라핌 정훈#샌드박스,GM,865 LP,169승 115패 59.5%
멍청이#Teddy,GM,864 LP,338승 302패 52.8%
기묘진#KR2,GM,864 LP,306승 256패 54.4%
bee Kayle#KR1,GM,864 LP,138승 97패 58.7%
김정민#0707,GM,864 LP,274승 236패 53.7%
또또죽냐#KR1,GM,863 LP,178승 140패 56.0%
헤리z#6666,GM,863 LP,295승 253패 53.8%
sunghyuk39#KR1,GM,862 LP,354승 316패 52.8%
Castle#Jo1,GM,862 LP,352승 314패 52.9%
르세라핌 정훈#샌드박스2,GM,862 LP,181승 108패 62.6%
sanghyxxn#KR1,GM,861 LP,139승 87패 61.5%
Kim Sang Hoon#Rell,GM,861 LP,332승 301패 52.4%
12452354#KR1,GM,860 LP,166승 115패 59.1%
다딱이대갈통#KR1,GM,859 LP,256승 210패 54.9%
zhang shun fei 2#KR1,GM,859 LP,308승 289패 51.6%
광동귀환#KR1,GM,858 LP,281승 250패 52.9%
못배운티벗어#KR1,GM,857 LP,254승 180패 58.5%
다훈갓#Bard,GM,856 LP,225승 188패 54.5%
Pyke#2OO7,GM,855 LP,419승 376패 52.7%
동 현#KR555,GM,855 LP,206승 159패 56.4%
ooi3#KR1,GM,853 LP,193승 149패 56.4%
Chancedong#KR1,GM,853 LP,186승 151패 55.2%
WALLE828#KR1,GM,852 LP,116승 81패 58.9%
용병457#KR1,GM,851 LP,381승 347패 52.3%
생각이 통달하다#KR1,GM,851 LP,597승 554패 51.9%
Xbm#KR1,GM,850 LP,170승 130패 56.7%
Melonik#melon,GM,850 LP,111승 67패 62.4%
리퀴드 브래들리#KR1,GM,849 LP,426승 377패 53.1%
hide on bush#완두콩,GM,849 LP,390승 324패 54.6%
ni2ba#KR1,GM,848 LP,456승 419패 52.1%
huyaqingchen#KR1,GM,848 LP,232승 187패 55.4%
fisherr#4992,GM,847 LP,510승 472패 51.9%
Qing#胡小青超酷,GM,846 LP,420승 378패 52.6%
Gen G Slayer#KR1,GM,845 LP,447승 409패 52.2%
향 상#1234,GM,845 LP,291승 238패 55.0%
봄방학기간#KR1,GM,842 LP,141승 104패 57.6%
zaqwxsecdrfv#KR1,GM,842 LP,369승 303패 54.9%
Calix#0322,GM,842 LP,357승 327패 52.2%
xorxlzjf#0000,GM,842 LP,78승 44패 63.9%
취미죽기특기죽기#KR1,GM,841 LP,179승 128패 58.3%
OKOK0K#KR1,GM,841 LP,822승 788패 51.1%
이야공#KR1,GM,839 LP,209승 174패 54.6%
ding ji AD#KR1,GM,836 LP,303승 261패 53.7%
텔레비전#123,GM,834 LP,376승 338패 52.7%
choice2#3929,GM,833 LP,498승 455패 52.3%
L0ts00#0825,GM,832 LP,747승 712패 51.2%
젱 글#KR1,GM,831 LP,410승 370패 52.6%
Guti#0409,GM,831 LP,382승 349패 52.3%
바위주머니#KR1,GM,830 LP,205승 158패 56.5%
Hide on bush#KR1,GM,830 LP,306승 270패 53.1%
238000#KR1,GM,829 LP,249승 208패 54.5%
doremifa#9999,GM,829 LP,91승 53패 63.2%
i half#KR1,GM,828 LP,305승 264패 53.6%
haiyaonuli#KR1,GM,828 LP,504승 453패 52.7%
Sung Eun#KR1,GM,828 LP,253승 211패 54.5%
Minit#02035,GM,828 LP,252승 219패 53.5%
괴물쥐쥐새끼#12345,GM,827 LP,231승 187패 55.3%
포퉁이#호서니,GM,827 LP,485승 454패 51.7%
티모 하기싫다#KR1,GM,826 LP,101승 74패 57.7%
Lancer#KDF,GM,826 LP,440승 392패 52.9%
BRO Envy#모건킹탑건,GM,826 LP,346승 292패 54.2%
ming fans wunai#4135,GM,826 LP,597승 564패 51.4%
벌꿀유준엽#6974,GM,825 LP,190승 154패 55.2%
Croquette#KR1,GM,825 LP,369승 345패 51.7%
NS Sounda#KR1,GM,823 LP,333승 295패 53.0%
FA Smlz#KR1,GM,823 LP,403승 370패 52.1%
Croco#8900,GM,821 LP,110승 79패 58.2%
heibai#KR12,GM,818 LP,309승 267패 53.6%
Carim#0409,GM,818 LP,370승 334패 52.6%
첫째키아나여왕#KR1,GM,816 LP,349승 302패 53.6%
길들여진 코끼리#0124,GM,816 LP,296승 240패 55.2%
General irel#KR1,GM,816 LP,308승 276패 52.7%
빡 표#KR123,GM,815 LP,1053승 1013패 51.0%
Pungyeon#0622,GM,814 LP,545승 510패 51.7%
코 태#KR1,GM,813 LP,351승 320패 52.3%
qwersdxzsa#KR1,GM,813 LP,385승 314패 55.1%
apex1v1solo#KR1,GM,812 LP,249승 217패 53.4%
DuDu111#KR1,GM,811 LP,211승 173패 54.9%
양희찬#EU1,GM,811 LP,139승 91패 60.4%
하늘 아래 푸르름#KR1,GM,810 LP,397승 352패 53.0%
피치피치빔#KR1,GM,810 LP,195승 151패 56.4%
관 계#KR1,GM,810 LP,182승 138패 56.9%
때린다 너#KR1,GM,807 LP,104승 56패 65.0%
Shmi7y#KR1,GM,806 LP,327승 265패 55.2%
농심라면다내꺼야#KR1,GM,804 LP,294승 263패 52.8%
rtmopgd#KR1,GM,804 LP,232승 178패 56.6%
gnixaler#KR1,GM,804 LP,338승 279패 54.8%
nsk4498#4949,GM,804 LP,176승 135패 56.6%
MlDMlD#KR1,GM,804 LP,209승 156패 57.3%
Gakseoйg#각 성,GM,804 LP,341승 300패 53.2%
하얗고예쁨#KR1,GM,803 LP,281승 241패 53.8%
Elderwood#Azir,GM,803 LP,141승 101패 58.3%
xiaoshengnaideli#KR1,GM,803 LP,272승 208패 56.7%
xiaoqiupup#KR1,GM,803 LP,425승 392패 52.0%
sheer1#666,GM,803 LP,276승 243패 53.2%
Wontae1#KR1,GM,803 LP,281승 244패 53.5%
이 강#낙동강,GM,802 LP,712승 678패 51.2%
Xiang Jian Ni#KR1,GM,802 LP,449승 426패 51.3%
VIICHAN#DRX,GM,802 LP,321승 254패 55.8%
잠자는 왕#KR1,GM,800 LP,319승 289패 52.5%
dinai#디나이7,GM,800 LP,580승 541패 51.7%
Twitch 곰팡호#KR1,GM,800 LP,360승 309패 53.8%
Winsome#0630,GM,799 LP,131승 79패 62.4%
Keep Positive#1215,GM,798 LP,217승 169패 56.2%
